Sentence_ID,sentence,label,Dialect
1634,ياربي فين نوصلو بهاد المناكير وخاصة التعدي من الأم لي هي لي تحضن ولادها وتضحي بالغالي والنفيس على قبل ولادها آلله يخد الحق في كل ظالم عاجلا غير آجل,-1,Morocco
1635,أش هاد المنكر ليولينا نسمعو ياربي تخرجنا من دار لعيب بلا عيب كين شي أمهات خاصهم الإعدام أبوني عفاكم,-1,Morocco
1636,انا بنتي نعطيها عيني ونتمنى نزيدها من عمري تزيدوا على عمرها هذي بزاف عليها تكون أم ربي يتولاكم ابنتي برحمته,-1,Algeria
1637,ربي معك ومع كل مضلوم حرام على الأم الله ياخد فيها الحق لاحول ولا قوة الا بالله العلي العظيم,-1,Saudi Arabia
1638,ربي معاك ابنتي سعدوها بغ خوتتها في البنت بعقلها والام ير ليها ديروا ليها حل الله اجزيكم بخير متقطع القلب ياربي اوقف معاك ابنتي,-1,Tunisia
1639,اللهم أسترنا فوق الأرض وتحت الارض ويوم العرض عليك,-1,Algeria
1640,لاحول ولاقوة الابالله العلي العظيم و حسبنا الله ونعم الوكيل الله ياخد فيهم الحق,-1,Tunisia
1641,ياربي تشافي لي خوي انه على فراش الموت ودعوة اربعين غريب مستجابة,-1,Qatar
1642,الله أرحم اباك واحنن فيكم ديك العمة الطيبة,-1,Morocco
1643,صعيبة المراهقة ديال40عام دبى يلوحها انشاء الله الله يكون معاكم الضربة القوية هي لي تتجي من اقرب الناس إليك وخاصة الام الله يهديها وصافي,-1,Morocco
1644,مسكينة هاد البنت الله ياخذ حقها,-1,Jordan
1645,حرااااااااااااااااام .قصة مؤثرة وغريبة فعلا. كوني قوية ومسحي دموعك فكري في نفسك أولا .الأولاد أولادها وهي المسؤولة عليهم في الدنيا والآخرة. احمي نفسك من هذه الأم الشرسة .,-1,Saudi Arabia
1646,البنت مظلومة والام خائنة حسبي الله ونعم الوكيل,-1,Qatar
1647,الله يرحم ليكم الوالدين عاونو هاد البنت مسكينة.كتقطع في القلب .هادي ماشي أم هادي لفعة,-1,Morocco
1648,اللهم اشفيها شفاء لا يغادر سقما يارب العالمين,-1,Oman
1649,الله يشافيها يارب,-1,Qatar
1650,الله ياخذ الحق ف هاد المجرمة البنت باينة مظلومة الحق باين والظلم باين,-1,Morocco
1651,ربي يشفيها و يعافيها و يطول في عمرها,-1,Algeria
1652,من اصعب الأوجاع هو وجع اللي تجي من الأهل الله يسمح ليهم,-1,Saudi Arabia
1653,لاحول ولا قوة إلا بالله العلي العظيم ياربي تخرجنا من دار العيب بلا عيب,-1,Tunisia
1654,هد البنت مظلومة بقات فيا بزاف الله افرجها اعليك اختي حسبيا الله ونعم الوكيل,-1,Morocco
1655,ياربي تستر المسلمين والمسلمات يارب تيسر لخويا وتسهل اعليه وترزقه من حيث لايحتسب يالله وكل من قال امين,-1,Saudi Arabia
1656,امهات اخر زمن حسبيا الله ونعم الوكيل فيها ر بي يلطف بين و يكون معاكم قطعتلي قلبي,-1,Tunisia
1657,هاد البنت اللي ضرها ف خاطرها ماشي الرجل ضرها الغدر ديال الأم لكن ماتبكيش ربما ربي حفظك منو والأم عطيها التيساع,-1,Morocco
1658,الله يشافي كل مريض يا ربي آمين,-1,Morocco
1659,لاحول ولاقوة الابالله العلي العظيم استغفر الله العلي العظيم واتوب اليه حسبي الله ونعم الوكيل فيهم الظالمين يمهيل ولا يهميل,-1,Tunisia
1660,يا ربي تشافيها وتعافيها يا رب,-1,Saudi Arabia
1661,لا حول ولا قوة إلا بالله العلي العظيم. حسبنا الله و نعم الوكيل. ربي يفرج عليك و يعوضك كل خير أختي و جارتي العزيزة.,-1,Algeria
1662,ياربي تنصفكم يارب اتجهوا للقضاء المطلوب من الجمعيات يوقفوا مع هاد الوليدات لاحول ولا قوة الا بالله,-1,Algeria
1663,انا سمعت للامها وهدي البنت باين البنت مظلومة وديك شيبة العاصية كدخل وكتخرج فالهدرة دايرة ديك مسرحية ناس محسنين عفاكم حميهم وعاونوا هاد البنت مسكينة,-1,Morocco
1664,الله يشفيها يارب ويشفي جميع مرضى المسلمين,-1,Qatar
1665,مسكينا ياعمري غضتني بزاف الله يعوضها وخليها مخرج يارب,-1,Morocco
1666,يا ربي تشافيها و تعافيها و توقف مع الام ديالها و تقويها باش تكون معاها,-1,Algeria
1667,حسبيا الله و نعم الوكيل فأمها,-1,Algeria
1668,قبل مانسمع قصتها مجرد النظر الى وجهها . بقات فيا وانها مظلومة مسكينة. الله اعوضك خيير,-1,Morocco
1669,ياربي ذيك الام كارثة والله شفتني المخلوقة هذي ربي يكون معاك ختيتو الف تحية من الجزائر,-1,Tunisia
1670,الله يفرج عليك أختي وامك الله يهديها أختكم من الجزائر مرت من هنا,-1,Saudi Arabia
1671,الله يخد الحق فيها ماشي ام هادي ، حسبيا الله ونعم الوكيل فيها,-1,Morocco
1672,حرقة في القلب وغصة لانها امها ماش اي وحدة ربي يفرج عليها ويطيب جرحها ويعوضها,-1,Saudi Arabia
1673,مسكينة متستاهلش هادشي ومن شكون من ا م إ ه إلا الله,-1,Morocco
1674,من البداية بانت النهاية شخص غريب اجنبي ساكن معاكم في وسط العيالات في غياب رجل مسؤول على الاسرة فاستغلته الأم الفاشلة وفي النهاية دمرت حياة بناتها الي كانو ضحية في هذه الواقعة,-1,Libya
1675,حسبنا الله ونعم الوكيل ولاحول ولا قوة الا بالله العلي العظيم والله ياخذ الحق وينتقم من كل ظالم يارب آمين,-1,Tunisia
1676,لاحولة ولا قوة الا بالله العلي العظيم يعجز اللسان عن الكلام,-1,Oman
1677,فرج الله كربك يا أختي كوني قوية و لا تيأسي من روح الله,-1,Modern Standard Arabic
1678,الله معك ا بنتي كوني قوية الله معك. سيعوضك الله زوجا صالحا يضمن لك السعادة. لا تيأسي و لا تفقدي الامل ربي كبير و عادل حسبك الله و نعم الوكيل. تشبتي بالله. هو من سينتقم لك,-1,Saudi Arabia
1679,حسبي الله ونعم الوكيل اصعب خذلان لما ياتي من الام,-1,Oman
1680,سبحان الله.كاين الام.وكاين شبه الام.ربي ياخد حقك ابنتي ويعوضك خير.,-1,Morocco
1681,زمن العجب العجاب والله يرفق بهاد الزمن لي ولينا فيه ياربي استرنا فوق الارض وتحت الارض ويوم العرض عليك ياربي,-1,Algeria
1682,ياربي سترنا حتى يسترنه التراب,-1,Iraq
1683,لا تبكي يابنتي فمهما تصريحاتها نصدقك و نكذبها .. سيعوضك الله بالصبر .,-1,Saudi Arabia
1684,الله الطف،يارب توقف مع كل مظلوم ودمر الظالمين,-1,Tunisia
1685,لا حول ولا قوه الا بالله العلي العظيم شهاد المنكر ياربي مع الأسف,-1,Saudi Arabia
1686,حرام على هذه الأم تكرفس على ولادها بهاد الشكل الله يخد فيها الحق,-1,Morocco
1687,لا اله الا انت سبحانك اني كنت من الظالمين,-1,Saudi Arabia
1688,يا ربي سلامة، فعلا بنت كتقطع في قلب، خاصها متابعة نفسية،و ام السجن,-1,Morocco
1689,ياربي في هذه الايام المباركه ترزقني الذريه الصالحة,-1,Yemen
1690,هاذ البنت صادقة مسكينة كلامها صحيح الله يشوف من حالتها ،ربي يسخر ليها شي محسنين يعاونوها يارب,-1,Algeria
1691,الله يعطي الامهات لي فحال هاكة مصيبة تديهم,-1,Algeria
1692,اللهم استرنا فوق الأرض وتحت الأرض ويوم العرض يارحمن يارحيم. والله اللسان يعجز عن الكلام.العجب العجاب,-1,Algeria
1693,لا حول ولا قوة الا بالله. وا أسفاه على ما آل اليه المجتمع المغربي والأسرة المغربية,-1,Morocco
1694,حقك عند الله أختي ،وهما بغيت ليهم العذاب و راجل لي يبذل البنت بالام لا خير فيه,-1,Morocco
1695,اطلب من المسؤولين أن ينظروا إلى مظلمت هذه البنت لله يرحمنا جميعا.,-1,Modern Standard Arabic
1696,الله يبين فيها الحق غادي تندم فاش يخونها حتى هي وياخد ليها فلوسها .حشومة بنات بحال الورد يضيعو,-1,Morocco
1697,عفاك الله ممّا ابتلى به والدتك .. لو أردتِ كسب الآخره ورضا والدك في قبره عليك أن تعودي لدراستك وتحمي نفسك وخاااصة إخوتك إحمي نفسك واخوتك وناضلي توكلي على الله واحتمي بأهل والدك سيفرِّج عنكم بإذنه .. الله انقذك من هذا الفاسد ولكن تعلّمي الدرس وكوني حذرة أن يُوَقِّع بك مثل هذا الفاسد . إيمي اخوتك والله أرحم بكم جميعا .,-1,Saudi Arabia
1698,هادشي غريب. سبحان الله العظيم. يخلق الله ما يشاء... ربي معاك يا ابنتي.,-1,Morocco
1699,والله العظيم كان كنت فالمغرب حتي نتزوج / مسكينة بقات فيا بزاف والبنت تتبان مظلومة بزاف / الله يكون فعونك اختي..,-1,Algeria
1700,الله يشافيها ويحفضالك ربي ويعطيك العوين على المرض ديالا ربي يفرحك بالشفاء ديالا فهاد العواشر,-1,Morocco
1701,لا حول ولا قوه الا بالله هاد البنت خاصها متابعة طبية لان وقع الصدمة اثر فيها بشكل كبير والام خاصها تعاقب لانها يستحيل تكون عندها حس الأمومة حرام,-1,Morocco
1702,كاينين الرجال وكاينين الشمايت شحال من بنت الناس تدمرات بسباب زوج شماتة وشحال من راجل تصيد بواحدة شامتاه ودايراه غير دفة الله ياخد الحق فكل ظالم,-1,Morocco
1703,الله إيشافيها لك يا ربي و يخليها لك تا تشوفيها بولادها و كيما تتمناو,-1,Lebanon
1704,اللهم استرنا فوق الارض وتحت الارض و يوم العرض عليك لا حول ولا قوة الا بالله,-1,Tunisia
1705,حسبي الله ونعم الوكيل,-1,Tunisia
1706,لا حول ولا قوة الا بالله العلي العظيم.حالة جد مأساوية. فاش غادي يثق الإنسان من بعد ما يفقد ثقته في امه،اغلى انسان.,-1,Morocco
1707,ناصرين الحق بانو هنا كلنا حاملة واحدة ضد الظلم كنتمنى من كاع السلطات يعملو الواجب ويلقيو القبض فأقراب وقت على هاذ المجرمين البنت راه باينة للعمى بلي رها صادقة وكلنا يد وحدة ضد الظلم بغينا حق الأيتام يرجع ليهم فأقرب وقت ويترد لهاذ البنت الإعتبار نتاعها ويتخاذ حقها من هاذ الأم الظالمة وبلا ما تبكي أحبيبتي راه يمهل ولا يهمل,-1,Algeria
1708,والله حتا بقات فيا الأم مجرمة باينة مسكينة صريحة خاص العدالة تقوم بالواجب ديالها,-1,Morocco
1709,ياربي السلامة على هاد شي لي ولينا نشوفو ونسمعو لطفك يارب ..الله يدير شي تاويل ديال الخير لكل واحد مظلوم,-1,Morocco
1710,ياربي يشفيها وتنوض ليك ان الله قادر على كل شيء صبرا جميلا يابونيتى,-1,Tunisia
1711,ربي يدير ليها شي مخرج مسكينة و الدولة خصها تدخل تحمي الأطفال قبل مايضيعو,-1,Morocco
1712,يارب تشافيها وتعافيها .الاطفال اكثر امتثال للشفاء من هذا المرض باذن الله,-1,Yemen
1713,يارب شفي بنتك عما قريب,-1,Oman
1714,مقدرتش نكمل الفيديو دموع هاد البنت كتدبح القلب ... الله معاك اختي,-1,Morocco
1715,الله ياربي بكيتني الله يغلبكم عليهم,-1,Tunisia
1716,حسبنا الله ونعم الوكيل ولا حول ولا قوة الا بالله العلي العظيم الله يفرجها عليكم ويحفظكم ويوفقكم ويبارك فيكم,-1,Qatar
1717,لاحول ولاقوة الابالله المجتمع كيعاني من مشكل قيم وأخلاق الله ياخذ فيها الحق هاد الام غير صالحة,-1,Morocco
1718,لاحول ولا قوة إلا بالله العلي العظيم حسبنا الله ونعم الوكيل في كل ظالم,-1,Tunisia
1719,لا حولة و لا قوة إلا بالله العلي العظيم،ربي عوضك اختي و اسعدك دنيا و اخرة,-1,Tunisia
1720,اللهم انصر كل مظلوم يا رب,-1,Saudi Arabia
1721,خوتي شي دعوه بشفاء العاجل الله يززكوم بخير شي الناس مرض,-1,Morocco
1722,الله يشفيها يا حنان يا منان يا دا جلال واكرام,-1,Saudi Arabia
1723,حسبي الله ونعم الوكيل بلادنا لسوء الحظ كثر فيها الفساد والظلم وهذا من علامات الساعة الكبرى الله يلطف بنا,-1,Oman
1724,وكم من ام دمرت أبنائها حسبي الله ونعم الوكيل,-1,Yemen
1725,لاحول ولا قوة الا بالله قصة صادمة,-1,Saudi Arabia
1726,الله اشافي ليك بنيت ديالك يارب وتحفضنا وتحغض اولادنا يارب,-1,Tunisia
1727,حسبي الله ونعم الوكيل فيها فهاد العواشر,-1,Morocco
1728,لا حول ولا قوة الا بالله يا لطيف الله يفرج عليها هاد الكُربة الله ينصر المظلوم على الظالم,-1,Jordan
1729,الله إشفيها أو يشافي وليداتي أو يشافيني كنفاني من سحر الله إشافي جميع المسلمين والمسلمات,-1,Morocco
1730,قصة لايصدقها عاقل ولاممكن تخطر على البال واش هاذي ام ولا عدوة والله حتى قلبي وجعني,-1,Algeria
1731,لا حول ولا قوة إلا بالله العلي العظيم حسبنا الله ونعم الوكيل في كل ظالم,-1,Tunisia
1732,ماماك كنعيش مراهقة متاخرة و تقدر تعمل اي حاجة على ود رجل، كوني قوية و ما تدمريش نفسك ، شوفي مستقبلك و شقي طريقك.ادا بقيتي هاكا غيركبك شي مرض و لا تتسطاي.خليها غيجي يوم و يرميها و غتكون خسرات ولادها و فلوسها . الفلوس كتمشي و تجي المهم الصحة,-1,Morocco
1733,ضرني قلبي هدي أي اسمعت المنكر هذا كورونا من غضب الله هاد البنت قطعت لي قلبي منين جاءها الضربة من أغلى الناس الام يارب فرجها عليها ورد بامها لطريق هاد ولد إجراءات أي تسلط عليهم شرد عائلة على قدها نداء المحسنين يوقفوا معاهم حتى يدير ليهم الله تأويل الخير وإلى تطوع شي محامي وخدا لهاد لوليدات حقهم يلقاه في ميزان حسناتوا يارب أحفظ هاد البنت إلى بقات على هاد الحال بالفقسة توقع ليها شي حاجة لصحتها كترعد مسكينة يارب رد ليهم أمهم إلى طريق المستقيم باش اتجمع شمل هاد الأسرة,-1,Morocco
1734,الله يستر اش واقع في الدنيا كنت نسمع قصص من عمتي عن الخيانة تتكون الأم مصاحبة ومني تتحصل تتزوجوا بنتها,-1,Qatar
1735,اصعب خيانة تكون من الام والاخت الله يهدي بنادم,-1,Qatar
1736,اللهم استرنا من فوق الأرض و تحت العرض,-1,Algeria
1737,ربي يشفيها يارب ويطول في عمرها ان شاء الله,-1,Qatar
1738,ربى يستر امة محمد صلي الله عليه و سلم تعرف كاين ناس المغرب ناسها طيبة اقفو معها راهو بنتكم,-1,Algeria
1739,حسبي الله ونعم الوكيل الله يعين كل مضلوم,-1,Saudi Arabia
1740,والله العظيم دعيت من قلبي لكل شخص دار ابوني الله يفرجها عليه دنيا أخرة ويرزقو تيسير من حيت لا يحتسب ويخلي ليه ما أعز ما عندو,-1,Saudi Arabia
1741,اللهم شافيها يا ارحم الراحمين,-1,Oman
1742,اللهم الطف بأمة محمد ياربي هاد الشي ضرني في قلبي بزاف وقلبي مريض الله يشافينا كاملين,-1,Morocco
1743,علامة الساعة يعجز الللسان على الكلام الاهما ان هذا منكر ياربي اش كنسع ياربي هاذ الشي كيحمق ياربي لطفك ويلي خطيب البنت واخة يبقى غير هو في العالم انا ممتيقاش هاذ الشي اللي كنسمع وليداتي نموت على قبلهم باش يكونو سعداء&#39;ونحميهم من الذئاب وندير المستحيل على قبل وليداتي لايعقل كاين هاذ الشي في هاذ الزمن ياربي تلطف بنا يارب,-1,Algeria
1744,الله يشافيها ياربي,-1,Saudi Arabia
1745,حسبنا الله ونعم الوكيل أين حقوق الإنسان أين المحسنين النزهاء يجب حماية هاد الفتياة,-1,Algeria
1746,لا حولا ولا قوة إلا بالله العلي العظيم حسبي الله ونعم الوكيل في كل ظالم وظالمة,-1,Saudi Arabia
1747,الله يشفيها يارب العالمين,-1,Qatar
1748,الله يفرجها عليك ويسهل عليك ويرزقك الله الرحمن الرحيم من فضله وياخد حقك وينصرك عليهم ويوفقك ويسعدك دنيا وأخرة وينجيك من أفات الدنيا كلها ويسترك ويسرلك أمورك ويسرفيك ويفتح لك ابواب الخير ويفرجها عليك ولا حول ولاقوة إلا بالله العلي العظيم,-1,Saudi Arabia
1749,الله ياخد فيها الحق ختي نسايها عليك وعيشي حياتك وربي خواتاتك خدمي وهزيهم,-1,Tunisia
1750,الله يصبرك ابنتي حسبنا الله ونعم الوكيل,-1,Saudi Arabia
1751,اللهم استرنا فوق الارض و تحت الارض ويوم العرض,-1,Saudi Arabia
1752,لا حول ولا قوة الا بالله العلي العظيم ختي كوني قوية وشدي بالله وتوكلي عليه وغينصرك انشاء الله نتي والأخوات دياولك وغيعوضك بما هو أحسن وديري تيقتك فالله وحده لا شريك له,-1,Morocco
1753,حبنا الله ونعم الوكيل الله يعطيها مصيبة هاد الام ماشي ام هادي ساعدوا هاد البنت مسكينة,-1,Morocco
1754,لاحول ولا قوة الا بالله....اللهم احسن عاقبتنا في الامور كلها........في الحياة الدنيا والآخرة,-1,Tunisia
1755,كاين شي أمهات حسبي الله و نعم الوكيل فيهم,-1,Morocco
1756,ادعو لي الله ياخذ حقي من واحد الخبيثة لاصقة فراجلي الله ينتقم منها ويخلصنا من شرها ياااااااارب فهاذ العواشر,-1,Algeria
1757,لا حول ولا قوة الا بالله ربي يعطيك القوة بنتي كيجي الغدر من ناس بعاد كنمرضو ما بالك بالام يا لطيف الله يهون عليك بنتي,-1,Morocco
1758,الله يستر وصافي.انت زوينة تبارك الله دابة يجيب ليك ربي شي ولد الناس...الله يهدي الوالدة ديالك,-1,Morocco
1759,كترعد مسكينة بالاعصاب الله اشد ليك الحق ويبين فيهوم العلامة,-1,Morocco
1760,ستفرج عليك باذن الله العاصفة دائما تمر و لا تبقى الله يرزقك الصبر و الثباث اخوكم من الجزائر خاوا خاوا,-1,Algeria
1761,الله يشفيها يارب,-1,Qatar
1762,إن كيدهن لعظيم.صدق الله العظيم. مصير ماماك مشؤوم،هذاك النصاب غادي يتخلى عليها فالأخير بعدما يطب ليها رزقكم وغادا تشرد .والقضاء لازم ينصفكم قبل ما الكارثة .,-1,Morocco
1763,لا حول ولا قوة الا بالله العلي العظيم الله اينصرك على لي ظلمك,-1,Tunisia
1764,والله عجز اللسان ما اجبرت ما نقول :كارثة منين كتجي من الأعزاء والأقرباء ديلك,-1,Sudan
1765,ناري قلبي وجعني علامه الساعه ياربي تغفر لينا مرضوها نفسيا الله ياخد فيهم الحق وسيرتو مها حسبي الله ونعم الوكيل,-1,Libya
1766,ختي نورة الله يشافي ليك بنتك اختي ربي كبير وقادر على كلشي,-1,Morocco
1767,حسبي الله ونعم الوكيل حسبي الله ونعم الوكيل لاحول ولا قوة الا بالله العلي العظيم الله يفرجها على كل محتاج ومقهور يارب لا إله إلا أنت سبحانك إني كنت من الظالمين حسبي الله ونعم الوكيل,-1,Saudi Arabia
1768,هناك الله منهم بزوج الله يلقيك مع شي ولد لي يعرف يعرف قيمتك وي يتهلا فيك,-1,Morocco
1769,لا حول ولا قوة الا بالله العلي العظيم..نرجو رحمتك يارب,-1,Tunisia
1770,الله ياخد فيها حق واش هدي ام تعمل ف بنتها من لحمها ودمها بحال هاكة . لا حولة ولا قوة بالله علي عضيم اختي متبكيش ربي كبير,-1,Morocco
1771,ياربي السلامة الله يحفظنا من هد الناس علامة الساعة,-1,Morocco
1772,يااغنياء يااغنياء يا أصحاب القلوب الرحمة ساعدو هذه البنت لوجه الله اجازيكم الله الجنة,-1,Yemen
1773,الله يستر العاقبة مجردة من الأمومة الله ياخد فيها الحق يخصها هي والرجل العقاب,-1,Morocco
1774,لاإله الى الله اشهذشي ولينا نسمعو يربي السلامة ياربي يفرجها على هذ البنت حشومة على الام دير هذشي عيب بالعكس خصها تحضن وليدتها اومتفكرش تزوج حيت راه هذ زمان صعيب فيه شي بعض رجال كيقلبو غير على طمع انا مات زوجي اوخلالي 3ديال الاولاد ولكن الحمدالله متنفكرش فزواج حيت راه الى كسبتي وليداتك اوخدمتي عليهم اوكبرتيهم فيمايرضي لله راه الله يعوضليها كلشي ولكن باش نفكر نتزوج لا باش نخدم على شي بركابي والله من ديرها ابدا يارب تعونوها مسكينة بقات فيا والله,-1,Morocco
1775,البنت باين مضلومة من امها. ياربي السلامة,-1,Algeria
1776,لا حول ولا قوة إلا بالله العلي العظيم بقات فيا هاد البنت مسكينة محطمة,-1,Morocco
1777,سبحان الله وبحمده سبحان الله العظيم ربي يشفيها ان شاء الله ويشفي جميع مرضى المسلمين في مشارق الأرض و مغربها اللهم امين يارب العالمين وصل اللهم على سيدنا محمد وعلى آله وصحبه أجمعين اللهم امين يارب العالمين,-1,Saudi Arabia
1778,مامك هاد العام غطلق إن شاء الله متفرحيش بزاف كع اللي كدخل بشر ربي مككملش ليه حيت مكيدوم عالخير اما الشر حبلو طريق وانتي ربي غيعوضك بإنسان صالح إن شاء الله اعوضك على كل مافاتك الله يسهل عليك,-1,Morocco
1779,الله اكون في عونك ابنتي الله أشوف من حالتك,-1,Oman
1780,حسبي.الله ونعم الوكيل في. هذا. الام. الموجريم,-1,Tunisia
1781,يجب التحدث الى الطرفين لكي نكون في الرءي محايدين وتعرف الحقيقة كاملة وان شاء الله سحابة عابرة نطلب من الله الفرج للجميع,-1,Oman
1782,لا حول ولا قوة الا بالله العلي العظيم، حسبنا الله ونعم الوكيل، اذا كان هذا الكلام صحيحا ،فإن الله يمهل ولا يهمل٠,-1,Modern Standard Arabic
1783,اختي الله يصبرك وامك الله يهديها,-1,Saudi Arabia
1784,لا حول ولا قوة الا بالله العلي العظيم اللهم استرنا فوق الارض وتحت الارض ويوم العرض حسبي الله ونعم الوكيل,-1,Tunisia
1785,يا بنتي ماماك مريضة بمرض النرجسية والعياذوبالله الله ينتقم منها يارب العالمين,-1,Algeria
1786,الله يلطف بك يابنتي !!!!! أمك جاتها المراهقة المتأخرة!!!!!! ودابا اضحك عليها ويرميها !!!!!! ربي ايجيب إلي يوقف معاك حسبي الله ونعم الوكيل,-1,Morocco
1787,الله يشافيها ويعافيها ويقومها بالسلامة يا رب العالمين والصلاة والسلام على رسول الله صلى الله عليه وسلم على نبينا محمد وعلى آله وصحبه أجمعين وسلم تسليما كثيرا إلى يوم الدين,-1,Oman
1788,شحال زوينة كنحس بها مظلومة نساو قول عز وجل فاما اليتيم فلا تقهر,-1,Morocco
1789,ما بقا ما يفرح في هاد الزمان تنسمع يوميا غير ما يضر في القلب,-1,Morocco
1790,هذه الام نرجسية شخصيتها معقدة بزاف تعتبر مريضة ربي يكون في عون ولادها,-1,Algeria
1791,يارب أجبر بخاطر هذه الشابة. الله ينصرك يا بنتي ويفرجها عليك. اللهم صل وسلم وبارك على سيدنا محمد,-1,Algeria
1792,ياربي تسترنا فوق الأرض وتحت الأرض ويوم العرض,-1,Tunisia
1793,يلرب تشفيها وتعافيها أمين يارب العالمين,-1,Lebanon
1794,القضية فيها حرام من الاول كفاش راجل براني عايش معاكم فالدار بلا صداق لاحول ولا قوة الا بالله,-1,Tunisia
1795,لا حول ولا قوة الا بالله العلي العظيم حسبنا الله ونعم الوكيل في هذه الام اللي شردت اولادها ربي عطاها نعمة الذرية ومعرفتش تحافظ عليها وتصونها الله ياخذ فيها الحق والله ينصر هذه البنت عليها انا بكاتني والله اتمنى من الله ان ينصرها على امها,-1,Tunisia
1796,الله ياخد الحق دابا تندم بقات فيا هدا البنت,-1,Morocco
1797,يا ربي السلامة و اللطف، حرقات لكبتها قلبها لا حول ولا قوة الا بالله العلي العظيم، الواحد اسول قبل ما تزوج,-1,Tunisia
1798,الله يشفيها يارب,-1,Qatar
1799,لا حول و لا قوة إلا بالله العلي العظيم حسبنا الله ونعم الوكيل أليست هذه القصة الأليمة من علامات الساعة اللهم إنا نسألك العفو والعافية وحسن الخاتمة,-1,Modern Standard Arabic
1800,الله يخد فيها لحق خاصها تعاقب حشوم دير فبنتها هكا يارب سلامة,-1,Morocco
1801,انما الامهات ان ذهبت اخلاقهم فلا حياة لمن تنادي,-1,Yemen
1802,الله ايسترنا يوم الأرض وتحت الأرض ويوم العرض يارب,-1,Saudi Arabia
1803,الام نبع الحنان و العطف هذه ليست أم اطلاقا حاشا لله حسبي الله ونعم الوكيل,-1,Oman
1804,اللهم استرنا فوق الارض وتحت الارض ويوم العرض عليك يا رب العالمين.,-1,Oman
1805,الله يشفيها يارب,-1,Qatar
1806,اللهم استرنا فوق الأرض وتحت الارض ويوم العرض عليك,-1,Algeria
1807,لاحول ولاقوة الا بالله العلي العظيم اللهم انصرنا على القوم الظالمين.,-1,Tunisia
1808,الله ايشافيها عاجلا غير آجلا,-1,Saudi Arabia
1809,انا على يقين ان الله عز وجل غادي ينصر هاد البنت .ربي مايبغيش الظلم.الله يفرجها عليها ياااارب,-1,Morocco
1810,حسبنا الله ونعم الوكيل من تآمروا على الشعب المغربي الشعب المغربي ضحية من نهبوا الخيرات,-1,Tunisia
1811,مستحييييل تشوف دعوة الوالدين ومتعاونش هاد القناة ربي يدخلهم الجنة بدون حساب ولا عقاب,-1,Morocco
1812,ياربي رحمتك والله القلب يبكي بصمت لما نراه نسمع بيه يارب تاخذ حقك باذن الله تعالى كوني على يقين ان حقك اتاخذي لان المغاربة يد وحدة واسطر المغاربة الاحرار ماشي اشباه الرجال او النساء عديمي الضمير,-1,Tunisia
1813,حبيبة قلبي الحياة لا تتوقف على رجل خصوصا إذا كان خائن كملي حياتك وربي يرزقك بأفضل إنشاء الله .,-1,Morocco
1814,الله يشفيها يارب العالمين,-1,Qatar
1815,لاحول ولا قوة الا بالله. الله يفرج عليك في هاد العواشر.,-1,Saudi Arabia
1816,سيري احبيبتي لعزيزة الله يخذ ليك حقك ياربي تبين فيها لعلامة فذنيا عفاكم الله يسهل عليكم تعاطفو معا هذ لبنت وام ذيالها مكذخلش لخاطر,-1,Tunisia
1817,صعييييبة المراهقة ذيال 40 عام دبا يلوحها انشاء الله.. الله يكون معاكم الضربة القوية هي لي تجيك من اقرب الناس اليك وخاصة الأم الله يهديها وصافي,-1,Algeria
1818,الله يحسن عوانك. ابتلاء من الله و اذا بغيتي تنجحيه راك غتنجحيه. خاصك غير تْوَكدي و تفيقي و تقبلي الواقع باش تقدري تخرجي من الصدمة سالمة. اذا تعطلتي فتقبل الوضع غادي تخرجي على صحتك و ما عندهم باش ينفعوك.,-1,Morocco
1819,لا حول ولا قوة الا بالله العلي العظيم يعجز اللسان عن الكلام,-1,Oman
1820,الله ياخد فيها الحق وش هدي أم لاحول ولا قوة الا بالله العلي العظيم,-1,Saudi Arabia
1821,أستغفر الله لا إله إلا هو الحي القيوم وأتوب إليه,-1,Modern Standard Arabic
1822,لا حولة ولا قوة الا بالله حسبي الله ونعم الوكيل,-1,Tunisia
1823,الله يهدي هذه الام ويرد بيها الطريق الصواب قبل فوات الاوان,-1,Tunisia
1824,اللهم فرج كربتهم يا ارحم الراحمين,-1,Tunisia
1825,لا حول ولا قوة إلا بالله العلي العظيم حتى الطمع لعب دور آلله يهدي الجميع,-1,Algeria
1826,بحال هاذ الام الله يعطيها مصيبة ألله يأخذ فيها الحق حسبي الله ونعمة الوكيل فيهم يارب العالمين,-1,Algeria
1827,لا حول ولا قوة الا بالله العلي العظيم علامات الساعة استغفر الله العظيم واتوب اليه عدد خلقه ورضا نفسه وزنة عرشه ومداد كلماته,-1,Saudi Arabia
1828,بكيتيني اختي والله الله يفرجها عليك يا ربي أختي,-1,Algeria
1829,الله يرحم ميمتي مسكينة كانت كتحيد الحاجة راسها وتعطيها لينا,-1,Morocco
1830,الله ينصر المظلوم ويبين العلامة في الظالم عاجلا لا اجلا الله اكبر الله اكبر الله اكبر,-1,Saudi Arabia
1831,لا حولة ولا قوة إلا بالله درية زوينة مسكينة متستاهلش هاد تكرفيص ياربي اجيب ليك الي عوضك هادشي بزاف وقفو معها الله اجازيكم بالخير,-1,Morocco
1832,حسبي الله ونعم الوكيل في هدي الأم,-1,Algeria
