,Sentence_ID,sentence,Tokens,POS_Tags,Dialect
102,103,تحت عرش الرحمان,"['تحت', 'عرش', 'الرحمان']","['NOM', 'NOM', 'PROP']",Morocco
103,104,ذات يوم بعد ما انتهيت من آخر اختبار في الفصل الدراسي الثاني ل الصف الثالث المتوسط ، عدت إلى المنزل و قد غمرتني سعادة كبيرة ؛ ل إنهاء آخر اختباراتي المدرسية ،,"['ذات', 'يوم', 'بعد', 'ما', 'انتهيت', 'من', 'آخر', 'اختبار', 'في', 'الفصل', 'الدراسي', 'الثاني', 'ل', 'الصف', 'الثالث', 'المتوسط', '،', 'عدت', 'إلى', 'المنزل', 'و', 'قد', 'غمرتني', 'سعادة', 'كبيرة', '؛', 'ل', 'إنهاء', 'آخر', 'اختباراتي', 'المدرسية', '،']","['NOM', 'NOM', 'NOM', 'PRT', 'VRB', 'PRT', 'NOM', 'NOM', 'PRT', 'NOM', 'NOM', 'NOM', 'PRT', 'NOM', 'NOM', 'NOM', 'PNX', 'VRB', 'PRT', 'NOM', 'PRT', 'PRT', 'VRB+NOM', 'NOM', 'NOM', 'PNX', 'PRT', 'NOM', 'NOM', 'NOM+NOM', 'NOM', 'PNX']",Saudi Arabia
104,105,و ك ذلك العكس ، ف قد شعرت ب التضجر و الحزن عندما تذكرت ب ءنني لن أعود ل تلك المدرسة التي احتضنتني ب كل ود و حنان و كءنها ءمي الثانية ،,"['و', 'ك', 'ذلك', 'العكس', '،', 'ف', 'قد', 'شعرت', 'ب', 'التضجر', 'و', 'الحزن', 'عندما', 'تذكرت', 'ب', 'ءنني', 'لن', 'أعود', 'ل', 'تلك', 'المدرسة', 'التي', 'احتضنتني', 'ب', 'كل', 'ود', 'و', 'حنان', 'و', 'كءنها', 'ءمي', 'الثانية', '،']","['PRT', 'PRT', 'NOM', 'NOM', 'PNX', 'PRT', 'PRT', 'VRB', 'PRT', 'NOM', 'PRT', 'NOM', 'NOM+PRT', 'VRB', 'PRT', 'PRT+NOM', 'PRT', 'VRB', 'PRT', 'NOM', 'NOM', 'NOM', 'VRB+NOM', 'PRT', 'NOM', 'NOM', 'PRT', 'NOM', 'PRT', 'PRT+NOM', 'NOM+NOM', 'NOM', 'PNX']",Yemen
105,106,ف قد رافقتني ثلاثة أعوام ب ءكملها ، عشت بها أجمل ءيامي مع صديقاتي و معلماتي ،,"['ف', 'قد', 'رافقتني', 'ثلاثة', 'أعوام', 'ب', 'ءكملها', '،', 'عشت', 'بها', 'أجمل', 'ءيامي', 'مع', 'صديقاتي', 'و', 'معلماتي', '،']","['PRT', 'PRT', 'VRB+NOM', 'NOM', 'NOM', 'PRT', 'NOM+NOM', 'PNX', 'VRB', 'PRT+NOM', 'NOM', 'NOM+NOM', 'NOM', 'NOM+NOM', 'PRT', 'NOM+NOM', 'PNX']",Yemen
106,107,و لكنني كنت على أمل كبير ب أن القادم أجمل ب كثير ،,"['و', 'لكنني', 'كنت', 'على', 'أمل', 'كبير', 'ب', 'أن', 'القادم', 'أجمل', 'ب', 'كثير', '،']","['PRT', 'PRT+NOM', 'VRB', 'PRT', 'NOM', 'NOM', 'PRT', 'PRT', 'NOM', 'NOM', 'PRT', 'NOM', 'PNX']",Saudi Arabia
107,108,حينها سمعت صوت ءبي و هو يلقي السلام عند دخوله ل المنزل ،,"['حينها', 'سمعت', 'صوت', 'ءبي', 'و', 'هو', 'يلقي', 'السلام', 'عند', 'دخوله', 'ل', 'المنزل', '،']","['NOM+NOM', 'VRB', 'NOM', 'NOM+NOM', 'PRT', 'NOM', 'VRB', 'NOM', 'NOM', 'NOM+NOM', 'PRT', 'NOM', 'PNX']",Oman
108,109,ف ذهبت له و ءخبرته ب ءنني هذا اليوم قد انهيت آخر اختبار لي ، ف دعا لي ب التوفيق و النجاح ،,"['ف', 'ذهبت', 'له', 'و', 'ءخبرته', 'ب', 'ءنني', 'هذا', 'اليوم', 'قد', 'انهيت', 'آخر', 'اختبار', 'لي', '،', 'ف', 'دعا', 'لي', 'ب', 'التوفيق', 'و', 'النجاح', '،']","['PRT', 'VRB', 'PRT+NOM', 'PRT', 'VRB+NOM', 'PRT', 'PRT+NOM', 'NOM', 'NOM', 'PRT', 'NOM', 'NOM', 'NOM', 'PRT+NOM', 'PNX', 'PRT', 'VRB', 'PRT+NOM', 'PRT', 'NOM', 'PRT', 'NOM', 'PNX']",Saudi Arabia
109,110,و قد ءخبرني حينها ب ءننا س نذهب أنا و ءسرةي ل بيت الله الحرام ، أرض الله المباركة ؛ ل أداء واجب العمرة ،,"['و', 'قد', 'ءخبرني', 'حينها', 'ب', 'ءننا', 'س', 'نذهب', 'أنا', 'و', 'ءسرةي', 'ل', 'بيت', 'الله', 'الحرام', '،', 'أرض', 'الله', 'المباركة', '؛', 'ل', 'أداء', 'واجب', 'العمرة', '،']","['PRT', 'PRT', 'VRB+NOM', 'NOM+NOM', 'PRT', 'PRT+NOM', 'PRT', 'VRB', 'NOM', 'PRT', 'NOM+NOM', 'PRT', 'PROP', 'PROP', 'PROP', 'PNX', 'NOM', 'PROP', 'NOM', 'PNX', 'PRT', 'NOM', 'NOM', 'NOM', 'PNX']",Sudan
110,111,و ءخبرني أيضا ب ءنها س تكون عمرة رجبية ذات أجر عظيم عند الله ،,"['و', 'ءخبرني', 'أيضا', 'ب', 'ءنها', 'س', 'تكون', 'عمرة', 'رجبية', 'ذات', 'أجر', 'عظيم', 'عند', 'الله', '،']","['PRT', 'VRB+NOM', 'NOM', 'PRT', 'PRT+NOM', 'PRT', 'VRB', 'NOM', 'NOM', 'NOM', 'NOM', 'NOM', 'NOM', 'PROP', 'PNX']",Modern Standard Arabic
111,112,ف ضجت أصوات ءخوةي و ءخواتي جميعا ب الموافقة ، و بدأنا ب تحضير ءنفسنا ل ذلك .,"['ف', 'ضجت', 'أصوات', 'ءخوةي', 'و', 'ءخواتي', 'جميعا', 'ب', 'الموافقة', '،', 'و', 'بدأنا', 'ب', 'تحضير', 'ءنفسنا', 'ل', 'ذلك', '.']","['PRT', 'VRB', 'NOM', 'NOM+NOM', 'PRT', 'NOM+NOM', 'NOM', 'PRT', 'NOM', 'PNX', 'PRT', 'VRB', 'PRT', 'NOM', 'NOM+NOM', 'PRT', 'NOM', 'PNX']",Saudi Arabia
112,113,في صباح اليوم الثاني ، كنا جميعا على استعداد تام ل الذهاب ،,"['في', 'صباح', 'اليوم', 'الثاني', '،', 'كنا', 'جميعا', 'على', 'استعداد', 'تام', 'ل', 'الذهاب', '،']","['PRT', 'NOM', 'NOM', 'NOM', 'PNX', 'VRB', 'NOM', 'PRT', 'NOM', 'NOM', 'PRT', 'NOM', 'PNX']",Oman
113,114,تناولنا وجبة الإفطار ، و بدأنا نضع حمولةنا في سيارة ءبي ؛ ل أن رحلةنا س تكون بها ،,"['تناولنا', 'وجبة', 'الإفطار', '،', 'و', 'بدأنا', 'نضع', 'حمولةنا', 'في', 'سيارة', 'ءبي', '؛', 'ل', 'أن', 'رحلةنا', 'س', 'تكون', 'بها', '،']","['VRB', 'NOM', 'NOM', 'PNX', 'PRT', 'VRB', 'VRB', 'NOM+NOM', 'PRT', 'NOM', 'NOM+NOM', 'PNX', 'PRT', 'PRT', 'NOM+NOM', 'PRT', 'VRB', 'PRT+NOM', 'PNX']",Modern Standard Arabic
114,115,و انطلقنا حينها ل الذهاب ،,"['و', 'انطلقنا', 'حينها', 'ل', 'الذهاب', '،']","['PRT', 'VRB', 'NOM+NOM', 'PRT', 'NOM', 'PNX']",Saudi Arabia
115,116,كان الطريق طويلا و شاقا ،,"['كان', 'الطريق', 'طويلا', 'و', 'شاقا', '،']","['VRB', 'NOM', 'NOM', 'PRT', 'NOM', 'PNX']",Saudi Arabia
116,117,و لكن رغم طوله إلا ءننا نشعر ب سعادة كبيرة ءننا س نكون بعد فترة من الزمن تحت عرش الرحمان و منزله ،,"['و', 'لكن', 'رغم', 'طوله', 'إلا', 'ءننا', 'نشعر', 'ب', 'سعادة', 'كبيرة', 'ءننا', 'س', 'نكون', 'بعد', 'فترة', 'من', 'الزمن', 'تحت', 'عرش', 'الرحمان', 'و', 'منزله', '،']","['PRT', 'PRT', 'NOM', 'NOM+NOM', 'PRT', 'PRT+NOM', 'VRB', 'PRT', 'NOM', 'NOM', 'PRT+NOM', 'PRT', 'VRB', 'NOM', 'NOM', 'PRT', 'NOM', 'NOM', 'NOM', 'PROP', 'PRT', 'NOM+NOM', 'PNX']",Sudan
117,118,ف قد استغرقنا اثنتا عشرة ساعة ل الوصول إلى مكة المكرمة .,"['ف', 'قد', 'استغرقنا', 'اثنتا', 'عشرة', 'ساعة', 'ل', 'الوصول', 'إلى', 'مكة', 'المكرمة', '.']","['PRT', 'PRT', 'VRB', 'NOM', 'NOM', 'NOM', 'PRT', 'NOM', 'PRT', 'PROP', 'PROP', 'PNX']",Modern Standard Arabic
118,119,و قبل وصولنا ب أربع ساعات ذهبنا ل الإحرام في ميقات ( الجحفة ) .,"['و', 'قبل', 'وصولنا', 'ب', 'أربع', 'ساعات', 'ذهبنا', 'ل', 'الإحرام', 'في', 'ميقات', '(', 'الجحفة', ')', '.']","['PRT', 'NOM', 'NOM+NOM', 'NOM', 'NOM', 'NOM', 'VRB', 'PRT', 'NOM', 'PRT', 'NOM', 'PNX', 'PROP', 'PNX', 'PNX']",Saudi Arabia
119,120,كان الميقات مزدحما من عباد الله المسلمين ،,"['كان', 'الميقات', 'مزدحما', 'من', 'عباد', 'الله', 'المسلمين', '،']","['VRB', 'NOM', 'NOM', 'PRT', 'NOM', 'PROP', 'NOM', 'PNX']",Morocco
120,121,ف الكل مننا يسعى ل أداء شعيرة من شعائر الله ، و الفوز ب رضى الله و جنةه ،,"['ف', 'الكل', 'مننا', 'يسعى', 'ل', 'أداء', 'شعيرة', 'من', 'شعائر', 'الله', '،', 'و', 'الفوز', 'ب', 'رضى', 'الله', 'و', 'جنةه', '،']","['PRT', 'NOM', 'PRT+NOM', 'VRB', 'PRT', 'NOM', 'NOM', 'PRT', 'NOM', 'PROP', 'PNX', 'PRT', 'NOM', 'PRT', 'NOM', 'PROP', 'PRT', 'NOM+NOM', 'PNX']",Morocco
121,122,ف اغتسل كل واحد مننا ، و لبسنا ملابسنا البيضاء الناصعة ، و انطلقنا ل إكمال طريقنا ،,"['ف', 'اغتسل', 'كل', 'واحد', 'مننا', '،', 'و', 'لبسنا', 'ملابسنا', 'البيضاء', 'الناصعة', '،', 'و', 'انطلقنا', 'ل', 'إكمال', 'طريقنا', '،']","['PRT', 'VRB', 'NOM', 'NOM', 'PRT+NOM', 'PNX', 'PRT', 'VRB', 'NOM+NOM', 'NOM', 'NOM', 'PNX', 'PRT', 'VRB', 'PRT', 'NOM', 'NOM+NOM', 'PNX']",Saudi Arabia
122,123,و كانت التلبية ب ( لبيك اللهم لبيك . . . ) لا تفارق ءفواهنا .,"['و', 'كانت', 'التلبية', 'ب', '(', 'لبيك', 'اللهم', 'لبيك', '.', '.', '.', ')', 'لا', 'تفارق', 'ءفواهنا', '.']","['PRT', 'VRB', 'NOM', 'NOM', 'PNX', 'NOM+NOM', 'PROP', 'NOM+NOM', 'PNX', 'PNX', 'PNX', 'PNX', 'PRT', 'VRB', 'NOM+NOM', 'PNX']",Libya
123,124,و بعد مضي أربع ساعات من الميقات قد وصلنا و ل الله الحمد ل تلك الأرض المباركة ،,"['و', 'بعد', 'مضي', 'أربع', 'ساعات', 'من', 'الميقات', 'قد', 'وصلنا', 'و', 'ل', 'الله', 'الحمد', 'ل', 'تلك', 'الأرض', 'المباركة', '،']","['PRT', 'NOM', 'NOM', 'NOM', 'NOM', 'PRT', 'NOM', 'PRT', 'VRB', 'PRT', 'PRT', 'PROP', 'NOM', 'PRT', 'NOM', 'NOM', 'NOM', 'PNX']",Yemen
124,125,ف غمرنا الشعور ب بهجة كبيرة ، و نور يسطع من أرجاء بيت الله الحرام ،,"['ف', 'غمرنا', 'الشعور', 'ب', 'بهجة', 'كبيرة', '،', 'و', 'نور', 'يسطع', 'من', 'أرجاء', 'بيت', 'الله', 'الحرام', '،']","['PRT', 'VRB', 'NOM', 'PRT', 'NOM', 'NOM', 'PNX', 'PRT', 'NOM', 'VRB', 'PRT', 'NOM', 'PROP', 'PROP', 'PROP', 'PNX']",Modern Standard Arabic
125,126,بعدها نزلنا من السيارة ،,"['بعدها', 'نزلنا', 'من', 'السيارة', '،']","['NOM+NOM', 'VRB', 'PRT', 'NOM', 'PNX']",Saudi Arabia
126,127,و ها قد وطأت ءقدامنا أمام بيت الله الحرام ، و شعور السعادة لا يفارقنا بين حين و آخر ،,"['و', 'ها', 'قد', 'وطأت', 'ءقدامنا', 'أمام', 'بيت', 'الله', 'الحرام', '،', 'و', 'شعور', 'السعادة', 'لا', 'يفارقنا', 'بين', 'حين', 'و', 'آخر', '،']","['PRT', 'PRT', 'PRT', 'VRB', 'NOM+NOM', 'NOM', 'PROP', 'PROP', 'PROP', 'PNX', 'PRT', 'NOM', 'NOM', 'PRT', 'VRB+NOM', 'NOM', 'NOM', 'PRT', 'NOM', 'PNX']",Saudi Arabia
127,128,تقدمنا خطوة بعد خطوة ، و قد لمحت عيناي إطلالة الكعبة الشريفة التي كلما نظرت لها شعرت ب إزالة الذنوب و الهموم عنني ،,"['تقدمنا', 'خطوة', 'بعد', 'خطوة', '،', 'و', 'قد', 'لمحت', 'عيناي', 'إطلالة', 'الكعبة', 'الشريفة', 'التي', 'كلما', 'نظرت', 'لها', 'شعرت', 'ب', 'إزالة', 'الذنوب', 'و', 'الهموم', 'عنني', '،']","['VRB', 'NOM', 'NOM', 'NOM', 'PNX', 'PRT', 'PRT', 'VRB', 'NOM+NOM', 'NOM', 'PROP', 'NOM', 'NOM', 'PRT', 'VRB', 'PRT+NOM', 'VRB', 'PRT', 'NOM', 'NOM', 'PRT', 'NOM', 'PRT+NOM', 'PNX']",Saudi Arabia
128,129,ف هي تشعرني ب راحة كبيرة في جسدي ،,"['ف', 'هي', 'تشعرني', 'ب', 'راحة', 'كبيرة', 'في', 'جسدي', '،']","['PRT', 'NOM', 'VRB-PASS+NOM', 'PRT', 'NOM', 'NOM', 'PRT', 'NOM+NOM', 'PNX']",Saudi Arabia
129,130,و قد شربنا أنا و ءسرةي من ذاك الماء العذب ، ذاك الماء المسمى ب زمزم ،,"['و', 'قد', 'شربنا', 'أنا', 'و', 'ءسرةي', 'من', 'ذاك', 'الماء', 'العذب', '،', 'ذاك', 'الماء', 'المسمى', 'ب', 'زمزم', '،']","['PRT', 'PRT', 'VRB', 'NOM', 'PRT', 'NOM+NOM', 'PRT', 'NOM', 'NOM', 'NOM', 'PNX', 'NOM', 'NOM', 'NOM', 'PRT', 'PROP', 'PNX']",Saudi Arabia
130,131,و ها قد بدأنا من الحجر الأسود أول شوط لنا في الطواف ،,"['و', 'ها', 'قد', 'بدأنا', 'من', 'الحجر', 'الأسود', 'أول', 'شوط', 'لنا', 'في', 'الطواف', '،']","['PRT', 'PRT', 'PRT', 'VRB', 'PRT', 'PROP', 'PROP', 'NOM', 'NOM', 'PRT+NOM', 'PRT', 'NOM', 'PNX']",Modern Standard Arabic
131,132,و قد طفنا ب الكعبة المشرفة سبعة أشواط ،,"['و', 'قد', 'طفنا', 'ب', 'الكعبة', 'المشرفة', 'سبعة', 'أشواط', '،']","['PRT', 'PRT', 'VRB', 'PRT', 'PROP', 'NOM', 'NOM', 'NOM', 'PNX']",Yemen
132,133,كان الطواف متعبا قليلا ل ازدحام الناس ،,"['كان', 'الطواف', 'متعبا', 'قليلا', 'ل', 'ازدحام', 'الناس', '،']","['VRB', 'NOM', 'NOM', 'NOM', 'PRT', 'NOM', 'NOM', 'PNX']",Saudi Arabia
133,134,و لكن كلما تذكرنا الأجر الذي س ينزل علىنا من الرحمن كلما نسينا أي قدر من التعب .,"['و', 'لكن', 'كلما', 'تذكرنا', 'الأجر', 'الذي', 'س', 'ينزل', 'علىنا', 'من', 'الرحمن', 'كلما', 'نسينا', 'أي', 'قدر', 'من', 'التعب', '.']","['PRT', 'PRT', 'PRT', 'VRB', 'NOM', 'NOM', 'PRT', 'VRB', 'PRT+NOM', 'PRT', 'PROP', 'PRT', 'VRB', 'NOM', 'NOM', 'PRT', 'NOM', 'PNX']",Modern Standard Arabic
134,135,و بعدها توجهنا ل السعي بين الصفا و المروة ،,"['و', 'بعدها', 'توجهنا', 'ل', 'السعي', 'بين', 'الصفا', 'و', 'المروة', '،']","['PRT', 'NOM+NOM', 'VRB', 'PRT', 'NOM', 'NOM', 'PROP', 'PRT', 'PROP', 'PNX']",Saudi Arabia
135,136,و قد سعينا بينهما سبعة أشواط ،,"['و', 'قد', 'سعينا', 'بينهما', 'سبعة', 'أشواط', '،']","['PRT', 'PRT', 'VRB', 'NOM+NOM', 'NOM', 'NOM', 'PNX']",Saudi Arabia
136,137,و بعد انتهاءنا من السعي بدأنا ب التقصير و حلق الشعر ل ءبي و ءخوةي ،,"['و', 'بعد', 'انتهاءنا', 'من', 'السعي', 'بدأنا', 'ب', 'التقصير', 'و', 'حلق', 'الشعر', 'ل', 'ءبي', 'و', 'ءخوةي', '،']","['PRT', 'NOM', 'NOM+NOM', 'PRT', 'NOM', 'VRB', 'PRT', 'NOM', 'PRT', 'NOM', 'NOM', 'PRT', 'NOM+NOM', 'PRT', 'NOM+NOM', 'PNX']",Yemen
137,138,و عدنا بعد ذلك ل طواف النساء حول الكعبة سبعة أشواط ك ذلك .,"['و', 'عدنا', 'بعد', 'ذلك', 'ل', 'طواف', 'النساء', 'حول', 'الكعبة', 'سبعة', 'أشواط', 'ك', 'ذلك', '.']","['PRT', 'VRB', 'NOM', 'NOM', 'PRT', 'NOM', 'NOM', 'NOM', 'PROP', 'NOM', 'NOM', 'PRT', 'NOM', 'PNX']",Saudi Arabia
138,139,كادت ءرجلنا أن تتهدم من شدة المشي ،,"['كادت', 'ءرجلنا', 'أن', 'تتهدم', 'من', 'شدة', 'المشي', '،']","['VRB', 'NOM+NOM', 'PRT', 'VRB', 'PRT', 'NOM', 'NOM', 'PNX']",Sudan
139,140,و لكن ما إن ذهبنا إلى السكن و نمنا و استيقظنا إلا و ءرجلنا ب أكمل صحةها ،,"['و', 'لكن', 'ما', 'إن', 'ذهبنا', 'إلى', 'السكن', 'و', 'نمنا', 'و', 'استيقظنا', 'إلا', 'و', 'ءرجلنا', 'ب', 'أكمل', 'صحةها', '،']","['PRT', 'PRT', 'PRT', 'PRT', 'VRB', 'PRT', 'NOM', 'PRT', 'VRB', 'PRT', 'VRB', 'PRT', 'PRT', 'NOM+NOM', 'PRT', 'NOM', 'NOM+NOM', 'PNX']",Sudan
140,141,ف قد زال الألم عنها تماما ،,"['ف', 'قد', 'زال', 'الألم', 'عنها', 'تماما', '،']","['PRT', 'PRT', 'VRB', 'NOM', 'PRT+NOM', 'NOM', 'PNX']",Modern Standard Arabic
141,142,ف حمدنا الله و شكرناه على هذه النعمة العظيمة التي رزقنا ءياها ، و سألنا الله أن يقبلها مننا و يثيبنا علىها .,"['ف', 'حمدنا', 'الله', 'و', 'شكرناه', 'على', 'هذه', 'النعمة', 'العظيمة', 'التي', 'رزقنا', 'ءياها', '،', 'و', 'سألنا', 'الله', 'أن', 'يقبلها', 'مننا', 'و', 'يثيبنا', 'علىها', '.']","['PRT', 'VRB', 'PROP', 'PRT', 'VRB+NOM', 'PRT', 'NOM', 'NOM', 'NOM', 'NOM', 'VRB+NOM', 'NOM+NOM', 'PNX', 'PRT', 'VRB', 'PROP', 'PRT', 'VRB+NOM', 'PRT+NOM', 'PRT', 'VRB+NOM', 'PRT+NOM', 'PNX']",Lebanon
142,143,و جلسنا في مكة المكرمة خمسة أيام ، بعدها توجهنا ل زيارة نبي الرحمة حبيب الله صلى الله علىه و سلم في المدينة المنورة ، حاملين في قلوبنا كل الحب و المودة و السلام ،,"['و', 'جلسنا', 'في', 'مكة', 'المكرمة', 'خمسة', 'أيام', '،', 'بعدها', 'توجهنا', 'ل', 'زيارة', 'نبي', 'الرحمة', 'حبيب', 'الله', 'صلى', 'الله', 'علىه', 'و', 'سلم', 'في', 'المدينة', 'المنورة', '،', 'حاملين', 'في', 'قلوبنا', 'كل', 'الحب', 'و', 'المودة', 'و', 'السلام', '،']","['PRT', 'VRB', 'PRT', 'PROP', 'PROP', 'NOM', 'NOM', 'PNX', 'NOM+NOM', 'VRB', 'PRT', 'NOM', 'NOM', 'NOM', 'PROP', 'PROP', 'VRB', 'PROP', 'PRT+NOM', 'PRT', 'VRB', 'PRT', 'PROP', 'PROP', 'PNX', 'NOM', 'PRT', 'NOM+NOM', 'NOM', 'NOM', 'PRT', 'NOM', 'PRT', 'NOM', 'PNX']",Saudi Arabia
143,144,ف زرناه أكمل زيارة و صلينا علىه أفضل الصلاة و أتم التسليم ، و جلسنا ب جواره خمسة أيام ك ذلك ،,"['ف', 'زرناه', 'أكمل', 'زيارة', 'و', 'صلينا', 'علىه', 'أفضل', 'الصلاة', 'و', 'أتم', 'التسليم', '،', 'و', 'جلسنا', 'ب', 'جواره', 'خمسة', 'أيام', 'ك', 'ذلك', '،']","['PRT', 'VRB+NOM', 'NOM', 'NOM', 'PRT', 'VRB', 'PRT+NOM', 'NOM', 'NOM', 'PRT', 'NOM', 'NOM', 'PNX', 'PRT', 'VRB', 'PRT', 'NOM+NOM', 'NOM', 'NOM', 'PRT', 'NOM', 'PNX']",Saudi Arabia
144,145,بعدها عدنا إلى حيث ما كنا ،,"['بعدها', 'عدنا', 'إلى', 'حيث', 'ما', 'كنا', '،']","['NOM+NOM', 'VRB', 'PRT', 'NOM', 'NOM', 'VRB', 'PNX']",Modern Standard Arabic
145,146,عدنا ل منزل ءحلامنا ،,"['عدنا', 'ل', 'منزل', 'ءحلامنا', '،']","['VRB', 'PRT', 'NOM', 'NOM+NOM', 'PNX']",Lebanon
146,147,عدنا إلى أرض قطيفنا الحبيبة و الشوق يغمرنا ،,"['عدنا', 'إلى', 'أرض', 'قطيفنا', 'الحبيبة', 'و', 'الشوق', 'يغمرنا', '،']","['VRB', 'PRT', 'NOM', 'PROP+NOM', 'NOM', 'PRT', 'NOM', 'VRB+NOM', 'PNX']",Algeria
147,148,و عند عودةنا تلقيت خبر نجاحي في المدرسة ،,"['و', 'عند', 'عودةنا', 'تلقيت', 'خبر', 'نجاحي', 'في', 'المدرسة', '،']","['PRT', 'NOM', 'NOM+NOM', 'VRB', 'NOM', 'NOM+NOM', 'PRT', 'NOM', 'PNX']",Sudan
148,149,و قد كنت من العشرة الأوائل على الصف و الفصل ،,"['و', 'قد', 'كنت', 'من', 'العشرة', 'الأوائل', 'على', 'الصف', 'و', 'الفصل', '،']","['PRT', 'PRT', 'VRB', 'PRT', 'NOM', 'NOM', 'PRT', 'NOM', 'PRT', 'NOM', 'PNX']",Palestine
149,150,حينها اكتملت سعادةي ب تقربي إلى ربي و ب نجاحي .,"['حينها', 'اكتملت', 'سعادةي', 'ب', 'تقربي', 'إلى', 'ربي', 'و', 'ب', 'نجاحي', '.']","['NOM+NOM', 'VRB', 'NOM+NOM', 'PRT', 'NOM+NOM', 'PRT', 'NOM+NOM', 'PRT', 'PRT', 'NOM+NOM', 'PNX']",Saudi Arabia
150,151,ف حمدت الله و سءلته أن يعيد تلك الرحلة علىنا في هذا العام و في كل عام .,"['ف', 'حمدت', 'الله', 'و', 'سءلته', 'أن', 'يعيد', 'تلك', 'الرحلة', 'علىنا', 'في', 'هذا', 'العام', 'و', 'في', 'كل', 'عام', '.']","['PRT', 'VRB', 'PROP', 'PRT', 'VRB+NOM', 'PRT', 'VRB', 'NOM', 'NOM', 'PRT+NOM', 'PRT', 'NOM', 'NOM', 'PRT', 'PRT', 'NOM', 'NOM', 'PNX']",Sudan
151,152,أنا قادم إلى الرياض,"['أنا', 'قادم', 'إلى', 'الرياض']","['NOM', 'NOM', 'PRT', 'PROP']",Modern Standard Arabic
152,153,ب اسم الله الرحمن الرحيم,"['ب', 'اسم', 'الله', 'الرحمن', 'الرحيم']","['PRT', 'NOM', 'PROP', 'PROP', 'PROP']",Yemen
153,154,أولا أنا شاكر ل الله تعالى الذي ءعطىني هذه الفرصة الذهبية كي أنا أسافر إلى الرياض ل تعلم اللغة العربية .,"['أولا', 'أنا', 'شاكر', 'ل', 'الله', 'تعالى', 'الذي', 'ءعطىني', 'هذه', 'الفرصة', 'الذهبية', 'كي', 'أنا', 'أسافر', 'إلى', 'الرياض', 'ل', 'تعلم', 'اللغة', 'العربية', '.']","['NOM', 'NOM', 'NOM', 'PRT', 'PROP', 'VRB', 'NOM', 'VRB+NOM', 'NOM', 'NOM', 'NOM', 'PRT', 'NOM', 'VRB', 'PRT', 'PROP', 'PRT', 'NOM', 'NOM', 'NOM', 'PNX']",Oman
154,155,حينما وصل ءلىي خبر جميل عن قبول اسمي في معهد اللغة العربية ب جامعة الملك سعود ل تعلم اللغة العربية التي ءحبها حبا جما منذ بداية تعلمها ، لقيته ب فرح عظيم ،,"['حينما', 'وصل', 'ءلىي', 'خبر', 'جميل', 'عن', 'قبول', 'اسمي', 'في', 'معهد', 'اللغة', 'العربية', 'ب', 'جامعة', 'الملك', 'سعود', 'ل', 'تعلم', 'اللغة', 'العربية', 'التي', 'ءحبها', 'حبا', 'جما', 'منذ', 'بداية', 'تعلمها', '،', 'لقيته', 'ب', 'فرح', 'عظيم', '،']","['NOM', 'VRB', 'PRT+NOM', 'NOM', 'NOM', 'PRT', 'NOM', 'NOM+NOM', 'PRT', 'NOM', 'NOM', 'NOM', 'PRT', 'NOM', 'NOM', 'PROP', 'PRT', 'NOM', 'NOM', 'NOM', 'NOM', 'VRB+NOM', 'NOM', 'NOM', 'PRT', 'NOM', 'NOM+NOM', 'PNX', 'VRB+NOM', 'PRT', 'NOM', 'NOM', 'PNX']",Saudi Arabia
155,156,كاد قلبي يطير في الهواء من هذا الفرح العظيم .,"['كاد', 'قلبي', 'يطير', 'في', 'الهواء', 'من', 'هذا', 'الفرح', 'العظيم', '.']","['VRB', 'NOM+NOM', 'VRB', 'PRT', 'NOM', 'PRT', 'NOM', 'NOM', 'NOM', 'PNX']",Modern Standard Arabic
156,157,ثم أخبرت ءمي و ءبي و كل أفراد العائلة ، و ءصدقاءي في القرية و خارج القرية عن هذا الخبر العظيم ،,"['ثم', 'أخبرت', 'ءمي', 'و', 'ءبي', 'و', 'كل', 'أفراد', 'العائلة', '،', 'و', 'ءصدقاءي', 'في', 'القرية', 'و', 'خارج', 'القرية', 'عن', 'هذا', 'الخبر', 'العظيم', '،']","['PRT', 'VRB', 'NOM+NOM', 'PRT', 'NOM+NOM', 'PRT', 'NOM', 'NOM', 'NOM', 'PNX', 'PRT', 'NOM+NOM', 'PRT', 'NOM', 'PRT', 'NOM', 'NOM', 'PRT', 'NOM', 'NOM', 'NOM', 'PNX']",Saudi Arabia
157,158,ف فرحوا فرحا عظيما في تلك الجهات ، و قدموا لي تهنئة قلبية و تمنوا التوفيق ل نجاحي .,"['ف', 'فرحوا', 'فرحا', 'عظيما', 'في', 'تلك', 'الجهات', '،', 'و', 'قدموا', 'لي', 'تهنئة', 'قلبية', 'و', 'تمنوا', 'التوفيق', 'ل', 'نجاحي', '.']","['PRT', 'VRB', 'NOM', 'NOM', 'PRT', 'NOM', 'NOM', 'PNX', 'PRT', 'VRB', 'PRT+NOM', 'NOM', 'NOM', 'PRT', 'VRB', 'NOM', 'PRT', 'NOM+NOM', 'PNX']",Saudi Arabia
158,159,و بعد ذلك شرعت في الإجراءات المهمة ل السفر ،,"['و', 'بعد', 'ذلك', 'شرعت', 'في', 'الإجراءات', 'المهمة', 'ل', 'السفر', '،']","['PRT', 'NOM', 'NOM', 'VRB', 'PRT', 'NOM', 'NOM', 'PRT', 'NOM', 'PNX']",Sudan
