Sentence_ID,sentence,Tokens,POS_Tags,Dialect
n01044009,و قد أدى ذلك خلال اليومين الماضيين إلى اكتشاف أن ستة صحفيين آخرين من كيبيك كانوا هدفاً ل عمليات مراقبة قادت ها الشرطة المحلية .,"['و', 'قد', 'أدى', 'ذلك', 'خلال', 'اليومين', 'الماضيين', 'إلى', 'اكتشاف', 'أن', 'ستة', 'صحفيين', 'آخرين', 'من', 'كيبيك', 'كانوا', 'هدفاً', 'ل', 'عمليات', 'مراقبة', 'قادت', 'ها', 'الشرطة', 'المحلية', '.']","['PART', 'PART', 'VERB', 'PRON', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'SCONJ', 'NUM', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'PRON', 'NOUN', 'ADJ', 'PUNCT']",Sudan
n01045010,"و كتب في دليل الإرشادات : "" لا يجب أن يكون هنا معاملة تفضيلية ل لحكومة أو أي مظهر من مظاهر المعاملة التفضيلية ل لأفراد أو المنظمات ب سبب تقديم هم ل تبرعات مالية ل لسياسيين أو ل لأحزاب السياسية "" .","['و', 'كتب', 'في', 'دليل', 'الإرشادات', ':', '""', 'لا', 'يجب', 'أن', 'يكون', 'هنا', 'معاملة', 'تفضيلية', 'ل', 'لحكومة', 'أو', 'أي', 'مظهر', 'من', 'مظاهر', 'المعاملة', 'التفضيلية', 'ل', 'لأفراد', 'أو', 'المنظمات', 'ب', 'سبب', 'تقديم', 'هم', 'ل', 'تبرعات', 'مالية', 'ل', 'لسياسيين', 'أو', 'ل', 'لأحزاب', 'السياسية', '""', '.']","['PART', 'VERB', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'PUNCT', 'PART', 'VERB', 'ADP', 'VERB', 'ADV', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PRON', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'PUNCT']",Sudan
n01045035,حكم القاضي في قضية دافي الخاصة ب الاحتيال و خيانة الأمانة ب أن أفعال ه كانت ضمن قوانين المجلس عندما دفع كل التهم عن دافي .,"['حكم', 'القاضي', 'في', 'قضية', 'دافي', 'الخاصة', 'ب', 'الاحتيال', 'و', 'خيانة', 'الأمانة', 'ب', 'أن', 'أفعال', 'ه', 'كانت', 'ضمن', 'قوانين', 'المجلس', 'عندما', 'دفع', 'كل', 'التهم', 'عن', 'دافي', '.']","['VERB', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'ADJ', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'SCONJ', 'NOUN', 'PRON', 'VERB', 'ADP', 'NOUN', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']",Saudi Arabia
n01046003,باتت هواتف نا المحمولة أكثر من مجرد هواتف هذه الأيام .,"['باتت', 'هواتف', 'نا', 'المحمولة', 'أكثر', 'من', 'مجرد', 'هواتف', 'هذه', 'الأيام', '.']","['VERB', 'NOUN', 'PRON', 'ADJ', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'PRON', 'NOUN', 'PUNCT']",Modern Standard Arabic
n01046036,"علقت إحدى مشتركات نظام الإنترنت غير المحدود من شركة ساسكتل قائلةً : "" هذا مذهل "" .","['علقت', 'إحدى', 'مشتركات', 'نظام', 'الإنترنت', 'غير', 'المحدود', 'من', 'شركة', 'ساسكتل', 'قائلةً', ':', '""', 'هذا', 'مذهل', '""', '.']","['VERB', 'DET', 'NOUN', 'NOUN', 'NOUN', 'PART', 'ADJ', 'ADP', 'NOUN', 'PROPN', 'ADJ', 'PUNCT', 'PUNCT', 'PRON', 'ADJ', 'PUNCT', 'PUNCT']",Modern Standard Arabic
n01046057,أشار أيضاً أن شركة روجرز طرحت مؤخراً تطبيقاً جديداً يساعد العملاء على مراقبة مدى استخدام هم ل لإنترنت .,"['أشار', 'أيضاً', 'أن', 'شركة', 'روجرز', 'طرحت', 'مؤخراً', 'تطبيقاً', 'جديداً', 'يساعد', 'العملاء', 'على', 'مراقبة', 'مدى', 'استخدام', 'هم', 'ل', 'لإنترنت', '.']","['VERB', 'ADV', 'SCONJ', 'NOUN', 'PROPN', 'VERB', 'ADV', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'PRON', 'ADP', 'NOUN', 'PUNCT']",Oman
n01047048,هذا ما يجعل نا نعود من أجل المزيد .,"['هذا', 'ما', 'يجعل', 'نا', 'نعود', 'من', 'أجل', 'المزيد', '.']","['PRON', 'PRON', 'VERB', 'PRON', 'VERB', 'ADP', 'NOUN', 'NOUN', 'PUNCT']",Modern Standard Arabic
n01048008,"و تتزامن هذه التقديرات مع النسب المئوية ل لشقق الجديدة التي تدخل سوق الإيجارات عند انتهائ ها , مما يدل على الدور المهم الذي يلعب ه المستثمرون ( المحليون ) في خطة النمو في سوق العقارات .","['و', 'تتزامن', 'هذه', 'التقديرات', 'مع', 'النسب', 'المئوية', 'ل', 'لشقق', 'الجديدة', 'التي', 'تدخل', 'سوق', 'الإيجارات', 'عند', 'انتهائ', 'ها', ',', 'مما', 'يدل', 'على', 'الدور', 'المهم', 'الذي', 'يلعب', 'ه', 'المستثمرون', '(', 'المحليون', ')', 'في', 'خطة', 'النمو', 'في', 'سوق', 'العقارات', '.']","['PART', 'VERB', 'PRON', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'PRON', 'VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PRON', 'PUNCT', 'ADP', 'VERB', 'ADP', 'NOUN', 'ADJ', 'PRON', 'VERB', 'PRON', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT']",Modern Standard Arabic
n01049022,"يقول ديتريش من مقر الشركة في دنفر , كولورادو حيث يباع الحشيش ب شكلٍ قانوني : "" تساعد هذه السلالة على التخفيف من آلام الظهر , كما تساعد على التخفيف من الغثيان , و يجعل ك هذا المنتج تنام في الليل "" .","['يقول', 'ديتريش', 'من', 'مقر', 'الشركة', 'في', 'دنفر', ',', 'كولورادو', 'حيث', 'يباع', 'الحشيش', 'ب', 'شكلٍ', 'قانوني', ':', '""', 'تساعد', 'هذه', 'السلالة', 'على', 'التخفيف', 'من', 'آلام', 'الظهر', ',', 'كما', 'تساعد', 'على', 'التخفيف', 'من', 'الغثيان', ',', 'و', 'يجعل', 'ك', 'هذا', 'المنتج', 'تنام', 'في', 'الليل', '""', '.']","['VERB', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'ADP', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'PUNCT', 'VERB', 'PRON', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'ADP', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'VERB', 'PRON', 'PRON', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'PUNCT']",Modern Standard Arabic
n01049033,"لكن من دون إطارٍ تشريعي و مع الفكرة العميقة عن الحشيش ك علاج شعبي ل تعديل المزاج , تركت الشركات في حيرة من أمر ها .","['لكن', 'من', 'دون', 'إطارٍ', 'تشريعي', 'و', 'مع', 'الفكرة', 'العميقة', 'عن', 'الحشيش', 'ك', 'علاج', 'شعبي', 'ل', 'تعديل', 'المزاج', ',', 'تركت', 'الشركات', 'في', 'حيرة', 'من', 'أمر', 'ها', '.']","['PART', 'ADP', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PRON', 'PUNCT']",Modern Standard Arabic
n01050006,الحديد عنصرٌ أساسي يحتاج ه الجسم ل إنتاج خضاب الدم و هو البروتين الموجود في كريات الدم الحمراء و المسؤول عن نقل الأكسجين إلى أنسجة الجسم .,"['الحديد', 'عنصرٌ', 'أساسي', 'يحتاج', 'ه', 'الجسم', 'ل', 'إنتاج', 'خضاب', 'الدم', 'و', 'هو', 'البروتين', 'الموجود', 'في', 'كريات', 'الدم', 'الحمراء', 'و', 'المسؤول', 'عن', 'نقل', 'الأكسجين', 'إلى', 'أنسجة', 'الجسم', '.']","['NOUN', 'NOUN', 'ADJ', 'VERB', 'PRON', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'CCONJ', 'PRON', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT']",Saudi Arabia
n01050009,فترة الانتظار الحالية هي ثمانية أسابيع .,"['فترة', 'الانتظار', 'الحالية', 'هي', 'ثمانية', 'أسابيع', '.']","['NOUN', 'NOUN', 'ADJ', 'PRON', 'NUM', 'NOUN', 'PUNCT']",Modern Standard Arabic
n01050014,"تقول منظمة خدمات الدم الكندية ( سي بي إس ) : "" من الممكن ل لمرء أن يكون لدي ه مستويات طبيعية من خضاب الدم , لكن مع نقصٍ عام في الحديد "" .","['تقول', 'منظمة', 'خدمات', 'الدم', 'الكندية', '(', 'سي', 'بي', 'إس', ')', ':', '""', 'من', 'الممكن', 'ل', 'لمرء', 'أن', 'يكون', 'لدي', 'ه', 'مستويات', 'طبيعية', 'من', 'خضاب', 'الدم', ',', 'لكن', 'مع', 'نقصٍ', 'عام', 'في', 'الحديد', '""', '.']","['VERB', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'VERB', 'ADP', 'PRON', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'ADP', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PUNCT', 'PUNCT']",Oman
n01050019,إرشادات الحديد الجديدة تعني أن هناك حاجةً ل لمزيد من المتبرعين .,"['إرشادات', 'الحديد', 'الجديدة', 'تعني', 'أن', 'هناك', 'حاجةً', 'ل', 'لمزيد', 'من', 'المتبرعين', '.']","['NOUN', 'NOUN', 'ADJ', 'VERB', 'SCONJ', 'ADV', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",Oman
n01051004,"ما بدأ ك تصوير روتيني ب الموجات الفوق صوتية انتهى ب أمرٍ شديد التعقيد عندما أبلغت الأم الحامل مارغريت بويمر من بلانو , تكساس أن جنين ها الذي لم يولد بعد يعاني من حالة نادرة و يحتاج إلى عملية جراحية ل يعيش .","['ما', 'بدأ', 'ك', 'تصوير', 'روتيني', 'ب', 'الموجات', 'الفوق', 'صوتية', 'انتهى', 'ب', 'أمرٍ', 'شديد', 'التعقيد', 'عندما', 'أبلغت', 'الأم', 'الحامل', 'مارغريت', 'بويمر', 'من', 'بلانو', ',', 'تكساس', 'أن', 'جنين', 'ها', 'الذي', 'لم', 'يولد', 'بعد', 'يعاني', 'من', 'حالة', 'نادرة', 'و', 'يحتاج', 'إلى', 'عملية', 'جراحية', 'ل', 'يعيش', '.']","['PRON', 'VERB', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PART', 'ADJ', 'VERB', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'ADJ', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'ADP', 'NOUN', 'PRON', 'PRON', 'PART', 'VERB', 'ADP', 'VERB', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'ADJ', 'ADP', 'VERB', 'PUNCT']",Modern Standard Arabic
n01051006,الورم المسخي في العجزية العصعصية هو ورمٌ ينشأ قبل الولادة و ينمو من عصعص الجنين .,"['الورم', 'المسخي', 'في', 'العجزية', 'العصعصية', 'هو', 'ورمٌ', 'ينشأ', 'قبل', 'الولادة', 'و', 'ينمو', 'من', 'عصعص', 'الجنين', '.']","['NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'PRON', 'NOUN', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT']",Saudi Arabia
n01051007,"هذا أكثر الأورام شيوعاً عند الأجنة , و يظهر في واحدٍ من كل 35000 مولود .","['هذا', 'أكثر', 'الأورام', 'شيوعاً', 'عند', 'الأجنة', ',', 'و', 'يظهر', 'في', 'واحدٍ', 'من', 'كل', '35000', 'مولود', '.']","['PRON', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'NUM', 'NOUN', 'PUNCT']",Algeria
n01052004,كانت في الـ84 من عمر ها .,"['كانت', 'في', 'الـ84', 'من', 'عمر', 'ها', '.']","['VERB', 'ADP', 'NUM', 'ADP', 'NOUN', 'PRON', 'PUNCT']",Algeria
n01052006,"وصف ها ب أن ها امرأة "" مذهلة "" و "" محبة و رائعة "" تركت بصمت ها في عالم الأدب من خلال قصص ها .","['وصف', 'ها', 'ب', 'أن', 'ها', 'امرأة', '""', 'مذهلة', '""', 'و', '""', 'محبة', 'و', 'رائعة', '""', 'تركت', 'بصمت', 'ها', 'في', 'عالم', 'الأدب', 'من', 'خلال', 'قصص', 'ها', '.']","['VERB', 'PRON', 'ADP', 'SCONJ', 'PRON', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'CCONJ', 'PUNCT', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT', 'VERB', 'NOUN', 'PRON', 'ADP', 'NOUN', 'NOUN', 'ADP', 'ADP', 'NOUN', 'PRON', 'PUNCT']",Modern Standard Arabic
n01053008,"قالت ليف في مقابلة أجريت مع ها مؤخراً : "" بعض الرجال يتمتعون ب ذلك و بونو أحد أولئك الرجال "" .","['قالت', 'ليف', 'في', 'مقابلة', 'أجريت', 'مع', 'ها', 'مؤخراً', ':', '""', 'بعض', 'الرجال', 'يتمتعون', 'ب', 'ذلك', 'و', 'بونو', 'أحد', 'أولئك', 'الرجال', '""', '.']","['VERB', 'PROPN', 'ADP', 'NOUN', 'VERB', 'ADP', 'PRON', 'ADV', 'PUNCT', 'PUNCT', 'DET', 'NOUN', 'VERB', 'ADP', 'PRON', 'CCONJ', 'PROPN', 'DET', 'PRON', 'NOUN', 'PUNCT', 'PUNCT']",Saudi Arabia
n01053036,"لم تتجاوز العشرين من عمر ها فحسب , و ها هي صوتٌ قويٌ ضد البلطجة و مع مساعدة الفتيات على تبني معايير هن الخاصة ل لجمال .","['لم', 'تتجاوز', 'العشرين', 'من', 'عمر', 'ها', 'فحسب', ',', 'و', 'ها', 'هي', 'صوتٌ', 'قويٌ', 'ضد', 'البلطجة', 'و', 'مع', 'مساعدة', 'الفتيات', 'على', 'تبني', 'معايير', 'هن', 'الخاصة', 'ل', 'لجمال', '.']","['PART', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PRON', 'ADV', 'PUNCT', 'CCONJ', 'PRON', 'PRON', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PRON', 'ADJ', 'ADP', 'NOUN', 'PUNCT']",Algeria
n01053041,"قالت ليف : "" دار صوت ها حول العالم حرفياً "" .","['قالت', 'ليف', ':', '""', 'دار', 'صوت', 'ها', 'حول', 'العالم', 'حرفياً', '""', '.']","['VERB', 'PROPN', 'PUNCT', 'PUNCT', 'NOUN', 'NOUN', 'PRON', 'ADP', 'NOUN', 'ADV', 'PUNCT', 'PUNCT']",Oman
n01054011,"ما أن نشرت الصور الرمنسية ل لحفلة , عجت مواقع التواصل الاجتماعي ب التعليقات , التي لم تكن إيجابية .","['ما', 'أن', 'نشرت', 'الصور', 'الرمنسية', 'ل', 'لحفلة', ',', 'عجت', 'مواقع', 'التواصل', 'الاجتماعي', 'ب', 'التعليقات', ',', 'التي', 'لم', 'تكن', 'إيجابية', '.']","['PART', 'PART', 'VERB', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PUNCT', 'PRON', 'PART', 'AUX', 'ADJ', 'PUNCT']",Modern Standard Arabic
n01054017,يرى الكثيرون ب ما في هم مجموعات السكان الأصليين أن هم يستهينون ب ثقافة الأمم الأولى في كندا .,"['يرى', 'الكثيرون', 'ب', 'ما', 'في', 'هم', 'مجموعات', 'السكان', 'الأصليين', 'أن', 'هم', 'يستهينون', 'ب', 'ثقافة', 'الأمم', 'الأولى', 'في', 'كندا', '.']","['VERB', 'NOUN', 'ADP', 'PRON', 'ADP', 'PRON', 'NOUN', 'NOUN', 'ADJ', 'SCONJ', 'PRON', 'VERB', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'PUNCT']",Sudan
n01055008,هدف هذه الجلسات ل لجنة الإذاعة و التلفزيون و الاتصالات الكندية هو تطويق ردود الجمهور و الجهات المعنية في القطاع .,"['هدف', 'هذه', 'الجلسات', 'ل', 'لجنة', 'الإذاعة', 'و', 'التلفزيون', 'و', 'الاتصالات', 'الكندية', 'هو', 'تطويق', 'ردود', 'الجمهور', 'و', 'الجهات', 'المعنية', 'في', 'القطاع', '.']","['NOUN', 'PRON', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'CCONJ', 'NOUN', 'ADJ', 'PRON', 'NOUN', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PUNCT']",Libya
n01055038,"و هذا لا ينطبق فقط على المحتوى الترفيهي , بل أيضاً على التعليم , و الأبحاث العلمية , و ـ ربما هذا الأهم ـ على الخطاب السياسي .","['و', 'هذا', 'لا', 'ينطبق', 'فقط', 'على', 'المحتوى', 'الترفيهي', ',', 'بل', 'أيضاً', 'على', 'التعليم', ',', 'و', 'الأبحاث', 'العلمية', ',', 'و', 'ـ', 'ربما', 'هذا', 'الأهم', 'ـ', 'على', 'الخطاب', 'السياسي', '.']","['PART', 'PRON', 'PART', 'VERB', 'ADV', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'CCONJ', 'ADV', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'ADJ', 'PUNCT', 'CCONJ', 'SYM', 'ADV', 'PRON', 'ADJ', 'SYM', 'ADP', 'NOUN', 'ADJ', 'PUNCT']",Modern Standard Arabic
n01055047,"على كل حال , الإنترنت ليس رفاهية , بل ضرورة .","['على', 'كل', 'حال', ',', 'الإنترنت', 'ليس', 'رفاهية', ',', 'بل', 'ضرورة', '.']","['ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'PART', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'PUNCT']",Modern Standard Arabic
n01057014,و شكل الحطام حلقةً حول خط الاستواء الأرضي و تجمع في نهاية المطاف ب فعل الجاذبية ل يشكل القمر .,"['و', 'شكل', 'الحطام', 'حلقةً', 'حول', 'خط', 'الاستواء', 'الأرضي', 'و', 'تجمع', 'في', 'نهاية', 'المطاف', 'ب', 'فعل', 'الجاذبية', 'ل', 'يشكل', 'القمر', '.']","['PART', 'VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'VERB', 'NOUN', 'PUNCT']",Algeria
n01057036,"و مع ذلك , ظلت هناك أسئلة ب لا إجابة .","['و', 'مع', 'ذلك', ',', 'ظلت', 'هناك', 'أسئلة', 'ب', 'لا', 'إجابة', '.']","['PART', 'ADP', 'PRON', 'PUNCT', 'VERB', 'ADV', 'NOUN', 'ADP', 'PART', 'NOUN', 'PUNCT']",Modern Standard Arabic
n01058037,"في بلدة هيلزبورو , الواقعة على تخوم مدينة تشابل هيل , ألقى أحد هم قنبلة حارقة على مقر الحزب الجمهوري الشهر الماضي .","['في', 'بلدة', 'هيلزبورو', ',', 'الواقعة', 'على', 'تخوم', 'مدينة', 'تشابل', 'هيل', ',', 'ألقى', 'أحد', 'هم', 'قنبلة', 'حارقة', 'على', 'مقر', 'الحزب', 'الجمهوري', 'الشهر', 'الماضي', '.']","['ADP', 'NOUN', 'PROPN', 'PUNCT', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PUNCT', 'VERB', 'DET', 'PRON', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PROPN', 'ADJ', 'ADV', 'ADJ', 'PUNCT']",Modern Standard Arabic
n01058052,"بعد أن مررت ولاية كارولينا الشمالية مشروع قانون تقييد حرية التصويت عام 2013 , دار كامبل على الكنائس ل يعلم الناس كيفية التعامل مع الصعوبات التي تواجه تسجيل هم .","['بعد', 'أن', 'مررت', 'ولاية', 'كارولينا', 'الشمالية', 'مشروع', 'قانون', 'تقييد', 'حرية', 'التصويت', 'عام', '2013', ',', 'دار', 'كامبل', 'على', 'الكنائس', 'ل', 'يعلم', 'الناس', 'كيفية', 'التعامل', 'مع', 'الصعوبات', 'التي', 'تواجه', 'تسجيل', 'هم', '.']","['ADP', 'ADP', 'VERB', 'NOUN', 'PROPN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADV', 'NUM', 'PUNCT', 'NOUN', 'PROPN', 'ADP', 'NOUN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PRON', 'VERB', 'NOUN', 'PRON', 'PUNCT']",Oman
n01058064,يمكن ه كشف تأثيرات الانتخابات حول ه مع انفجار النزاع و التقاطع الغريب بين الأفكار الجديدة و القديمة .,"['يمكن', 'ه', 'كشف', 'تأثيرات', 'الانتخابات', 'حول', 'ه', 'مع', 'انفجار', 'النزاع', 'و', 'التقاطع', 'الغريب', 'بين', 'الأفكار', 'الجديدة', 'و', 'القديمة', '.']","['VERB', 'PRON', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'PRON', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT']",Libya
n01059008,"التعارض بين البيانات الاقتصادية و الخطاب السياسي أمرٌ مألوف , أو ينبغي أن يكون كذلك .","['التعارض', 'بين', 'البيانات', 'الاقتصادية', 'و', 'الخطاب', 'السياسي', 'أمرٌ', 'مألوف', ',', 'أو', 'ينبغي', 'أن', 'يكون', 'كذلك', '.']","['NOUN', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'PUNCT', 'CCONJ', 'VERB', 'ADP', 'VERB', 'ADV', 'PUNCT']",Modern Standard Arabic
n01059019,يحذر الاقتصاديون في الجمهوريين من أخذ هذه البيانات ك دليلٍ على أن سياسة حزب هم الاقتصادية سيئة .,"['يحذر', 'الاقتصاديون', 'في', 'الجمهوريين', 'من', 'أخذ', 'هذه', 'البيانات', 'ك', 'دليلٍ', 'على', 'أن', 'سياسة', 'حزب', 'هم', 'الاقتصادية', 'سيئة', '.']","['VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PRON', 'NOUN', 'ADP', 'NOUN', 'ADP', 'SCONJ', 'NOUN', 'NOUN', 'PRON', 'ADJ', 'ADJ', 'PUNCT']",Modern Standard Arabic
n01059025,"لا أعرف كيف كان نمو الناتج المحلي الإجمالي خلال إدارتي الرئيسين واشنطن و لينكولن , لكن كان ل لتطورات المؤسسية خلال تلك الفترتين تأثيراتٌ طويلة الأمد .","['لا', 'أعرف', 'كيف', 'كان', 'نمو', 'الناتج', 'المحلي', 'الإجمالي', 'خلال', 'إدارتي', 'الرئيسين', 'واشنطن', 'و', 'لينكولن', ',', 'لكن', 'كان', 'ل', 'لتطورات', 'المؤسسية', 'خلال', 'تلك', 'الفترتين', 'تأثيراتٌ', 'طويلة', 'الأمد', '.']","['PART', 'VERB', 'ADV', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'PROPN', 'CCONJ', 'PROPN', 'PUNCT', 'ADP', 'VERB', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PRON', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'PUNCT']",Modern Standard Arabic
n01059054,"أوجه الاختلاف بين سولا و ترامب , و بين روما و الولايات المتحدة , أكثر من أوجه التشابه , لكن هذا لا يمنع من وجود تشابه .","['أوجه', 'الاختلاف', 'بين', 'سولا', 'و', 'ترامب', ',', 'و', 'بين', 'روما', 'و', 'الولايات', 'المتحدة', ',', 'أكثر', 'من', 'أوجه', 'التشابه', ',', 'لكن', 'هذا', 'لا', 'يمنع', 'من', 'وجود', 'تشابه', '.']","['NOUN', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'PUNCT', 'CCONJ', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'ADJ', 'PUNCT', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'ADP', 'PRON', 'PART', 'VERB', 'ADP', 'NOUN', 'NOUN', 'PUNCT']",Modern Standard Arabic
n01060069,"و قد اعترفت قائلةً : "" علي كم ب النظر إلى ما أقرت ب ه ب أن نا نحتاج إلى شيءٍ مختلف ـ يمكن نا أن نقوم ب عملٍ أفضل ـ و إلى أن ها أعربت عن أسف ها "" .","['و', 'قد', 'اعترفت', 'قائلةً', ':', '""', 'علي', 'كم', 'ب', 'النظر', 'إلى', 'ما', 'أقرت', 'ب', 'ه', 'ب', 'أن', 'نا', 'نحتاج', 'إلى', 'شيءٍ', 'مختلف', 'ـ', 'يمكن', 'نا', 'أن', 'نقوم', 'ب', 'عملٍ', 'أفضل', 'ـ', 'و', 'إلى', 'أن', 'ها', 'أعربت', 'عن', 'أسف', 'ها', '""', '.']","['PART', 'PART', 'VERB', 'ADJ', 'PUNCT', 'PUNCT', 'ADP', 'PRON', 'ADP', 'NOUN', 'ADP', 'PRON', 'VERB', 'ADP', 'PRON', 'ADP', 'SCONJ', 'PRON', 'VERB', 'ADP', 'NOUN', 'ADJ', 'SYM', 'VERB', 'PRON', 'ADP', 'VERB', 'ADP', 'NOUN', 'ADJ', 'SYM', 'CCONJ', 'ADP', 'SCONJ', 'PRON', 'VERB', 'ADP', 'NOUN', 'PRON', 'PUNCT', 'PUNCT']",Sudan
