,Sentence_ID,sentence,Tokens,POS_Tags,Dialect
260,261,انو ما في شي بيستاهل حزنك,"['انو', 'ما', 'في', 'شي', 'بيستاهل', 'حزنك']","['INTERJ', 'PART_NEG', 'PREP', 'NOUN', 'PART+VERB', 'NOUN+PRON']",Jordan
261,262,نطرنا الحلقه الثانيه من تحيه لخفه دم الاعلامي مالك مكتبي وتعاطيه الأبوي مع الاطفال,"['نطرنا', 'الحلقه', 'الثانيه', 'من', 'تحيه', 'لخفه', 'دم', 'الاعلامي', 'مالك', 'مكتبي', 'وتعاطيه', 'الأبوي', 'مع', 'الاطفال']","['VERB', 'PART_DET+NOUN', 'PART_DET+ADJ_NUM', 'PREP', 'NOUN', 'PREP+NOUN', 'NOUN', 'PART_DET+ADJ', 'NOUN_PROP', 'NOUN_PROP', 'CONJ+NOUN+PRON', 'PART_DET+ADJ', 'PREP', 'PART_DET+NOUN']",Iraq
262,263,كل الناس بتفيق على جمله صباح الخير يا عمري بحبك ما بفيق الا عجمله طازا السمك غوبوس يا سمك,"['كل', 'الناس', 'بتفيق', 'على', 'جمله', 'صباح', 'الخير', 'يا', 'عمري', 'بحبك', 'ما', 'بفيق', 'الا', 'عجمله', 'طازا', 'السمك', 'غوبوس', 'يا', 'سمك']","['NOUN_QUANT', 'PART_DET+NOUN', 'PART+VERB', 'PREP', 'NOUN', 'NOUN', 'PART_DET+NOUN', 'PART_VOC', 'NOUN+PRON', 'PART+VERB+PRON', 'PART_NEG', 'PART+VERB', 'PART_RESTRICT', 'PREP+NOUN', 'ADJ', 'PART_DET+NOUN', 'FORIEGN', 'PART_VOC', 'NOUN']",Lebanon
263,264,علقانين بزريبه حاكمينها زعران,"['علقانين', 'بزريبه', 'حاكمينها', 'زعران']","['NOUN', 'PREP+NOUN', 'NOUN+PRON', 'ADJ']",Tunisia
264,265,كرمو حدا ببلدنا الا لما مات,"['كرمو', 'حدا', 'ببلدنا', 'الا', 'لما', 'مات']","['VERB', 'NOUN', 'PREP+NOUN+PRON', 'PART_RESTRICT', 'CONJ_SUB', 'VERB']",Lebanon
265,266,عادل وبس والباقي خس,"['عادل', 'وبس', 'والباقي', 'خس']","['NOUN_PROP', 'CONJ+ADV', 'CONJ+PART_DET+NOUN', 'NOUN']",Saudi Arabia
266,267,كل سياره عاليه اسمها رانج,"['كل', 'سياره', 'عاليه', 'اسمها', 'رانج']","['NOUN_QUANT', 'NOUN', 'ADJ', 'NOUN+PRON', 'FORIEGN']",Yemen
267,268,الأحوال الشخصيه امتياز الطوائف واستقلال الهويه قيدوك من الولاده في الانتماء المذهبيه ومنحوك الهويه لبنانيه,"['الأحوال', 'الشخصيه', 'امتياز', 'الطوائف', 'واستقلال', 'الهويه', 'قيدوك', 'من', 'الولاده', 'في', 'الانتماء', 'المذهبيه', 'ومنحوك', 'الهويه', 'لبنانيه']","['PART_DET+NOUN', 'PART_DET+ADJ', 'NOUN', 'PART_DET+NOUN', 'CONJ+NOUN', 'PART_DET+NOUN', 'VERB+PRON', 'PREP', 'PART_DET+NOUN', 'PREP', 'PART_DET+NOUN', 'PART_DET+ADJ', 'CONJ+VERB+PRON', 'PART_DET+NOUN', 'ADJ']",Iraq
268,269,الأنكى حتى الجاهل بطل يحكي لبناني بيتعلم كلمتين وبيطبلنا راسنا فيون,"['الأنكى', 'حتى', 'الجاهل', 'بطل', 'يحكي', 'لبناني', 'بيتعلم', 'كلمتين', 'وبيطبلنا', 'راسنا', 'فيون']","['PART_DET+ADJ_COMP', 'CONJ_SUB', 'PART_DET+NOUN', 'VERB', 'VERB', 'ADJ', 'PART+VERB', 'NOUN', 'CONJ+PART+VERB+PRON', 'NOUN+PRON', 'PREP+PRON']",Egypt
269,270,توقيف تاجر مخدرات سوري في حوش الحريمي في البقاع الغربي,"['توقيف', 'تاجر', 'مخدرات', 'سوري', 'في', 'حوش', 'الحريمي', 'في', 'البقاع', 'الغربي']","['NOUN', 'NOUN', 'NOUN', 'ADJ', 'PREP', 'NOUN_PROP', 'PART_DET+NOUN_PROP', 'PREP', 'PART_DET+NOUN_PROP', 'PART_DET+ADJ']",Libya
270,271,هيدا من احلى الإيام بتاريخ التلفزيون اللبناني بس ينفتح الهوا لهيك اطفال,"['هيدا', 'من', 'احلى', 'الإيام', 'بتاريخ', 'التلفزيون', 'اللبناني', 'بس', 'ينفتح', 'الهوا', 'لهيك', 'اطفال']","['PRON_DEM', 'PREP', 'ADJ_COMP', 'PART_DET+NOUN', 'PREP+NOUN', 'PART_DET+NOUN', 'PART_DET+ADJ', 'CONJ', 'VERB', 'PART_DET+NOUN', 'PREP+PRON_DEM', 'NOUN']",Lebanon
271,272,جهزو حالكن هالصيفيه للغطس بصور دقيقه تحت المي مشروع عظيم,"['جهزو', 'حالكن', 'هالصيفيه', 'للغطس', 'بصور', 'دقيقه', 'تحت', 'المي', 'مشروع', 'عظيم']","['VERB', 'NOUN+PRON', 'PRON_DEM+PART_DET+NOUN', 'PREP+PREP+NOUN', 'PART+NOUN_PROP', 'NOUN', 'ADV', 'PART_DET+NOUN', 'NOUN', 'ADJ']",Lebanon
272,273,شادي تشقف الحصان ولو,"['شادي', 'تشقف', 'الحصان', 'ولو']","['NOUN_PROP', 'VERB', 'PART_DET+NOUN', 'INTERJ']",Saudi Arabia
273,274,شيف انطوان وفاجعه القريدس طمبوره,"['شيف', 'انطوان', 'وفاجعه', 'القريدس', 'طمبوره']","['FORIEGN', 'NOUN_PROP', 'CONJ+NOUN', 'PART_DET+NOUN', 'ADJ']",Iraq
274,275,ما تزكرنا انه رح يخلص السيزين معك بصير بدنا ادويه اكتئاب,"['ما', 'تزكرنا', 'انه', 'رح', 'يخلص', 'السيزين', 'معك', 'بصير', 'بدنا', 'ادويه', 'اكتئاب']","['PART_NEG', 'VERB+PRON', 'INTERJ', 'PART_FUT', 'VERB', 'PART_DET+FORIEGN', 'PREP+PRON', 'PART+VERB', 'VERB_PSEUDO+PRON', 'NOUN', 'NOUN']",Jordan
275,276,شكرا لكل اللي وقفوا حدي وبعدن واقفين اهلي اصحابي وزملائي وناس كتير ما بعرفها واصحاب صرلي,"['شكرا', 'لكل', 'اللي', 'وقفوا', 'حدي', 'وبعدن', 'واقفين', 'اهلي', 'اصحابي', 'وزملائي', 'وناس', 'كتير', 'ما', 'بعرفها', 'واصحاب', 'صرلي']","['VERB_NOM', 'PREP+NOUN_QUANT', 'PRON_REL', 'VERB', 'NOUN+PRON', 'CONJ+ADV', 'NOUN', 'NOUN+PRON', 'NOUN+PRON', 'CONJ+NOUN+PRON', 'CONJ+NOUN', 'ADV', 'PART_NEG', 'VERB+PRON', 'CONJ+NOUN', 'NOUN+PRON']",Syria
276,277,لما تبهدل حدا بتقلو حبيبي لما تحب حدا بتقلو يخرب بيتك,"['لما', 'تبهدل', 'حدا', 'بتقلو', 'حبيبي', 'لما', 'تحب', 'حدا', 'بتقلو', 'يخرب', 'بيتك']","['CONJ_SUB', 'VERB', 'NOUN', 'PART+VERB+PRON', 'NOUN+PRON', 'CONJ_SUB', 'VERB', 'NOUN', 'PART+VERB+PRON', 'VERB', 'NOUN+PRON']",Palestine
277,278,ابدعت يا مالك خليتنا نتمنى نرجع اطفال انت انسان واعلامي مبدع ولن تتكرر شكر,"['ابدعت', 'يا', 'مالك', 'خليتنا', 'نتمنى', 'نرجع', 'اطفال', 'انت', 'انسان', 'واعلامي', 'مبدع', 'ولن', 'تتكرر', 'شكر']","['VERB', 'PART_VOC', 'NOUN_PROP', 'VERB+PRON', 'VERB', 'VERB', 'NOUN', 'PRON', 'NOUN', 'CONJ+NOUN', 'ADJ', 'CONJ+ADV', 'VERB', 'NOUN']",Iraq
278,279,ما في نسبه بين عادل كرم والهيشو التافه,"['ما', 'في', 'نسبه', 'بين', 'عادل', 'كرم', 'والهيشو', 'التافه']","['PART_NEG', 'PREP', 'NOUN', 'PREP', 'NOUN_PROP', 'NOUN_PROP', 'CONJ+PART_DET+NOUN_PROP', 'PART_DET+ADJ']",Libya
279,280,شي مره حدا من هالموجودين فكروا انوا من كتر اليأس والقهر والزعل صرنا نقول بوقت بس مع رئيسنا القوي رح,"['شي', 'مره', 'حدا', 'من', 'هالموجودين', 'فكروا', 'انوا', 'من', 'كتر', 'اليأس', 'والقهر', 'والزعل', 'صرنا', 'نقول', 'بوقت', 'بس', 'مع', 'رئيسنا', 'القوي', 'رح']","['NOUN', 'ADJ_NUM', 'NOUN', 'PREP', 'PRON+PART_DET+NOUN', 'VERB', 'PRON', 'PREP', 'NOUN', 'PART_DET+NOUN', 'CONJ+PART_DET+NOUN', 'CONJ+PART_DET+VERB', 'VERB', 'VERB', 'PREP+NOUN', 'CONJ', 'PREP', 'NOUN+PRON', 'PART_DET+ADJ', 'PART_FUT']",Lebanon
280,281,نقبل النسبيه اذا رح تخلي الحريه تكون متجزأه وناقصه,"['نقبل', 'النسبيه', 'اذا', 'رح', 'تخلي', 'الحريه', 'تكون', 'متجزأه', 'وناقصه']","['VERB', 'PART_DET+NOUN', 'CONJ_SUB', 'PART_FUT', 'VERB', 'PART_DET+NOUN', 'VERB', 'ADJ', 'CONJ+NOUN']",Jordan
281,282,هه شيرين يا محلى اليسا قبالها يخربيتا ما الذا شو بحب عفويتا وخفه دمها,"['هه', 'شيرين', 'يا', 'محلى', 'اليسا', 'قبالها', 'يخربيتا', 'ما', 'الذا', 'شو', 'بحب', 'عفويتا', 'وخفه', 'دمها']","['INTERJ', 'NOUN_PROP', 'PART_VOC', 'NOUN', 'NOUN_PROP', 'NOUN+PRON', 'VERB', 'PRON_EXCLAM', 'NOUN+PRON', 'PRON_EXCLAM', 'VERB', 'NOUN+PRON', 'CONJ+ADJ', 'NOUN+PRON']",Lebanon
282,283,قلبي تقطع الله يحمي كل ولاد العالم ويحميلي ولادي يا رب,"['قلبي', 'تقطع', 'الله', 'يحمي', 'كل', 'ولاد', 'العالم', 'ويحميلي', 'ولادي', 'يا', 'رب']","['NOUN+PRON', 'VERB', 'NOUN_PROP', 'VERB', 'NOUN_QUANT', 'NOUN', 'PART_DET+NOUN', 'CONJ+VERB+PRON_REL', 'NOUN+PRON', 'PART_VOC', 'NOUN']",Morocco
283,284,عن شو نحكي عن صوتك ولا احساسك ولا تناغم الموسيقا مع صوتك ولا قوه ادائك باختصار رائعه,"['عن', 'شو', 'نحكي', 'عن', 'صوتك', 'ولا', 'احساسك', 'ولا', 'تناغم', 'الموسيقا', 'مع', 'صوتك', 'ولا', 'قوه', 'ادائك', 'باختصار', 'رائعه']","['PREP', 'ADV_INTERROG', 'VERB', 'PREP', 'NOUN+PRON', 'CONJ', 'NOUN+PRON', 'CONJ', 'NOUN', 'PART_DET+NOUN', 'PREP', 'NOUN+PRON', 'CONJ', 'NOUN', 'NOUN+PRON', 'PREP+NOUN', 'ADJ']",Oman
284,285,صحيح اختلط الحابل بالنابل بشباك العنكبوت,"['صحيح', 'اختلط', 'الحابل', 'بالنابل', 'بشباك', 'العنكبوت']","['INTERJ', 'VERB', 'PART_DET+NOUN', 'PREP+PART_DET+NOUN', 'PREP+NOUN', 'PART_DET+NOUN']",Iraq
285,286,طب ما تسحب نوابك من المجلس يا فصيح كمان صار بدك تركب عظهر الحراك يا شيخ الفاسدين,"['طب', 'ما', 'تسحب', 'نوابك', 'من', 'المجلس', 'يا', 'فصيح', 'كمان', 'صار', 'بدك', 'تركب', 'عظهر', 'الحراك', 'يا', 'شيخ', 'الفاسدين']","['INTERJ', 'PART_NEG', 'VERB', 'NOUN+PRON', 'PREP', 'PART_DET+NOUN', 'PART_VOC', 'ADJ', 'ADV', 'VERB', 'VERB_PSEUDO', 'VERB', 'PREP+NOUN', 'PART_DET+NOUN', 'PART_VOC', 'NOUN', 'PART_DET+ADJ']",Syria
286,287,"اذا ل بدو يصوت بمستوى فهمك , ميه مره تمديد ولا مره انتخابات اعلام_فجل","['اذا', 'ل', 'بدو', 'يصوت', 'بمستوى', 'فهمك', ',', 'ميه', 'مره', 'تمديد', 'ولا', 'مره', 'انتخابات', 'اعلام_فجل']","['CONJ_SUB', 'PRON_REL', 'VERB_PSEUDO', 'VERB', 'PART+NOUN', 'NOUN+PRON', 'PUNC', 'ADJ_NUM', 'NOUN_NUM', 'NOUN', 'CONJ', 'NOUN_NUM', 'NOUN', 'ADJ']",Yemen
287,288,شو بدي بهل الحكي ما هيك,"['شو', 'بدي', 'بهل الحكي', 'ما', 'هيك']","['PRON_EXCLAM', 'VERB_PSEUDO', 'PREP+PART+PART_DET+NOUN', 'PRON_EXCLAM', 'PRON_DEM']",Lebanon
288,289,رح عيد الحلقه اونلاين من هلق,"['رح', 'عيد', 'الحلقه', 'اونلاين', 'من', 'هلق']","['PART_FUT', 'VERB', 'PART_DET+NOUN', 'FORIEGN', 'PREP', 'ADV']",Syria
289,290,يعني خففوا مقالي وكبه نيه وعرق وركزوا عالسلطه والبطاطا المشويه بلا خبز,"['يعني', 'خففوا', 'مقالي', 'وكبه', 'نيه', 'وعرق', 'وركزوا', 'عالسلطه', 'والبطاطا', 'المشويه', 'بلا', 'خبز']","['VERB', 'VERB', 'NOUN', 'CONJ+NOUN', 'ADJ', 'CONJ+NOUN', 'CONJ+VERB', 'PREP+PART_DET+NOUN', 'CONJ+PART_DET+NOUN', 'PART_DET+ADJ', 'PART_NEG', 'NOUN']",Yemen
290,291,طب عن جد في شي اقوى من شي كتير قوي كتير,"['طب', 'عن', 'جد', 'في', 'شي', 'اقوى', 'من', 'شي', 'كتير', 'قوي', 'كتير']","['CONJ', 'PREP', 'NOUN', 'PREP', 'NOUN', 'ADJ_COMP', 'PREP', 'NOUN', 'ADV', 'ADJ', 'ADV']",Lebanon
291,292,مزبوط انو باسيلو ما معقول كلو على بعضو ما معقول,"['مزبوط', 'انو', 'باسيلو', 'ما', 'معقول', 'كلو', 'على', 'بعضو', 'ما', 'معقول']","['ADJ', 'INTERJ', 'NOUN_PROP', 'PART_NEG', 'ADJ', 'NOUN_QUANT+PRON', 'PREP', 'NOUN+PRON', 'PART_NEG', 'ADJ']",Lebanon
292,293,او بعتلي ياه عالواتساب هه,"['او', 'بعتلي', 'ياه', 'عالواتساب', 'هه']","['CONJ', 'VERB+PRON', 'PRON_DEM', 'PREP+PART_DET+FORIEGN', 'INTERJ']",Lebanon
293,294,انا ما بنتمي لولا حزب بينزل عالجبهه مع الزعيم,"['انا', 'ما', 'بنتمي', 'لولا', 'حزب', 'بينزل', 'عالجبهه', 'مع', 'الزعيم']","['PRON', 'PART_NEG', 'PART+VERB', 'PREP+CONJ', 'NOUN', 'PART+VERB', 'PREP+PART_DET+NOUN', 'PREP', 'PART_DET+NOUN']",Lebanon
294,295,نجوى كرم هيدا ارز ومش حيالله ارز هيدا ارز الرب,"['نجوى', 'كرم', 'هيدا', 'ارز', 'ومش', 'حيالله', 'ارز', 'هيدا', 'ارز', 'الرب']","['NOUN_PROP', 'NOUN_QUANT', 'PRON_DEM', 'NOUN', 'CONJ+PART_NEG', 'NOUN', 'NOUN', 'PRON_DEM', 'NOUN', 'PART_DET+NOUN']",Lebanon
295,296,انو يا ريت كنت بلا احساس,"['انو', 'يا', 'ريت', 'كنت', 'بلا', 'احساس']","['INTERJ', 'PART_VOC', 'VERB_PSEUDO', 'VERB', 'CONJ', 'NOUN']",Jordan
296,297,بس بدي اعرف مين حامي هيك نوع من,"['بس', 'بدي', 'اعرف', 'مين', 'حامي', 'هيك', 'نوع', 'من']","['CONJ', 'VERB_PSEUDO', 'VERB', 'PRON_INTERROG', 'NOUN', 'PRON_DEM', 'NOUN', 'PREP']",Jordan
297,298,بتعرفي انك ولا اهضم كتير بحبك,"['بتعرفي', 'انك', 'ولا', 'اهضم', 'كتير', 'بحبك']","['PART+VERB', 'VERB_PSEUDO+PRON', 'INTERJ', 'ADJ_COMP', 'ADV', 'VERB+PRON']",Syria
298,299,والبعيد عن العين شو مشتقلو هالقلب,"['والبعيد', 'عن', 'العين', 'شو', 'مشتقلو', 'هالقلب']","['CONJ+PART_DET+ADJ', 'PREP', 'PART_DET+NOUN', 'ADV_INTERROG', 'VERB+PRON', 'PART+PART_DET+NOUN']",Lebanon
299,300,"يضلل الرأي العام , التيار ورئيسو ورئيس لبنان عم بصارعوا اليوم لقانون انتخابات من اجل حريه بشر يفترض انن متساوين","['يضلل', 'الرأي', 'العام', ',', 'التيار', 'ورئيسو', 'ورئيس', 'لبنان', 'عم', 'بصارعوا', 'اليوم', 'لقانون', 'انتخابات', 'من', 'اجل', 'حريه', 'بشر', 'يفترض', 'انن', 'متساوين']","['VERB', 'PART_DET+NOUN', 'PART_DET+ADJ', 'PUNC', 'PART_DET+NOUN', 'CONJ+NOUN+PRON', 'CONJ+NOUN', 'NOUN_PROP', 'PART_PROG', 'PART+VERB', 'PART_DET+NOUN', 'PREP+NOUN', 'NOUN', 'PREP', 'ADV', 'NOUN', 'NOUN', 'VERB', 'VERB_PSEUDO+PRON', 'ADJ']",Syria
300,301,اكل البيضه وقشرتا,"['اكل', 'البيضه', 'وقشرتا']","['VERB', 'PART_DET+NOUN', 'CONJ+NOUN+PRON']",Iraq
301,302,ما قادر يدافع عن حاله بوقائع مقنعه ضاع شادي ومد ايده على امرأه,"['ما', 'قادر', 'يدافع', 'عن', 'حاله', 'بوقائع', 'مقنعه', 'ضاع', 'شادي', 'ومد', 'ايده', 'على', 'امرأه']","['PART_NEG', 'NOUN', 'VERB', 'PREP', 'NOUN+PRON', 'PREP+NOUN', 'ADJ', 'VERB', 'NOUN_PROP', 'CONJ+VERB', 'NOUN+PRON', 'PREP', 'NOUN']",Yemen
302,303,"شادي عم يمتلك اشيا مش لالو وعم يتصرف باكتر من ما بحقلو , هيي لي عطتو وهي لي بتاخد منو بس تحسو مش اهل بقه للثقه","['شادي', 'عم', 'يمتلك', 'اشيا', 'مش', 'لالو', 'وعم', 'يتصرف', 'باكتر', 'من', 'ما', 'بحقلو', ',', 'هيي', 'لي', 'عطتو', 'وهي', 'لي', 'بتاخد', 'منو', 'بس', 'تحسو', 'مش', 'اهل', 'بقه', 'للثقه']","['NOUN_PROP', 'PART_PROG', 'VERB', 'NOUN', 'PART_NEG', 'PREP+PRON', 'CONJ+PART_PROG', 'VERB', 'PREP+ADJ_COMP', 'PREP', 'PRON_REL', 'PREP+VERB+CONJ', 'PUNC', 'PRON_DEM', 'PRON_REL', 'VERB+PRON', 'CONJ+PRON', 'PRON_REL', 'PREP+VERB', 'PREP+PRON', 'CONJ', 'VERB+PRON', 'PART_NEG', 'NOUN', 'NOUN', 'PREP+PREP+NOUN']",Iraq
303,304,دفاع فريق اليوفي منظم اكتر من مطار بيروت الدولي,"['دفاع', 'فريق', 'اليوفي', 'منظم', 'اكتر', 'من', 'مطار', 'بيروت', 'الدولي']","['NOUN', 'NOUN', 'PART_DET+FORIEGN', 'ADJ', 'ADJ_COMP', 'PREP', 'NOUN', 'NOUN_PROP', 'PART_DET+ADJ']",Libya
304,305,انو المناصب بتهمنا اكتر من مصلحه البلد,"['انو', 'المناصب', 'بتهمنا', 'اكتر', 'من', 'مصلحه', 'البلد']","['INTERJ', 'PART_DET+NOUN', 'PART+VERB+PRON', 'ADJ_COMP', 'PREP', 'NOUN', 'PART_DET+NOUN']",Libya
305,306,اكتر ناس عرفو الصح هني الناس اللي عملو غلط الله يا ناصيف,"['اكتر', 'ناس', 'عرفو', 'الصح', 'هني', 'الناس', 'اللي', 'عملو', 'غلط', 'الله', 'يا', 'ناصيف']","['ADJ_COMP', 'NOUN', 'VERB', 'PART_DET+NOUN', 'PRON_DEM', 'PART_DET+NOUN', 'PRON_REL', 'VERB', 'NOUN', 'NOUN_PROP', 'PART_VOC', 'NOUN_PROP']",Syria
306,307,انعدمت الحياه الاجتماعيه اكتر واكتر,"['انعدمت', 'الحياه', 'الاجتماعيه', 'اكتر', 'واكتر']","['VERB', 'PART_DET+NOUN', 'PART_DET+ADJ', 'ADJ_COMP', 'CONJ+ADJ_COMP']",Libya
307,308,لبنان البلد الأكثر سعاده عالميا والحمدلله سعادتنا عم بتزيد كل يوم اكثر من اللي قبلو,"['لبنان', 'البلد', 'الأكثر', 'سعاده', 'عالميا', 'والحمدلله', 'سعادتنا', 'عم', 'بتزيد', 'كل', 'يوم', 'اكثر', 'من', 'اللي', 'قبلو']","['NOUN_PROP', 'PART_DET+NOUN', 'PART_DET+ADJ_NUM', 'NOUN', 'ADJ', 'CONJ+NOUN_PROP', 'NOUN+PRON', 'PART_PROG', 'PART+VERB', 'NOUN_QUANT', 'NOUN', 'ADJ_COMP', 'PREP', 'PRON_REL', 'ADV+PRON']",Jordan
308,309,يطلعلو شعبيه اكثر من شعبيه الجنرال,"['يطلعلو', 'شعبيه', 'اكثر', 'من', 'شعبيه', 'الجنرال']","['VERB+ADV', 'NOUN', 'ADJ_COMP', 'PREP', 'NOUN', 'PART_DET+NOUN']",Libya
309,310,الرئيس نحن جميعا حكومه ودوله في خدمه المواطن بس مش لاحظين خدماتكم تسعيرتها غاليه شوي المواطن فلس شكر الله سعيكم,"['الرئيس', 'نحن', 'جميعا', 'حكومه', 'ودوله', 'في', 'خدمه', 'المواطن', 'بس', 'مش', 'لاحظين', 'خدماتكم', 'تسعيرتها', 'غاليه', 'شوي', 'المواطن', 'فلس', 'شكر', 'الله', 'سعيكم']","['PART_DET+NOUN', 'PRON', 'ADV', 'NOUN', 'CONJ+NOUN', 'PREP', 'NOUN', 'PART_DET+NOUN', 'CONJ', 'PART_NEG', 'NOUN', 'NOUN+PRON', 'NOUN+PRON', 'ADJ', 'ADJ_NUM', 'PART_DET+NOUN', 'ADJ', 'NOUN', 'NOUN_PROP', 'NOUN+PRON']",Yemen
310,311,برنامج انساني بامتياز شكرا ويسام صباغ شكرا اوتيفي,"['برنامج', 'انساني', 'بامتياز', 'شكرا', 'ويسام', 'صباغ', 'شكرا', 'اوتيفي']","['NOUN', 'ADJ', 'PREP+ADJ', 'VERB_NOM', 'NOUN_PROP', 'NOUN', 'VERB_NOM', 'FORIEGN']",Iraq
311,312,من بعد ما بكينا مع لين اليوم ضحكنا,"['من', 'بعد', 'ما', 'بكينا', 'مع', 'لين', 'اليوم', 'ضحكنا']","['PREP', 'ADV', 'PART_NEG', 'VERB', 'PREP', 'NOUN', 'PART_DET+ADV', 'VERB']",Yemen
312,313,الى الفانز الليله غير كل الليالي على السهره خوات جنون زلزال تكسير اجواء والا اجمل فرح مغنى دبكه رقص ضحك,"['الى', 'الفانز', 'الليله', 'غير', 'كل', 'الليالي', 'على', 'السهره', 'خوات', 'جنون', 'زلزال', 'تكسير', 'اجواء', 'والا', 'اجمل', 'فرح', 'مغنى', 'دبكه', 'رقص', 'ضحك']","['PREP', 'PART_DET+FORIEGN', 'PART_DET+NOUN', 'ADV', 'NOUN_QUANT', 'PART_DET+NOUN', 'PREP', 'PART_DET+NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'CONJ_SUB', 'ADJ_COMP', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN']",Iraq
313,314,عيب على الشعب مش على اصحاب السلطه هم ينتخبوهم,"['عيب', 'على', 'الشعب', 'مش', 'على', 'اصحاب', 'السلطه', 'هم', 'ينتخبوهم']","['NOUN', 'PREP', 'PART_DET+NOUN', 'PART_NEG', 'PREP', 'NOUN', 'PART_DET+NOUN', 'PRON', 'VERB+PRON']",Yemen
314,315,لكل شخص مركز بحياتي اكثر مني اتمنى لك مشاهده ممتعه,"['لكل', 'شخص', 'مركز', 'بحياتي', 'اكثر', 'مني', 'اتمنى', 'لك', 'مشاهده', 'ممتعه']","['PREP+NOUN_QUANT', 'NOUN', 'NOUN', 'PREP+NOUN+PRON', 'ADJ_COMP', 'PREP+PRON', 'VERB', 'PRON', 'NOUN', 'ADJ']",Yemen
315,316,بالمجلس النيابي لما شاحنه بتهزم دوله يعني سلملي عاوزير الداخليه ووزير الدفاع والعماد واهم شي السلام لاللواء عباس ابراهيم,"['بالمجلس', 'النيابي', 'لما', 'شاحنه', 'بتهزم', 'دوله', 'يعني', 'سلملي', 'عاوزير', 'الداخليه', 'ووزير', 'الدفاع', 'والعماد', 'واهم', 'شي', 'السلام', 'لاللواء', 'عباس', 'ابراهيم']","['PREP+PART_DET+NOUN', 'PART_DET+ADJ', 'CONJ', 'NOUN', 'PREP+VERB', 'NOUN', 'VERB', 'VERB+PRON', 'PREP+NOUN', 'PART_DET+NOUN', 'CONJ+NOUN', 'PART_DET+NOUN', 'CONJ+PART_DET+NOUN', 'CONJ+ADJ_COMP', 'NOUN', 'PART_DET+NOUN', 'PREP+PART_DET+NOUN', 'NOUN_PROP', 'NOUN_PROP']",Iraq
316,317,هو عباره عن حكي بيدمج العربيه مع الفرنسي مع الانكليزي مع نكهه الإيطالي اذا الشخص ممحون زياده,"['هو', 'عباره', 'عن', 'حكي', 'بيدمج', 'العربيه', 'مع', 'الفرنسي', 'مع', 'الانكليزي', 'مع', 'نكهه', 'الإيطالي', 'اذا', 'الشخص', 'ممحون', 'زياده']","['PRON_DEM', 'NOUN', 'PREP', 'NOUN', 'PART+VERB', 'PART_DET+NOUN', 'PREP', 'PART_DET+NOUN', 'PREP', 'PART_DET+NOUN', 'PREP', 'NOUN', 'PART_DET+NOUN', 'CONJ_SUB', 'PART_DET+NOUN', 'ADJ', 'ADJ_NUM']",Yemen
317,318,انا من النوع اللي اذا حدا قلي ما تنساش لازم انسى واذا قلي انسى مستحيل انسى,"['انا', 'من', 'النوع', 'اللي', 'اذا', 'حدا', 'قلي', 'ما', 'تنساش', 'لازم', 'انسى', 'واذا', 'قلي', 'انسى', 'مستحيل', 'انسى']","['PRON', 'PREP', 'PART_DET+NOUN', 'PRON_REL', 'CONJ_SUB', 'PRON', 'VERB+PRON', 'PART_NEG', 'VERB', 'NOUN', 'VERB', 'CONJ+CONJ_SUB', 'VERB+PRON', 'VERB', 'ADV', 'VERB']",Jordan
318,319,الجيش اللبناني يلقي القبض على كل المسؤولين ويعلن حكومه عسكريه مؤقته تمهيدا لإجراء استفتاء على قانون انتخابي جديد,"['الجيش', 'اللبناني', 'يلقي', 'القبض', 'على', 'كل', 'المسؤولين', 'ويعلن', 'حكومه', 'عسكريه', 'مؤقته', 'تمهيدا', 'لإجراء', 'استفتاء', 'على', 'قانون', 'انتخابي', 'جديد']","['PART_DET+NOUN', 'PART_DET+ADJ', 'VERB', 'PART_DET+NOUN', 'PREP', 'NOUN_QUANT', 'PART_DET+NOUN', 'CONJ+VERB', 'NOUN', 'ADJ', 'ADJ', 'ADV', 'PREP+NOUN', 'NOUN', 'PREP', 'NOUN', 'ADJ', 'ADJ']",Yemen
319,320,بس نحضرك منتمنى الوقت يوقف بس كرمال ما يخلص,"['بس', 'نحضرك', 'منتمنى', 'الوقت', 'يوقف', 'بس', 'كرمال', 'ما', 'يخلص']","['CONJ', 'VERB+PRON', 'PART+VERB', 'PART_DET+NOUN', 'VERB', 'CONJ', 'ADV', 'PRON_REL', 'VERB']",Syria
320,321,ما بعرف كيف عم لحق اضحك واحضر واضحك واعمل تويت واضحك حلقه متل ما عودتونا جنون وضحك,"['ما', 'بعرف', 'كيف', 'عم', 'لحق', 'اضحك', 'واحضر', 'واضحك', 'واعمل', 'تويت', 'واضحك', 'حلقه', 'متل', 'ما', 'عودتونا', 'جنون', 'وضحك']","['PART_NEG', 'PART+VERB', 'PRON_EXCLAM', 'PART_PROG', 'NOUN', 'VERB', 'CONJ+VERB', 'CONJ+VERB', 'CONJ+VERB', 'FORIEGN', 'CONJ+VERB', 'NOUN', 'ADV', 'PART_NEG', 'VERB+PRON', 'NOUN', 'CONJ+VERB']",Syria
