Sentence_ID,sentence,Tokens,NER_Tags,Dialect
1243,"رسالتي الكم يا عرب يا شعوب أمدت للغرب رسالة أخيرة . . . حاسب نفسك . . اعرف أصلك وفصلك . . اعرف وين أنت . . وشو وظيفتك بهذا العالم . . لشو مخلق . . قبل ما نهايتك مش عيد ميلادي . . صدقني مش عارف شو راح يكون موقفك . . أنا بقولك كل عام وأنت بخير . . وعيد موتك راح يكون عيد ميلاد سعيد اذا ما حركت شى , ولا أعملت شى لصالح بلدك فلسطين وإخوتك فى غزة . . قوم ولا قوم بقولك . . انتفض صرخ . . يا حبيبي اقرأ عن بلدك . . غني أغاني وطنية . . كون مجموعة شبابية بتحكى عن الوطن والقضية . . شكرا هذه أجمل هدية .","['رسالتي', 'الكم', 'يا', 'عرب', 'يا', 'شعوب', 'أمدت', 'للغرب', 'رسالة', 'أخيرة', '.', '.', '.', 'حاسب', 'نفسك', '.', '.', 'اعرف', 'أصلك', 'وفصلك', '.', '.', 'اعرف', 'وين', 'أنت', '.', '.', 'وشو', 'وظيفتك', 'بهذا', 'العالم', '.', '.', 'لشو', 'مخلق', '.', '.', 'قبل', 'ما', 'نهايتك', 'مش', 'عيد', 'ميلادي', '.', '.', 'صدقني', 'مش', 'عارف', 'شو', 'راح', 'يكون', 'موقفك', '.', '.', 'أنا', 'بقولك', 'كل', 'عام', 'وأنت', 'بخير', '.', '.', 'وعيد', 'موتك', 'راح', 'يكون', 'عيد', 'ميلاد', 'سعيد', 'اذا', 'ما', 'حركت', 'شى', ',', 'ولا', 'أعملت', 'شى', 'لصالح', 'بلدك', 'فلسطين', 'وإخوتك', 'فى', 'غزة', '.', '.', 'قوم', 'ولا', 'قوم', 'بقولك', '.', '.', 'انتفض', 'صرخ', '.', '.', 'يا', 'حبيبي', 'اقرأ', 'عن', 'بلدك', '.', '.', 'غني', 'أغاني', 'وطنية', '.', '.', 'كون', 'مجموعة', 'شبابية', 'بتحكى', 'عن', 'الوطن', 'والقضية', '.', '.', 'شكرا', 'هذه', 'أجمل', 'هدية', '.']","['O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Jordan
1244,تم النشر قبل بواسطة عبد الحميد عبد العاطي,"['تم', 'النشر', 'قبل', 'بواسطة', 'عبد', 'الحميد', 'عبد', 'العاطي']","['O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'I-PERS', 'I-PERS']",Sudan
1245,"أكثر من أسبوعين والبلد ما فيها بنزين ولا سولار , والغاز شحيح والكهربا مرة بتيجي ومرة بتقطع , والسوق زى السكين ورطل البندورة صار كيس طحين , والجامعات واقفة لا شغل ولا مشغلة , والشباب بتلاقيهم قاعدين على الرصيف بشربوا شيشا و بقولوا هي هذه عيشة , وأنا لسا بمشي . . شفت سواق قاعد بعرفه رديت السلام . . .","['أكثر', 'من', 'أسبوعين', 'والبلد', 'ما', 'فيها', 'بنزين', 'ولا', 'سولار', ',', 'والغاز', 'شحيح', 'والكهربا', 'مرة', 'بتيجي', 'ومرة', 'بتقطع', ',', 'والسوق', 'زى', 'السكين', 'ورطل', 'البندورة', 'صار', 'كيس', 'طحين', ',', 'والجامعات', 'واقفة', 'لا', 'شغل', 'ولا', 'مشغلة', ',', 'والشباب', 'بتلاقيهم', 'قاعدين', 'على', 'الرصيف', 'بشربوا', 'شيشا', 'و', 'بقولوا', 'هي', 'هذه', 'عيشة', ',', 'وأنا', 'لسا', 'بمشي', '.', '.', 'شفت', 'سواق', 'قاعد', 'بعرفه', 'رديت', 'السلام', '.', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OCC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Sudan
1246,رد : هو هذا سؤال . . عيب عليك يا رجل .,"['رد', ':', 'هو', 'هذا', 'سؤال', '.', '.', 'عيب', 'عليك', 'يا', 'رجل', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Saudi Arabia
1247,قلته : شو كفرنا إحنا . . الحق عليا اللي بطمن عليك .,"['قلته', ':', 'شو', 'كفرنا', 'إحنا', '.', '.', 'الحق', 'عليا', 'اللي', 'بطمن', 'عليك', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Jordan
1248,قلى : يعني أنت مش عارف كيف حالي . . قعدوا ينقوا علينا لحد ما قعدنا . . السيارة واقفة إلها يوم . . لتر السولار صار ب شيكل . . وفى ناس بتعبي سيرج وكاز ابيض وزيت موتور وأبصر شو . . عشان أتدبر حالها . . وإحنا ما حدا سائل فينا نموت نعيش طز فينا .,"['قلى', ':', 'يعني', 'أنت', 'مش', 'عارف', 'كيف', 'حالي', '.', '.', 'قعدوا', 'ينقوا', 'علينا', 'لحد', 'ما', 'قعدنا', '.', '.', 'السيارة', 'واقفة', 'إلها', 'يوم', '.', '.', 'لتر', 'السولار', 'صار', 'ب', 'شيكل', '.', '.', 'وفى', 'ناس', 'بتعبي', 'سيرج', 'وكاز', 'ابيض', 'وزيت', 'موتور', 'وأبصر', 'شو', '.', '.', 'عشان', 'أتدبر', 'حالها', '.', '.', 'وإحنا', 'ما', 'حدا', 'سائل', 'فينا', 'نموت', 'نعيش', 'طز', 'فينا', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MONEY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Jordan
1249,"قلته : بعين الله يا ابو فادي بدنا نصمد وهذا مصيرنا , ربنا خلقنا لنقاوم وندافع عن هالامة النايمة .","['قلته', ':', 'بعين', 'الله', 'يا', 'ابو', 'فادي', 'بدنا', 'نصمد', 'وهذا', 'مصيرنا', ',', 'ربنا', 'خلقنا', 'لنقاوم', 'وندافع', 'عن', 'هالامة', 'النايمة', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
1250,قلى : عبد بتنكش رأس أنت . . وله لشو بدك تصل فهمني .,"['قلى', ':', 'عبد', 'بتنكش', 'رأس', 'أنت', '.', '.', 'وله', 'لشو', 'بدك', 'تصل', 'فهمني', '.']","['O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
1251,قلته : أنا حابب اعرف بس وأنت عرفني يا ابو فادي .,"['قلته', ':', 'أنا', 'حابب', 'اعرف', 'بس', 'وأنت', 'عرفني', 'يا', 'ابو', 'فادي', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O']",Jordan
1252,"قلى : بشو اطلع أقاوم بجوعي . . وله بظلم اخويا . . وله بصحن فاضي , وله بسكينة حافية من 10 شهور ما قطعت اللحمة . . وله بحجر مهيون , وله بسيارتي اللي ما بتساوي , وله بشو بدك اياني أضحي ولمين . . عشان يطلعوا على ظهورنا زى كل مرة . . إحنا ما بدنا هدول ولا هدول . . وقرفنا الكلام المعسول . . وصدقني اللي جاي أصعب من اليوم .","['قلى', ':', 'بشو', 'اطلع', 'أقاوم', 'بجوعي', '.', '.', 'وله', 'بظلم', 'اخويا', '.', '.', 'وله', 'بصحن', 'فاضي', ',', 'وله', 'بسكينة', 'حافية', 'من', '10', 'شهور', 'ما', 'قطعت', 'اللحمة', '.', '.', 'وله', 'بحجر', 'مهيون', ',', 'وله', 'بسيارتي', 'اللي', 'ما', 'بتساوي', ',', 'وله', 'بشو', 'بدك', 'اياني', 'أضحي', 'ولمين', '.', '.', 'عشان', 'يطلعوا', 'على', 'ظهورنا', 'زى', 'كل', 'مرة', '.', '.', 'إحنا', 'ما', 'بدنا', 'هدول', 'ولا', 'هدول', '.', '.', 'وقرفنا', 'الكلام', 'المعسول', '.', '.', 'وصدقني', 'اللي', 'جاي', 'أصعب', 'من', 'اليوم', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']",Jordan
1253,"قلى : لما ما بلاقي الأكل لأولادي والجوع صار فطور وغدا وعشا . . ولما بنسمع التلفزيون بتيجي مساعدات . . أنا نفسي اعرف وين بتروح . . ومين أحق مني . . وله لناس وناس الحكاية . . إذا بقينا هيك , عمروا ربنا ما ينصرنا .","['قلى', ':', 'لما', 'ما', 'بلاقي', 'الأكل', 'لأولادي', 'والجوع', 'صار', 'فطور', 'وغدا', 'وعشا', '.', '.', 'ولما', 'بنسمع', 'التلفزيون', 'بتيجي', 'مساعدات', '.', '.', 'أنا', 'نفسي', 'اعرف', 'وين', 'بتروح', '.', '.', 'ومين', 'أحق', 'مني', '.', '.', 'وله', 'لناس', 'وناس', 'الحكاية', '.', '.', 'إذا', 'بقينا', 'هيك', ',', 'عمروا', 'ربنا', 'ما', 'ينصرنا', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Jordan
1254,"قلته : الحق علينا انه إحنا ساكتين , أصول ننتفض ونحكي بحرية .","['قلته', ':', 'الحق', 'علينا', 'انه', 'إحنا', 'ساكتين', ',', 'أصول', 'ننتفض', 'ونحكي', 'بحرية', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Jordan
1255,قلته : لا يا ابو فادي أنت اقوي من هيك . . وعزيمتك اصلب واشد .,"['قلته', ':', 'لا', 'يا', 'ابو', 'فادي', 'أنت', 'اقوي', 'من', 'هيك', '.', '.', 'وعزيمتك', 'اصلب', 'واشد', '.']","['O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
1256,قلته : صحيح لو في إسلام وفى مسلمين بعرفوا الله لكان حالنا غير هالحال . . بس شو تقول . . ماشى عم ابو فادي بدي أروح . . بدك شي .,"['قلته', ':', 'صحيح', 'لو', 'في', 'إسلام', 'وفى', 'مسلمين', 'بعرفوا', 'الله', 'لكان', 'حالنا', 'غير', 'هالحال', '.', '.', 'بس', 'شو', 'تقول', '.', '.', 'ماشى', 'عم', 'ابو', 'فادي', 'بدي', 'أروح', '.', '.', 'بدك', 'شي', '.']","['O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
1257,قلى : سلامتك الله يسهل عليك . . وما تزعل من كلامي بس بفضفض . . وبجد نفس هالوضع يتغير . . وما تفكر إني ما راح أقاوم لو دخلوا اليهود . . صدقني مش أنا اللي ممكن يخون وطنه .,"['قلى', ':', 'سلامتك', 'الله', 'يسهل', 'عليك', '.', '.', 'وما', 'تزعل', 'من', 'كلامي', 'بس', 'بفضفض', '.', '.', 'وبجد', 'نفس', 'هالوضع', 'يتغير', '.', '.', 'وما', 'تفكر', 'إني', 'ما', 'راح', 'أقاوم', 'لو', 'دخلوا', 'اليهود', '.', '.', 'صدقني', 'مش', 'أنا', 'اللي', 'ممكن', 'يخون', 'وطنه', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Jordan
1258,"أيها العرب , استحلفكم بما تبقى في هذه الأمة من طفولة وحب وصداقة وأشجار وطيور وسحب وأنهار وفراشات , استحلفكم بتحية إعلامها عند الصباح وإطراقة جبينها عند المساء , لقد جربتم الإرهاب سنين وقرونا طويلة وها أنتم ترون إلى أين أودى بشعوبكم .","['أيها', 'العرب', ',', 'استحلفكم', 'بما', 'تبقى', 'في', 'هذه', 'الأمة', 'من', 'طفولة', 'وحب', 'وصداقة', 'وأشجار', 'وطيور', 'وسحب', 'وأنهار', 'وفراشات', ',', 'استحلفكم', 'بتحية', 'إعلامها', 'عند', 'الصباح', 'وإطراقة', 'جبينها', 'عند', 'المساء', ',', 'لقد', 'جربتم', 'الإرهاب', 'سنين', 'وقرونا', 'طويلة', 'وها', 'أنتم', 'ترون', 'إلى', 'أين', 'أودى', 'بشعوبكم', '.']","['O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Modern Standard Arabic
1259,تم النشر قبل بواسطة عبد الحميد عبد العاطي,"['تم', 'النشر', 'قبل', 'بواسطة', 'عبد', 'الحميد', 'عبد', 'العاطي']","['O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'I-PERS', 'I-PERS']",Sudan
1260,بنادي المنادي,"['بنادي', 'المنادي']","['O', 'O']",Qatar
1261,حي على ألعنادي,"['حي', 'على', 'ألعنادي']","['O', 'O', 'O']",Tunisia
1262,حي على الفتنة,"['حي', 'على', 'الفتنة']","['O', 'O', 'O']",Tunisia
1263,حي على الميلادي,"['حي', 'على', 'الميلادي']","['O', 'O', 'O']",Tunisia
1264,بالليل في لليل,"['بالليل', 'في', 'لليل']","['O', 'O', 'O']",Tunisia
1265,عصفور بفكر صوته,"['عصفور', 'بفكر', 'صوته']","['O', 'O', 'O']",Syria
1266,بكفينا كذب واجعار,"['بكفينا', 'كذب', 'واجعار']","['O', 'O', 'O']",Lebanon
1267,مرة مسيرة ومرة نفير,"['مرة', 'مسيرة', 'ومرة', 'نفير']","['O', 'O', 'O', 'O']",Saudi Arabia
1268,وإحنا العقل بدو يطير,"['وإحنا', 'العقل', 'بدو', 'يطير']","['O', 'O', 'O', 'O']",Jordan
1269,بنفكر في شهيد بدنا نزفه,"['بنفكر', 'في', 'شهيد', 'بدنا', 'نزفه']","['O', 'O', 'O', 'O', 'O']",Palestine
1270,بنفكر بكره العيد بدنا نشفه,"['بنفكر', 'بكره', 'العيد', 'بدنا', 'نشفه']","['O', 'O', 'B-EVENT', 'O', 'O']",Jordan
1271,وبنفكر لما نفكر . . يا جماعة حسوا,"['وبنفكر', 'لما', 'نفكر', '.', '.', 'يا', 'جماعة', 'حسوا']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Saudi Arabia
1272,بضيع الوطن وانتو لسا بتحشوا,"['بضيع', 'الوطن', 'وانتو', 'لسا', 'بتحشوا']","['O', 'O', 'O', 'O', 'O']",Syria
1273,معقول اللي بصير . بيت الله,"['معقول', 'اللي', 'بصير', '.', 'بيت', 'الله']","['O', 'O', 'O', 'O', 'O', 'O']",Jordan
1274,وشرع المآذن أصبح أسير,"['وشرع', 'المآذن', 'أصبح', 'أسير']","['O', 'O', 'O', 'O']",Morocco
1275,غزة اليوم وكل يوم خايفة,"['غزة', 'اليوم', 'وكل', 'يوم', 'خايفة']","['B-GPE', 'B-DATE', 'O', 'O', 'O']",Syria
1276,ومن كل واحد ميال,"['ومن', 'كل', 'واحد', 'ميال']","['O', 'O', 'O', 'O']",Lebanon
1277,بقول انه بطل,"['بقول', 'انه', 'بطل']","['O', 'O', 'O']",Jordan
1278,وهو شريحته بصل,"['وهو', 'شريحته', 'بصل']","['O', 'O', 'O']",Egypt
1279,وسلامات وبكفينا جدل,"['وسلامات', 'وبكفينا', 'جدل']","['O', 'O', 'O']",Syria
1280,وابقوا قبلوني بالمعتقل,"['وابقوا', 'قبلوني', 'بالمعتقل']","['O', 'O', 'O']",Iraq
1281,تم النشر قبل بواسطة عبد الحميد عبد العاطي,"['تم', 'النشر', 'قبل', 'بواسطة', 'عبد', 'الحميد', 'عبد', 'العاطي']","['O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'I-PERS', 'I-PERS']",Sudan
1282,مسرحية رجل على الهاوية,"['مسرحية', 'رجل', 'على', 'الهاوية']","['O', 'O', 'O', 'O']",Algeria
1283,رجل على الهاوية,"['رجل', 'على', 'الهاوية']","['O', 'O', 'O']",Algeria
1284,تأليف,['تأليف'],['O'],Sudan
1285,شخصيات المسرحية,"['شخصيات', 'المسرحية']","['O', 'O']",Iraq
1286,كريم,['كريم'],['B-PERS'],Yemen
1287,مدير عام ومريض نفسي وهو زوج هبه وأب مريم,"['مدير', 'عام', 'ومريض', 'نفسي', 'وهو', 'زوج', 'هبه', 'وأب', 'مريم']","['B-OCC', 'I-OCC', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'B-PERS']",Iraq
1288,زوجة الكريمة الحنونة والمتفهمة وهى أم مريم,"['زوجة', 'الكريمة', 'الحنونة', 'والمتفهمة', 'وهى', 'أم', 'مريم']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PERS']",Egypt
1289,مريم,['مريم'],['B-PERS'],Iraq
1290,هي ابنة كريم وهبه وهى البنت الشاطرة الذكية,"['هي', 'ابنة', 'كريم', 'وهبه', 'وهى', 'البنت', 'الشاطرة', 'الذكية']","['O', 'O', 'B-PERS', 'B-PERS', 'O', 'O', 'O', 'O']",Egypt
1291,فيروز,['فيروز'],['B-PERS'],Syria
1292,فريال,['فريال'],['B-PERS'],Tunisia
1293,شخصية مختلفة تمام عن فيروز من ناحية العقلية والتفكير وأيضا جارة كريم,"['شخصية', 'مختلفة', 'تمام', 'عن', 'فيروز', 'من', 'ناحية', 'العقلية', 'والتفكير', 'وأيضا', 'جارة', 'كريم']","['O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS']",Oman
1294,شخصية أساسية في المسرحية ويكون بان خالة هبه,"['شخصية', 'أساسية', 'في', 'المسرحية', 'ويكون', 'بان', 'خالة', 'هبه']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS']",Libya
1295,المدير,['المدير'],['B-OCC'],Tunisia
1296,صوت خارجي لكنه شخصية موجودة تلعب دور راقي,"['صوت', 'خارجي', 'لكنه', 'شخصية', 'موجودة', 'تلعب', 'دور', 'راقي']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Saudi Arabia
1297,وهناك بعض الجنود المجهولين الذين يلعبون الدور الأهم والمميز في إنجاح العمل المسرحي حتى يرتقي للمشاهد الضيف .,"['وهناك', 'بعض', 'الجنود', 'المجهولين', 'الذين', 'يلعبون', 'الدور', 'الأهم', 'والمميز', 'في', 'إنجاح', 'العمل', 'المسرحي', 'حتى', 'يرتقي', 'للمشاهد', 'الضيف', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Modern Standard Arabic
1298,المشهد الأول,"['المشهد', 'الأول']","['O', 'B-ORDINAL']",Egypt
1299,وصف المكان : رسم على جدار المسرح صورة تعبيرية مع إضافة ملحقات الشارع وعمود إنارة قديم وساحة فارغة وعدة أحجار قديمة وتجول بعض النسوة في باحة الشارع وعلي رأسهم بعض الأكياس وبعض السلال .,"['وصف', 'المكان', ':', 'رسم', 'على', 'جدار', 'المسرح', 'صورة', 'تعبيرية', 'مع', 'إضافة', 'ملحقات', 'الشارع', 'وعمود', 'إنارة', 'قديم', 'وساحة', 'فارغة', 'وعدة', 'أحجار', 'قديمة', 'وتجول', 'بعض', 'النسوة', 'في', 'باحة', 'الشارع', 'وعلي', 'رأسهم', 'بعض', 'الأكياس', 'وبعض', 'السلال', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Modern Standard Arabic
1300,"أقلص عدد الموظفين ل 80 بالمية , وبس تتعدل الأمور بنرجع بنشغلك , وما تقلق","['أقلص', 'عدد', 'الموظفين', 'ل', '80', 'بالمية', ',', 'وبس', 'تتعدل', 'الأمور', 'بنرجع', 'بنشغلك', ',', 'وما', 'تقلق']","['O', 'O', 'B-NORP', 'O', 'B-PERCENT', 'I-PERCENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
1301,المسالة مسالة وقت .,"['المسالة', 'مسالة', 'وقت', '.']","['O', 'O', 'O', 'O']",Morocco
1302,إضافة موسيقى تصورية,"['إضافة', 'موسيقى', 'تصورية']","['O', 'O', 'O']",Iraq
1303,نص الراتب لوقت ما تتعدل . . شو رايك ? .,"['نص', 'الراتب', 'لوقت', 'ما', 'تتعدل', '.', '.', 'شو', 'رايك', '?', '.']","['B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Jordan
1304,"المدير : صدقني ما بقدر , الدول المانحة قطعت كل المشاريع وسحبت الفلوس من البنك","['المدير', ':', 'صدقني', 'ما', 'بقدر', ',', 'الدول', 'المانحة', 'قطعت', 'كل', 'المشاريع', 'وسحبت', 'الفلوس', 'من', 'البنك']","['B-OCC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Jordan
1305,ومش باقي غير مشروع تنظيف الزبالة . . . . إذا بدك بشغلك فيه .,"['ومش', 'باقي', 'غير', 'مشروع', 'تنظيف', 'الزبالة', '.', '.', '.', '.', 'إذا', 'بدك', 'بشغلك', 'فيه', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
1306,"كريم : شو هبلت أنت ! ! من مدير عام لتنظيف الزبالة , أي والله انك واحد ما بتستحي .","['كريم', ':', 'شو', 'هبلت', 'أنت', '!', '!', 'من', 'مدير', 'عام', 'لتنظيف', 'الزبالة', ',', 'أي', 'والله', 'انك', 'واحد', 'ما', 'بتستحي', '.']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OCC', 'I-OCC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Oman
1307,"المدير : اطلع برا , اطلع برا بقولك . . . . . أما ناس مقرفة هذه .","['المدير', ':', 'اطلع', 'برا', ',', 'اطلع', 'برا', 'بقولك', '.', '.', '.', '.', '.', 'أما', 'ناس', 'مقرفة', 'هذه', '.']","['B-OCC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Sudan
1308,"دخول كريم المسرح مرميا على الأرض وأيضا الحقيبة التي معه إضافة موسيقي تصورية حزينة ويحاول بصعوبة كريم الترهل للحركة ويفك رابطة القرافة عن عنقه ويسير مترنحا في الشارع حتى وصوله للحارة وتراه بعض جارات الحارة المملات وهن كالعادة جلسات على قارعة الطريق بدقوا حنك , وتميل فيروز باتجاه فريال والتى هى بدورها تقشر البصل وتقول : :","['دخول', 'كريم', 'المسرح', 'مرميا', 'على', 'الأرض', 'وأيضا', 'الحقيبة', 'التي', 'معه', 'إضافة', 'موسيقي', 'تصورية', 'حزينة', 'ويحاول', 'بصعوبة', 'كريم', 'الترهل', 'للحركة', 'ويفك', 'رابطة', 'القرافة', 'عن', 'عنقه', 'ويسير', 'مترنحا', 'في', 'الشارع', 'حتى', 'وصوله', 'للحارة', 'وتراه', 'بعض', 'جارات', 'الحارة', 'المملات', 'وهن', 'كالعادة', 'جلسات', 'على', 'قارعة', 'الطريق', 'بدقوا', 'حنك', ',', 'وتميل', 'فيروز', 'باتجاه', 'فريال', 'والتى', 'هى', 'بدورها', 'تقشر', 'البصل', 'وتقول', ':', ':']","['O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Modern Standard Arabic
1309,فيروز : شايفة الهامل الهلس جاي على الحارة سكران .,"['فيروز', ':', 'شايفة', 'الهامل', 'الهلس', 'جاي', 'على', 'الحارة', 'سكران', '.']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tunisia
1310,فيروز : أي ما بحظ بذمتي إذا ما كان متزوج وحدة ثانية .,"['فيروز', ':', 'أي', 'ما', 'بحظ', 'بذمتي', 'إذا', 'ما', 'كان', 'متزوج', 'وحدة', 'ثانية', '.']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Lebanon
