,Sentence_id,sentence,Tokens,POS_Tags,Dialect
405,408,فتت بالحيط,"['فتت', 'بالحيط']","['فعل+ماضي', 'اسم']",Algeria
406,409,قحّط خروء معلاق طفران عمنول الهفا تشنططنا تلحلح سرنوة كركمة كرفتة تتحورئي بلهموطي انطمز,"['قحّط', 'خروق', 'معلاق', 'طفران', 'عمنول', 'الهفا', 'تشنططنا', 'تلحلح', 'سرنوة', 'كركمة', 'كرفتة', 'تتحورقي', 'بلهموطي', 'انطمز']","['فعل+أمر', 'صفة', 'صفة', 'صفة', 'اسم', 'اسم', 'فعل+ماضي', 'فعل+أمر', 'صفة', 'صفة', 'اسم', 'فعل+مضارع', 'صفة', 'فعل+ماضي']",Tunisia
407,410,لا تواخذني بهالكلمة,"['لا', 'تواخذني', 'بهالكلمة']","['أداة+نفي', 'فعل+مضارع', 'اسم']",Qatar
408,411,مع احترامي إلك,"['مع', 'احترامي', 'إلك']","['ظرف', 'اسم', 'حرف+جر']",Syria
409,412,شو بدك بطول السيرة,"['شو', 'بدك', 'بطول', 'السيرة']","['اسم+موصول', 'فعل+مضارع', 'اسم', 'اسم']",Syria
410,413,بلا معلمية عليك,"['بلا', 'معلمية', 'عليك']","['أداة+نفي', 'اسم', 'حرف+جر']",Tunisia
411,414,رحنا دبلكة,"['رحنا', 'دبلكة']","['فعل+ماضي', 'اسم']",Syria
412,415,سيد راسي,"['سيد', 'راسي']","['اسم', 'اسم']",Iraq
413,416,بدك الصحيح و لا ابن عمو,"['بدك', 'الصحيح', 'و', 'لا', 'ابن', 'عمه']","['فعل+مضارع', 'اسم', 'عطف', 'أداة+نفي', 'اسم', 'اسم']",Palestine
414,417,عيّن خير,"['عيّن', 'خير']","['فعل+أمر', 'اسم']",Libya
415,418,طاش حجري,"['طاش', 'حجري']","['فعل+ماضي', 'اسم']",Tunisia
416,419,صار الدم للركب,"['صار', 'الدم', 'للركب']","['فعل+ماضي', 'اسم', 'اسم']",Oman
417,420,خود و عطي,"['خذ', 'و', 'عطي']","['فعل+أمر', 'عطف', 'فعل+أمر']",Lebanon
419,422,الله يستر عليها,"['الله', 'يستر', 'عليها']","['اسم+علم', 'فعل+مضارع', 'حرف+جر']",Qatar
420,423,اشتهيناك معنا,"['اشتهيناك', 'معنا']","['فعل+ماضي', 'اسم']",Jordan
421,424,و حياة الخالقك ماني مفارقك,"['و', 'حياة', 'الخالقك', 'ماني', 'مفارقك']","['عطف', 'اسم', 'اسم', 'ضمير', 'صفة']",Tunisia
422,425,عقلو جوزتين بخرج,"['عقله', 'جوزتين', 'بخرج']","['اسم', 'اسم', 'اسم']",Lebanon
423,426,ما بيعرف الخمسة من الطمسة,"['ما', 'بيعرف', 'الخمسة', 'من', 'الطمسة']","['أداة+نفي', 'فعل+مضارع', 'اسم+عدد', 'حرف+جر', 'اسم']",Jordan
424,427,هديك الحسبة,"['هديك', 'الحسبة']","['ضمير+اشارة', 'اسم']",Syria
425,428,ما فقست عنو البيضة,"['ما', 'فقست', 'عنه', 'البيضة']","['أداة+نفي', 'فعل+ماضي', 'حرف+جر', 'اسم']",Lebanon
426,429,طق حنك,"['طق', 'حنك']","['اسم', 'اسم']",Syria
427,430,خطوف رجلك,"['اخطف', 'رجلك']","['فعل+أمر', 'اسم']",Libya
428,431,حط بالخرج,"['حط', 'بالخرج']","['فعل+أمر', 'اسم']",Yemen
429,432,قلبو عم يعمل حق بق,"['قلبه', 'عم', 'يعمل', 'حق', 'بق']","['اسم', 'أداة+مضارعة', 'فعل+مضارع', 'اسم', 'اسم']",Lebanon
430,433,يحرق حريشك,"['يحرق', 'حريشك']","['فعل+مضارع', 'اسم']",Yemen
438,441,انعمى عقلبي,"['انعمى', 'عقلبي']","['فعل+ماضي', 'اسم']",Iraq
439,442,زحل عقلي,"['زحل', 'عقلي']","['فعل+ماضي', 'اسم']",Tunisia
440,443,قلبت قد الكمشة,"['قلبت', 'قد', 'كمشة']","['فعل+ماضي', 'اسم', 'اسم']",Syria
441,444,أزّت نفسي,"['قزت', 'نفسي']","['فعل+ماضي', 'اسم']",Saudi Arabia
442,445,انهز بدني,"['انهز', 'بدني']","['فعل+ماضي', 'اسم']",Iraq
443,446,عصرت مخي,"['عصرت', 'مخي']","['فعل+ماضي', 'اسم']",Libya
444,447,خبط لزق,"['خبط', 'لزق']","['اسم', 'صفة']",Libya
447,450,ولي على قامتي,"['ولي', 'على', 'قامتي']","['اسم+فعل/جامد', 'حرف+جر', 'اسم']",Tunisia
448,451,شكلين ما بحكي,"['شكلين', 'ما', 'بحكي']","['اسم', 'أداة+نفي', 'فعل+مضارع']",Jordan
449,452,تشكل آسي,"['تشكل', 'آسي']","['فعل+مضارع', 'اسم']",Morocco
450,453,طلع من عيوني عامص,"['طلع', 'من', 'عيوني', 'عامص']","['فعل+ماضي', 'حرف+جر', 'اسم', 'اسم']",Jordan
453,456,أنا و أنتي الحب جمّعني بكي لن تعرفي كم أنا مبسوطن معكي و أعزّكي,"['أنا', 'و', 'انتي', 'الحب', 'جمعني', 'بكي', 'لن', 'تعرفي', 'كم', 'أنا', 'مبسوطن', 'معكي', 'و', 'أعزّكي']","['ضمير', 'عطف', 'ضمير', 'اسم', 'فعل+ماضي', 'حرف+جر', 'أداة+فعل', 'فعل+مضارع', 'اسم+موصول', 'ضمير', 'صفة', 'اسم', 'عطف', 'فعل+مضارع']",Palestine
454,457,بفضلي رقبتي سدادة معلم,"['بفضل', 'رقبتي', 'سدادة', 'معلم']","['اسم', 'اسم', 'اسم', 'صفة']",Syria
455,458,أحبك و الشعرو و البحرو و القرطاسو قد تقولين إنه ليس معو نقودن و ليس لهو طعمتي لكنني و لكنه ميتن فيكي عالآخري,"['احبك', 'و', 'الشعر', 'و', 'البحرو', 'و', 'القرطاس', 'قد', 'تقولين', 'أنه', 'ليس', 'معه', 'نقود', 'و', 'ليس', 'له', 'طعمتي', 'لكنني', 'و', 'لكنه', 'ميتن', 'فيكي', 'عالآخر']","['فعل+مضارع', 'عطف', 'اسم', 'عطف', 'اسم', 'عطف', 'اسم', 'أداة+فعل', 'فعل+مضارع', 'أداة+ربط', 'أداة+نفي', 'ظرف', 'اسم', 'عطف', 'أداة+نفي', 'حرف+جر', 'اسم', 'شبه+فعل', 'عطف', 'شبه+فعل', 'صفة', 'حرف+جر', 'صفة+مقارنة']",Algeria
456,459,أحب فيكي كل شيئن العيون منخاروكي التمو المنمنمي فتو بالحيطي أنتي لستي قليلة أنتي جميلة معكي تشعيلة,"['أحب', 'فيكي', 'كل', 'شي', 'العيون', 'منخاركي', 'التمو', 'المنمنم', 'فتو', 'بالحيط', 'انتي', 'لستي', 'قليلة', 'انتي', 'جميلة', 'معك', 'تشعيلة']","['فعل+مضارع', 'حرف+جر', 'اسم+كم', 'اسم', 'اسم', 'اسم', 'اسم', 'صفة', 'فعل+ماضي', 'اسم', 'ضمير', 'فعل+ماضي', 'صفة', 'ضمير', 'صفة', 'ظرف', 'اسم']",Tunisia
457,460,أنت بتعرف شو صاير فيك أستاذ .. صاير فيك إنو عيني فيه و تفو عليه أنت بتحبها و بدك تتزوجها بس ما بتقدر تتزوجها ليش ! لأنو هي قادرة و قوية قام شو عملت أنت تزوجتا ل لينا على أساس إنو هديك طابسة فيك للعمى و هي داخلة دخلة ماكنة على أساس إنتو شو يابا أنتو الشواام البلدي ، و هي بنت الضيعة الغبية .. قام شو طلعت ؟؟ ما طلعت البنت الدرويشة و خوزئتكن و خورفتكن بمتقدم و متأخر هالقد قدو و طلعت البنت بدها تلد بالشامي و بدها ديارة من عند,"['أنت', 'بتعرف', 'شو', 'صاير', 'فيك', 'أستاذ', '..', 'صاير', 'فيك', 'أنه', 'عيني', 'فيه', 'و', 'تفو', 'عليه', 'أنت', 'بتحبها', 'و', 'بدك', 'تتزوجها', 'بس', 'ما', 'بتقدر', 'تتزوجها', 'ليش', '!', 'لأنه', 'هي', 'قادرة', 'و', 'قوية', 'قام', 'شو', 'عملت', 'أنت', 'تزوجتها', 'ل', 'لينا', 'على', 'أساس', 'أنه', 'هذيك', 'طابسة', 'فيك', 'للعمى', 'و', 'هي', 'داخلة', 'دخلة', 'ماكنة', 'على', 'أساس', 'انتو', 'شو', 'يابا', 'انتو', 'الشوام', 'البلدي', '،', 'و', 'هي', 'بنت', 'الضيعة', 'الغبية', '..', 'قام', 'شو', 'طلعت', '؟', 'ما', 'طلعت', 'البنت', 'الدرويشة', 'و', 'خوزقتكم', 'و', 'خورفتكن', 'بمتقدم', 'و', 'متأخر', 'هالقد', 'قده', 'و', 'طلعت', 'البنت', 'بدها', 'تلد', 'بالشامي', 'و', 'بدها', 'ديارة', 'من', 'عند']","['ضمير', 'فعل+مضارع', 'اسم+موصول', 'اسم', 'حرف+جر', 'اسم', 'علامة+ترقيم', 'اسم', 'حرف+جر', 'أداة+ربط', 'اسم', 'حرف+جر', 'عطف', 'اسم', 'حرف+جر', 'ضمير', 'فعل+مضارع', 'عطف', 'فعل+مضارع', 'فعل+مضارع', 'ظرف', 'أداة+نفي', 'فعل+مضارع', 'فعل+مضارع', 'ظرف', 'علامة+ترقيم', 'أداة+ربط', 'ضمير', 'صفة', 'عطف', 'صفة', 'فعل+ماضي', 'اسم+موصول', 'فعل+ماضي', 'ضمير', 'فعل+ماضي', 'حرف+جر', 'اسم+علم', 'حرف+جر', 'اسم', 'أداة+ربط', 'ضمير+اشارة', 'صفة', 'حرف+جر', 'اسم', 'عطف', 'ضمير', 'صفة', 'اسم', 'صفة', 'حرف+جر', 'اسم', 'ضمير', 'اسم+موصول', 'اسم', 'ضمير', 'اسم', 'صفة', 'علامة+ترقيم', 'عطف', 'ضمير', 'اسم', 'اسم', 'صفة', 'علامة+ترقيم', 'فعل+ماضي', 'اسم+موصول', 'فعل+ماضي', 'علامة+ترقيم', 'أداة+نفي', 'فعل+ماضي', 'اسم', 'اسم', 'عطف', 'فعل+ماضي', 'عطف', 'فعل+ماضي', 'اسم', 'عطف', 'اسم', 'اسم', 'اسم', 'عطف', 'فعل+ماضي', 'اسم', 'فعل+مضارع', 'فعل+مضارع', 'اسم', 'عطف', 'فعل+مضارع', 'اسم', 'حرف+جر', 'ظرف']",Lebanon
458,461,فيك تخرس ؟,"['فيك', 'تخرس', '؟']","['حرف+جر', 'فعل+مضارع', 'علامة+ترقيم']",Lebanon
459,462,لا يا سيدي ما رح اخرس,"['لا', 'يا', 'سيدي', 'ما', 'رح', 'أخرس']","['أداة+نفي', 'أداة+نداء', 'اسم', 'أداة+نفي', 'أداة+استقبال', 'فعل+مضارع']",Lebanon
460,463,لهلأ ما عرفت ليش ما خليتني أقف مع أختي بهيك موقف,"['لهلأ', 'ما', 'عرفت', 'ليش', 'ما', 'خليتني', 'أقف', 'مع', 'أختي', 'بهيك', 'موقف']","['اسم', 'أداة+نفي', 'فعل+ماضي', 'ظرف', 'أداة+نفي', 'فعل+ماضي', 'فعل+مضارع', 'ظرف', 'اسم', 'ضمير+اشارة', 'اسم']",Jordan
461,464,هلأ بيتن بيكون مليان ناس هاي,"['هلأ', 'بيتهن', 'بيكون', 'مليان', 'ناس', 'هاي']","['ظرف', 'اسم', 'فعل+مضارع', 'اسم', 'اسم', 'صفة']",Palestine
462,465,أيواا أنت هادا الي مضايقك الشغلة مو إنه توقفي مع أختك الشغلة إنك تدخلي بهيك مجتمعات,"['أيوا', 'أنت', 'هادا', 'الي', 'مضايقك', 'الشغلة', 'مو', 'أنه', 'توقفي', 'مع', 'اختك', 'الشغلة', 'إنك', 'تدخلي', 'بهيك', 'مجتمعات']","['حرف-اختصار', 'ضمير', 'ضمير+اشارة', 'اسم+موصول', 'اسم', 'اسم', 'أداة+نفي', 'أداة+ربط', 'فعل+مضارع', 'ظرف', 'اسم', 'اسم', 'أداة+ربط', 'فعل+مضارع', 'ضمير+اشارة', 'اسم']",Syria
463,466,و شو عليه ازا الواحد تقرب من المجتمع المخملي يعني لازم تطالع حقدك الطبقي,"['و', 'شو', 'عليه', 'إذا', 'الواحد', 'تقرب', 'من', 'المجتمع', 'المخملي', 'يعني', 'لازم', 'تطالع', 'حقدك', 'الطبقي']","['عطف', 'اسم+موصول', 'حرف+جر', 'أداة+ربط', 'اسم', 'فعل+ماضي', 'حرف+جر', 'اسم', 'صفة', 'فعل+مضارع', 'صفة', 'فعل+مضارع', 'صفة', 'صفة']",Palestine
464,467,حقدي الطبقي !! يعني كتير عاجبِك إلي عاملته أختك !! قال حفل خيري قال لك الي بدو يعمل خير مع الناس المسحوقين ما برميلو الفتات ، و يا ريت هدف إنساني من ورا هالشغلة المصلحة الشخصية هي الي بتحرك شي بيضحك عشان يصرف جلابياته بقوم بيعمل حفل خيري,"['حقدي', 'الطبقي', '!', 'يعني', 'كثير', 'عاجبك', 'الي', 'عاملته', 'اختك', '!', 'قال', 'حفل', 'خيري', 'قال', 'لك', 'الي', 'بده', 'يعمل', 'خير', 'مع', 'الناس', 'المسحوقين', 'ما', 'بيرميله', 'الفتات', '،', 'و', 'يا', 'ريت', 'هدف', 'إنساني', 'من', 'ورا', 'هالشغلة', 'المصلحة', 'الشخصية', 'هي', 'الي', 'بتحرك', 'شي', 'بيضحك', 'عشان', 'يصرف', 'جلابياته', 'بيقوم', 'بيعمل', 'حفل', 'خيري']","['اسم', 'صفة', 'علامة+ترقيم', 'فعل+مضارع', 'صفة', 'صفة', 'اسم+موصول', 'فعل+ماضي', 'اسم', 'علامة+ترقيم', 'فعل+ماضي', 'اسم', 'صفة', 'فعل+ماضي', 'ضمير', 'اسم+موصول', 'فعل+مضارع', 'فعل+مضارع', 'اسم', 'ظرف', 'اسم', 'صفة', 'أداة+نفي', 'فعل+مضارع', 'اسم', 'علامة+ترقيم', 'عطف', 'أداة+نداء', 'شبه+فعل', 'اسم', 'صفة', 'حرف+جر', 'ظرف', 'اسم', 'اسم', 'صفة', 'ضمير', 'اسم+موصول', 'فعل+مضارع', 'اسم', 'فعل+مضارع', 'اسم', 'فعل+مضارع', 'اسم', 'فعل+مضارع', 'فعل+مضارع', 'اسم', 'صفة']",Lebanon
465,468,طالما معترض على تصرفاته ليش لابس من جلابياته,"['طالما', 'معترض', 'على', 'تصرفاته', 'ليش', 'لابس', 'من', 'جلابياته']","['ظرف', 'صفة', 'حرف+جر', 'اسم', 'أداة+استفهام', 'صفة', 'حرف+جر', 'اسم']",Syria
466,469,هلأ شو دخل الجلابية بالموضوع ، أنا معترض عالمبدأ,"['هلأ', 'شو', 'دخل', 'الجلابية', 'بالموضوع', '،', 'أنا', 'معترض', 'عالمبدأ']","['ظرف', 'اسم+موصول', 'اسم', 'اسم', 'اسم', 'علامة+ترقيم', 'ضمير', 'صفة', 'اسم']",Syria
468,471,لما يكمشوني رفقاتي طالعة مع حدا من الشلة و اقعد بررلن,"['لما', 'يكمشوني', 'رفقاتي', 'طالعة', 'مع', 'حدا', 'من', 'الشلة', 'و', 'أقعد', 'بررلهم']","['أداة+ربط', 'فعل+مضارع', 'اسم', 'صفة', 'ظرف', 'اسم', 'حرف+جر', 'اسم', 'عطف', 'فعل+مضارع', 'فعل+ماضي']",Lebanon
469,472,يعني إنتو ما تآخذوني بهالكلمة مو متل صباح خانم تسلملي عينا .... هي متلي زهراوية بتحب البسط إي إنتو الواحد بيقلكن عالطلعة قبل شهر و يا بتروحوا يا ما بتروحوا,"['يعني', 'انتو', 'ما', 'تآخذوني', 'بهالكلمة', 'مو', 'مثل', 'صباح', 'خانم', 'تسلملي', 'عينها', '..', 'هي', 'مثلي', 'زهراوية', 'بتحب', 'البسط', 'أي', 'انتو', 'الواحد', 'بيقلكم', 'عالطلعة', 'قبل', 'شهر', 'و', 'يا', 'بتروحوا', 'يا', 'ما', 'بتروحوا']","['فعل+مضارع', 'ضمير', 'أداة+نفي', 'فعل+مضارع', 'اسم', 'أداة+نفي', 'اسم', 'اسم+علم', 'اسم', 'فعل+مضارع', 'اسم', 'علامة+ترقيم', 'ضمير', 'اسم', 'صفة', 'فعل+مضارع', 'اسم', 'جواب', 'ضمير', 'اسم', 'فعل+مضارع', 'اسم', 'ظرف', 'اسم', 'عطف', 'أداة+نداء', 'فعل+مضارع', 'أداة+نداء', 'أداة+نفي', 'فعل+مضارع']",Syria
470,473,هو و هي عايشين أجار ما في شغل مركز اجتماعي سيء حتى بالعيلة كانو ما يقدروه و مو شايلينو من أرضو روح و تعا و اسكوت,"['هو', 'و', 'هي', 'عايشين', 'أجار', 'ما', 'في', 'شغل', 'مركز', 'اجتماعي', 'سيء', 'حتى', 'بالعيلة', 'كانوا', 'ما', 'يقدروه', 'و', 'مو', 'شايلينه', 'من', 'أرضه', 'روح', 'و', 'تعا', 'و', 'اسكوت']","['ضمير', 'عطف', 'ضمير', 'اسم', 'اسم', 'أداة+نفي', 'حرف+جر', 'اسم', 'اسم', 'صفة', 'صفة', 'أداة+ربط', 'اسم', 'فعل+ماضي', 'أداة+نفي', 'فعل+مضارع', 'عطف', 'أداة+نفي', 'صفة', 'حرف+جر', 'اسم', 'فعل+أمر', 'عطف', 'فعل+أمر', 'عطف', 'فعل+أمر']",Lebanon
471,474,حتى لما احتاجوه يكتب قصيدة قال بالمشرمحي أنا مو قابضك و محسبك أجدب و عقلك جوزتين بخرج ، أنا قلت عنك فلعوص و عينك جوعانة و شرشوح,"['حتى', 'لما', 'احتاجوه', 'يكتب', 'قصيدة', 'قال', 'بالمشرمحي', 'أنا', 'مو', 'قابضك', 'و', 'محسبك', 'أجدب', 'و', 'عقلك', 'جوزتين', 'بخرج', '،', 'أنا', 'قلت', 'عنك', 'فلعوص', 'و', 'عينك', 'جوعانة', 'و', 'شرشوح']","['أداة+ربط', 'أداة+ربط', 'فعل+ماضي', 'فعل+مضارع', 'اسم', 'فعل+ماضي', 'اسم', 'ضمير', 'أداة+نفي', 'اسم', 'عطف', 'فعل+مضارع', 'صفة', 'عطف', 'اسم', 'اسم', 'اسم', 'علامة+ترقيم', 'ضمير', 'فعل+ماضي', 'حرف+جر', 'صفة', 'عطف', 'اسم', 'صفة', 'عطف', 'صفة']",Lebanon
472,475,كانت هالنوع من العلاقة تستفزني يعني كنت قول يروح يشتغل مالازم يسمح لحدا يحكي معو هيك لازم يعتمد ع حالو الفجعنة عالأكل كنت ما حبها ب هالشخصية,"['كانت', 'هالنوع', 'من', 'العلاقة', 'تستفزني', 'يعني', 'كنت', 'قول', 'يروح', 'يشتغل', 'مالازم', 'يسمح', 'لحدا', 'يحكي', 'معه', 'هيك', 'لازم', 'يعتمد', 'ع', 'حاله', 'الفجعنة', 'عالأكل', 'كنت', 'ما', 'حبها', 'ب', 'هالشخصية']","['فعل+ماضي', 'اسم', 'حرف+جر', 'اسم', 'فعل+مضارع', 'فعل+مضارع', 'فعل+ماضي', 'فعل+مضارع', 'فعل+مضارع', 'فعل+مضارع', 'صفة', 'فعل+مضارع', 'اسم', 'فعل+مضارع', 'ظرف', 'ضمير+اشارة', 'صفة', 'فعل+مضارع', 'حرف+جر', 'اسم', 'اسم', 'اسم', 'فعل+ماضي', 'أداة+نفي', 'فعل+مضارع', 'حرف+جر', 'اسم']",Syria
473,476,رغم هيك لما يكونوا بمشهد بالبيت هي تضل تمدح فيه و تتغزل فيه تضل تشد على إيدو و ترفع معنوياتو الحب اللي جمعهن صبرهن على عدم الإنجاب .. كانو رضيانين ببعض متل ما هنن ما يهمهن أي حكي و ان انزعجوا من موقف يطبطبو لبعض حالة حب فريدة في قمة الفقر,"['رغم', 'هيك', 'لما', 'يكونوا', 'بمشهد', 'بالبيت', 'هي', 'تضل', 'تمدح', 'فيه', 'و', 'تتغزل', 'فيه', 'تضل', 'تشد', 'على', 'إيده', 'و', 'ترفع', 'معنوياته', 'الحب', 'اللي', 'جمعهم', 'صبرهم', 'على', 'عدم', 'الإنجاب', '..', 'كانوا', 'رضيانين', 'ببعض', 'مثل', 'ما', 'هنن', 'ما', 'يهمهم', 'أي', 'حكي', 'و', 'إِن', 'انزعجوا', 'من', 'موقف', 'يطبطبوا', 'لبعض', 'حالة', 'حب', 'فريدة', 'في', 'قمة', 'الفقر']","['اسم', 'ضمير+اشارة', 'أداة+ربط', 'فعل+مضارع', 'اسم', 'اسم', 'ضمير', 'فعل+مضارع', 'فعل+مضارع', 'حرف+جر', 'عطف', 'فعل+مضارع', 'حرف+جر', 'فعل+مضارع', 'فعل+مضارع', 'حرف+جر', 'اسم', 'عطف', 'فعل+مضارع', 'اسم', 'اسم', 'اسم+موصول', 'فعل+ماضي', 'فعل+ماضي', 'حرف+جر', 'اسم', 'اسم', 'علامة+ترقيم', 'فعل+ماضي', 'صفة', 'اسم+كم', 'اسم', 'حرف', 'ضمير', 'أداة+نفي', 'فعل+مضارع', 'اسم+كم', 'اسم', 'عطف', 'أداة', 'فعل+ماضي', 'حرف+جر', 'اسم', 'فعل+مضارع', 'اسم+كم', 'اسم', 'اسم', 'صفة', 'حرف+جر', 'اسم', 'اسم']",Lebanon
474,477,أنا حكيت لرفقاتي إنو صار لازم أتزوج ..,"['أنا', 'حكيت', 'لرفقاتي', 'أنه', 'صار', 'لازم', 'أتزوج', '..']","['ضمير', 'فعل+ماضي', 'اسم', 'أداة+ربط', 'فعل+ماضي', 'صفة', 'فعل+مضارع', 'علامة+ترقيم']",Jordan
475,478,شوف عمي في عندي وحدة هون بالسوق طلبك و مبتغاك بتشتغل عالماكينة درز عرفت شلون ، بتجيب قرشين حلوين صدقني بتعينك,"['شوف', 'عمي', 'في', 'عندي', 'وحدة', 'هون', 'بالسوق', 'طلبك', 'و', 'مبتغاك', 'بتشتغل', 'عالماكينة', 'درز', 'عرفت', 'شلون', '،', 'بتجيب', 'قرشين', 'حلوين', 'صدقني', 'بتعينك']","['فعل+أمر', 'اسم', 'حرف+جر', 'ظرف', 'اسم+عدد', 'ضمير+اشارة', 'اسم', 'اسم', 'عطف', 'اسم', 'فعل+مضارع', 'اسم', 'اسم', 'فعل+ماضي', 'أداة+استفهام', 'علامة+ترقيم', 'فعل+مضارع', 'اسم', 'صفة', 'فعل+أمر', 'فعل+مضارع']",Palestine
477,480,شايفة هالمنظر يخرب بيتو قدي بيكون خارب بيوت عالم قوم خلينا نروح عالمخفر خلي يعترف قدامك بكلشي خلي يعترف متل الكلب,"['شايفة', 'هالمنظر', 'يخرب', 'بيته', 'قدي', 'بيكون', 'خارب', 'بيوت', 'عالم', 'قوم', 'خلينا', 'نروح', 'عالمخفر', 'خلي', 'يعترف', 'قدامك', 'بكلشي', 'خلي', 'يعترف', 'مثل', 'الكلب']","['اسم', 'اسم', 'فعل+مضارع', 'اسم', 'اسم', 'فعل+مضارع', 'اسم', 'اسم', 'اسم', 'فعل+أمر', 'فعل+أمر', 'فعل+مضارع', 'اسم', 'فعل+أمر', 'فعل+مضارع', 'ظرف', 'اسم+كم', 'فعل+أمر', 'فعل+مضارع', 'اسم', 'اسم']",Syria
478,481,لحظة لحظة هلا هو عرف وين ساكنة !!!,"['لحظة', 'لحظة', 'هلا', 'هو', 'عرف', 'وين', 'ساكنة', '!']","['اسم', 'اسم', 'ظرف', 'ضمير', 'فعل+ماضي', 'ظرف', 'صفة', 'علامة+ترقيم']",Libya
479,482,ليش عم تسأل ؟,"['ليش', 'عم', 'تسأل', '؟']","['أداة+استفهام', 'أداة+مضارعة', 'فعل+مضارع', 'علامة+ترقيم']",Syria
480,483,عم اسألك جاوبيني !!!,"['عم', 'أسألك', 'جاوبيني', '!']","['أداة+مضارعة', 'فعل+مضارع', 'فعل+أمر', 'علامة+ترقيم']",Syria
481,484,من وين بدو يعرف إذا أخدني من على الطريق و زتني بين البساتين يعني معقول نروح لعند الشرطة و نقلون تفضلوا خدوا هي المصاري,"['من', 'وين', 'بده', 'يعرف', 'إذا', 'أخدني', 'من', 'على', 'الطريق', 'و', 'زتني', 'بين', 'البساتين', 'يعني', 'معقول', 'نروح', 'لعند', 'الشرطة', 'و', 'نقلهم', 'تفضلوا', 'خذوا', 'هاي', 'المصاري']","['حرف+جر', 'ظرف', 'فعل+مضارع', 'فعل+مضارع', 'أداة+ربط', 'فعل+ماضي', 'حرف+جر', 'حرف+جر', 'اسم', 'عطف', 'فعل+ماضي', 'اسم', 'اسم', 'فعل+مضارع', 'صفة', 'فعل+مضارع', 'ظرف', 'اسم', 'عطف', 'فعل+مضارع', 'فعل+أمر', 'فعل+أمر', 'ضمير+اشارة', 'اسم']",Palestine
482,485,ليش القصة قصة مصاري,"['ليش', 'القصة', 'قصة', 'مصاري']","['أداة+استفهام', 'اسم', 'اسم', 'اسم']",Palestine
483,486,هلأ صارت مصاري,"['هلأ', 'صارت', 'مصاري']","['ظرف', 'فعل+ماضي', 'اسم']",Palestine
484,487,معقول ..,"['معقول', '..']","['صفة', 'علامة+ترقيم']",Saudi Arabia
485,488,إي معقول أنا مصدقك و مو بدك ياني صدقك و أنا مصدقك,"['أي', 'معقول', 'أنا', 'مصدقك', 'و', 'مو', 'بدك', 'إياني', 'صدقك', 'و', 'أنا', 'مصدقك']","['جواب', 'صفة', 'ضمير', 'صفة', 'عطف', 'أداة+نفي', 'فعل+مضارع', 'ضمير', 'فعل+ماضي', 'عطف', 'ضمير', 'صفة']",Lebanon
486,489,و كرامتي,"['و', 'كرامتي']","['عطف', 'اسم']",Sudan
487,490,مو قلتيلي إنو ما لمسك و لا قرب عليكي .. أنا مصدقك أنا جوزك و أنا حبيبك و إنتي حبيبتي و بالأخير صك البراءة بتاخدي مني,"['مو', 'قلتيلي', 'أنه', 'ما', 'لمسك', 'و', 'لا', 'قرب', 'عليكي', '..', 'أنا', 'مصدقك', 'أنا', 'جوزك', 'و', 'أنا', 'حبيبك', 'و', 'انتي', 'حبيبتي', 'و', 'بالاخير', 'صك', 'البراءة', 'بتاخدي', 'مني']","['أداة+نفي', 'فعل+ماضي', 'أداة+ربط', 'أداة+نفي', 'فعل+ماضي', 'عطف', 'أداة+نفي', 'فعل+ماضي', 'حرف+جر', 'علامة+ترقيم', 'ضمير', 'صفة', 'ضمير', 'اسم', 'عطف', 'ضمير', 'اسم', 'عطف', 'ضمير', 'اسم', 'عطف', 'اسم', 'اسم', 'اسم', 'فعل+مضارع', 'حرف+جر']",Lebanon
488,491,و حقي ..,"['و', 'حقي', '..']","['عطف', 'اسم', 'علامة+ترقيم']",Yemen
489,492,حقك ليكو الله بعتلنا ياه .. لا تطلعي فيني .. طلعي بحيطان البيت يلي مو إلنا طلعي بحالك طلعي بابنك يلي برا و صرلك سنة ما شفتيه متل الخلق كلو مشان شو مشان تسندينا و تسندي البيت,"['حقك', 'ليكه', 'الله', 'بعتلنا', 'إياه', '..', 'لا', 'تطلعي', 'فيني', '..', 'تطلعي', 'بحيطان', 'البيت', 'اللي', 'مو', 'إلنا', 'تطلعي', 'بحالك', 'تطلعي', 'بابنك', 'يلي', 'برا', 'و', 'صارلك', 'سنة', 'ما', 'شفتيه', 'مثل', 'الخلق', 'كله', 'مشان', 'شو', 'مشان', 'تسندينا', 'و', 'تسندي', 'البيت']","['اسم', 'اسم+فعل/جامد', 'اسم+علم', 'فعل+ماضي', 'ضمير', 'علامة+ترقيم', 'أداة+نفي', 'فعل+مضارع', 'حرف+جر', 'علامة+ترقيم', 'فعل+أمر', 'اسم', 'اسم', 'اسم+موصول', 'أداة+نفي', 'حرف+جر', 'فعل+أمر', 'اسم', 'فعل+أمر', 'اسم', 'اسم+موصول', 'اسم', 'عطف', 'فعل+ماضي', 'اسم', 'أداة+نفي', 'فعل+ماضي', 'اسم', 'اسم', 'اسم+كم', 'اسم', 'اسم+موصول', 'اسم', 'فعل+مضارع', 'عطف', 'فعل+مضارع', 'اسم']",Syria
