Sentence_ID,sentence,Tokens,NER_Tags,Dialect
1222,انشالله اون بينولهم بلي كاين ال بالو عندنا 1 2 3 فيفا الجيريان,"['انشالله', 'اون', 'بينولهم', 'بلي', 'كاين', 'ال', 'بالو', 'عندنا', '1', '2', '3', 'فيفا', 'الجيريان']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Algeria
1223,رائد القبة تعيي كي هيا كي لي سيبورتار دياولهم نشالله تلعبو مع قليعة ال عام ال جاي,"['رائد', 'القبة', 'تعيي', 'كي', 'هيا', 'كي', 'لي', 'سيبورتار', 'دياولهم', 'نشالله', 'تلعبو', 'مع', 'قليعة', 'ال', 'عام', 'ال', 'جاي']","['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O']",Tunisia
1224,نشالله لو موا دو رمضان ال مبارك يدخل على ال مسلمون بي ال خير و ال اجر يا رب,"['نشالله', 'لو', 'موا', 'دو', 'رمضان', 'ال', 'مبارك', 'يدخل', 'على', 'ال', 'مسلمون', 'بي', 'ال', 'خير', 'و', 'ال', 'اجر', 'يا', 'رب']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tunisia
1225,بي ربي نشالله حنا لا نتكاليفياو يا ربي كون معانا امين,"['بي', 'ربي', 'نشالله', 'حنا', 'لا', 'نتكاليفياو', 'يا', 'ربي', 'كون', 'معانا', 'امين']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tunisia
1226,و نفكر خروف مسكين كي ل ماريونات,"['و', 'نفكر', 'خروف', 'مسكين', 'كي', 'ل', 'ماريونات']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",Tunisia
1227,تحيا القذافي و ربي معاك نشالله لا جورداني ولا ناتو رايحين يكونو خير من القذافي الى ال امام,"['تحيا', 'القذافي', 'و', 'ربي', 'معاك', 'نشالله', 'لا', 'جورداني', 'ولا', 'ناتو', 'رايحين', 'يكونو', 'خير', 'من', 'القذافي', 'الى', 'ال', 'امام']","['O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O']",Tunisia
1228,لو پروبليم سي كو هاد ل افير فيها رولاسيو,"['لو', 'پروبليم', 'سي', 'كو', 'هاد', 'ل', 'افير', 'فيها', 'رولاسيو']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Lebanon
1229,الجيري في دمنا نشالله يفرحونا مروك ختنا و انا نتمنا التعادل بين الفريقين,"['الجيري', 'في', 'دمنا', 'نشالله', 'يفرحونا', 'مروك', 'ختنا', 'و', 'انا', 'نتمنا', 'التعادل', 'بين', 'الفريقين']","['B-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Morocco
1230,دي اني ورا دي اني باركاني اني عيان,"['دي', 'اني', 'ورا', 'دي', 'اني', 'باركاني', 'اني', 'عيان']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Egypt
1231,الي لي فار اون ڨران مو بور اون ڨراند ناسيو افيك اون سال كور يا ربي لا فيكتوار في لو 15 جور تع رمضان معاك يا ال خضرة معاك يا دزاير و ربي معاكم يا لي فار اي الشيخ سعدان بون كوراج,"['الي', 'لي', 'فار', 'اون', 'ڨران', 'مو', 'بور', 'اون', 'ڨراند', 'ناسيو', 'افيك', 'اون', 'سال', 'كور', 'يا', 'ربي', 'لا', 'فيكتوار', 'في', 'لو', '15', 'جور', 'تع', 'رمضان', 'معاك', 'يا', 'ال', 'خضرة', 'معاك', 'يا', 'دزاير', 'و', 'ربي', 'معاكم', 'يا', 'لي', 'فار', 'اي', 'الشيخ', 'سعدان', 'بون', 'كوراج']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O']",Tunisia
1232,كاين غاشي في ال جامع,"['كاين', 'غاشي', 'في', 'ال', 'جامع']","['O', 'O', 'O', 'O', 'O']",Morocco
1233,نص راقد و نص يسمع,"['نص', 'راقد', 'و', 'نص', 'يسمع']","['O', 'O', 'O', 'O', 'O']",Libya
1234,جو م اين فو انا ديس في الدار,"['جو', 'م', 'اين', 'فو', 'انا', 'ديس', 'في', 'الدار']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tunisia
1235,لا فيكتوار با بور بوتاف سي بور لو كول دو بوتاف يا عطايين,"['لا', 'فيكتوار', 'با', 'بور', 'بوتاف', 'سي', 'بور', 'لو', 'كول', 'دو', 'بوتاف', 'يا', 'عطايين']","['O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O']",Tunisia
1236,اون دي اون اراب ما عاد خوه سي باراي بور ساركو اي لي جويف,"['اون', 'دي', 'اون', 'اراب', 'ما', 'عاد', 'خوه', 'سي', 'باراي', 'بور', 'ساركو', 'اي', 'لي', 'جويف']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Iraq
1237,شبيبة الساورة توجور ل عام جاي نكرهو,"['شبيبة', 'الساورة', 'توجور', 'ل', 'عام', 'جاي', 'نكرهو']","['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']",Morocco
1238,شبيبة القبائل و اتحاد الجزائر,"['شبيبة', 'القبائل', 'و', 'اتحاد', 'الجزائر']","['B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG']",Tunisia
1239,بفففففففف سي با فري هادي عتبة الدروس ماكانش طول !!,"['بفففففففف', 'سي', 'با', 'فري', 'هادي', 'عتبة', 'الدروس', 'ماكانش', 'طول', '!!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Algeria
1240,كانت فوند مونيمنطال,"['كانت', 'فوند', 'مونيمنطال']","['O', 'O', 'O']",Morocco
1241,دارو صح فوضة مونطال,"['دارو', 'صح', 'فوضة', 'مونطال']","['O', 'O', 'O', 'O']",Tunisia
1242,هادو طلبة حياوانات و ولاد شارع ماعندهمش اصل غير شرعيين مايحشموش كيما راهم يحوسو في ديارهم ثاني لا حشما لا والو ديوثين,"['هادو', 'طلبة', 'حياوانات', 'و', 'ولاد', 'شارع', 'ماعندهمش', 'اصل', 'غير', 'شرعيين', 'مايحشموش', 'كيما', 'راهم', 'يحوسو', 'في', 'ديارهم', 'ثاني', 'لا', 'حشما', 'لا', 'والو', 'ديوثين']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tunisia
1243,يا خويا كيما ولا بطل نتا انسان فاشل يا سعدان مادابيك تستقل باقي غير نتا لي محلي ياك كلنا نكملو مع ال محليينن نتا علاه بكيت,"['يا', 'خويا', 'كيما', 'ولا', 'بطل', 'نتا', 'انسان', 'فاشل', 'يا', 'سعدان', 'مادابيك', 'تستقل', 'باقي', 'غير', 'نتا', 'لي', 'محلي', 'ياك', 'كلنا', 'نكملو', 'مع', 'ال', 'محليينن', 'نتا', 'علاه', 'بكيت']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tunisia
1244,واش يقول ال عبد غير لا حول و قوة الا بي الله,"['واش', 'يقول', 'ال', 'عبد', 'غير', 'لا', 'حول', 'و', 'قوة', 'الا', 'بي', 'الله']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Morocco
1245,هههه ميسي يلعبلكم في 5 جويليي نتوما مراد واقيل ياو ماكاش منها ارجنتين لا فرانس يلعبو في دزاير هههه احلمو احلمو,"['هههه', 'ميسي', 'يلعبلكم', 'في', '5', 'جويليي', 'نتوما', 'مراد', 'واقيل', 'ياو', 'ماكاش', 'منها', 'ارجنتين', 'لا', 'فرانس', 'يلعبو', 'في', 'دزاير', 'هههه', 'احلمو', 'احلمو']","['O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O']",Tunisia
1246,وان تو ثري فيفا لالجيري ديما معاك يا دزاير و فيف ل ايكيب ناسيونال ال يوم و غدوا و ربي يخاليلنا بابا سعدان جو ت ام يا دزاير اي لوف يو ب الشاوية تاشلغيشم,"['وان', 'تو', 'ثري', 'فيفا', 'لالجيري', 'ديما', 'معاك', 'يا', 'دزاير', 'و', 'فيف', 'ل', 'ايكيب', 'ناسيونال', 'ال', 'يوم', 'و', 'غدوا', 'و', 'ربي', 'يخاليلنا', 'بابا', 'سعدان', 'جو', 'ت', 'ام', 'يا', 'دزاير', 'اي', 'لوف', 'يو', 'ب', 'الشاوية', 'تاشلغيشم']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']",Tunisia
1247,مالا نحبس هنا سي نون تقول هادايا فو,"['مالا', 'نحبس', 'هنا', 'سي', 'نون', 'تقول', 'هادايا', 'فو']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tunisia
1248,ماعندناش لي صطاد,"['ماعندناش', 'لي', 'صطاد']","['O', 'O', 'O']",Morocco
1249,نشالله بربح عليك خويا شاوشي اي فيف مولودية,"['نشالله', 'بربح', 'عليك', 'خويا', 'شاوشي', 'اي', 'فيف', 'مولودية']","['O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'B-ORG']",Morocco
1250,ربي معاكم,"['ربي', 'معاكم']","['O', 'O']",Tunisia
1251,فيف ال عهدة الرابعة,"['فيف', 'ال', 'عهدة', 'الرابعة']","['O', 'O', 'O', 'O']",Tunisia
1252,و ڨول و يڨول ل باباها خلينا معاها هنا ف ال بيت خاطك ال عفريت كون يخرج و يسكن فيك,"['و', 'ڨول', 'و', 'يڨول', 'ل', 'باباها', 'خلينا', 'معاها', 'هنا', 'ف', 'ال', 'بيت', 'خاطك', 'ال', 'عفريت', 'كون', 'يخرج', 'و', 'يسكن', 'فيك']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tunisia
1253,ماتديرو والو نتوما تجيبوها اي في لا فين تعوروها,"['ماتديرو', 'والو', 'نتوما', 'تجيبوها', 'اي', 'في', 'لا', 'فين', 'تعوروها']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Algeria
1254,ڨالو لي واش داك,"['ڨالو', 'لي', 'واش', 'داك']","['O', 'O', 'O', 'O']",Morocco
1255,سور راك مسكين,"['سور', 'راك', 'مسكين']","['O', 'O', 'O']",Algeria
1256,شاك فو با معاها برية مكتوبة فوڨها,"['شاك', 'فو', 'با', 'معاها', 'برية', 'مكتوبة', 'فوڨها']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",Tunisia
1257,نشالله حنا لروحو سود افريك 2010 و نديرو حالا و ماصر ماغادي يديرو والو ماحاد عندنا سعدان و زياني متمور قواوي غزال اي فيف الجيري wwwsouadalgerieskyblogcom,"['نشالله', 'حنا', 'لروحو', 'سود', 'افريك', '2010', 'و', 'نديرو', 'حالا', 'و', 'ماصر', 'ماغادي', 'يديرو', 'والو', 'ماحاد', 'عندنا', 'سعدان', 'و', 'زياني', 'متمور', 'قواوي', 'غزال', 'اي', 'فيف', 'الجيري', 'wwwsouadalgerieskyblogcom']","['O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'B-PERS', 'B-PERS', 'B-PERS', 'B-PERS', 'O', 'O', 'B-LOC', 'O']",Tunisia
1258,لي اجو دو سيكوريتي لي يخدمو في لا فاك يخلصو 13000 وين راهي ال عدالة ماخصناش يا لي معاونين ال ياهود عايرتونا اي دروك ت شجعونا غير على غزة ماخصناش,"['لي', 'اجو', 'دو', 'سيكوريتي', 'لي', 'يخدمو', 'في', 'لا', 'فاك', 'يخلصو', '13000', 'وين', 'راهي', 'ال', 'عدالة', 'ماخصناش', 'يا', 'لي', 'معاونين', 'ال', 'ياهود', 'عايرتونا', 'اي', 'دروك', 'ت', 'شجعونا', 'غير', 'على', 'غزة', 'ماخصناش']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']",Tunisia
1259,كي كملو مشروع شكون عندو ال حق باش يدخولهم غير فاميليا تع فلان و فلان كيما كلوب دي بين داوها ڨع ميدخلوهاش مواطن عادي,"['كي', 'كملو', 'مشروع', 'شكون', 'عندو', 'ال', 'حق', 'باش', 'يدخولهم', 'غير', 'فاميليا', 'تع', 'فلان', 'و', 'فلان', 'كيما', 'كلوب', 'دي', 'بين', 'داوها', 'ڨع', 'ميدخلوهاش', 'مواطن', 'عادي']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O']",Tunisia
1260,الله يبارك في علمه و نفع به ال امة و ال عباد مرحبا به في عنابة و في ال جزائر,"['الله', 'يبارك', 'في', 'علمه', 'و', 'نفع', 'به', 'ال', 'امة', 'و', 'ال', 'عباد', 'مرحبا', 'به', 'في', 'عنابة', 'و', 'في', 'ال', 'جزائر']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC']",Tunisia
1261,انا مع تعليق 1 فيف مولودية,"['انا', 'مع', 'تعليق', '1', 'فيف', 'مولودية']","['O', 'O', 'O', 'O', 'O', 'B-ORG']",Algeria
1262,ربي يشفيه نشالله ويكون مع والديهم,"['ربي', 'يشفيه', 'نشالله', 'ويكون', 'مع', 'والديهم']","['O', 'O', 'O', 'O', 'O', 'O']",Syria
1263,حسبوه هو ولي معاه سور مازالو صحابه في ال حكومة,"['حسبوه', 'هو', 'ولي', 'معاه', 'سور', 'مازالو', 'صحابه', 'في', 'ال', 'حكومة']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tunisia
1264,رانا بعاد على نيفو تع افريك اون ا با دو نيفو ديتو,"['رانا', 'بعاد', 'على', 'نيفو', 'تع', 'افريك', 'اون', 'ا', 'با', 'دو', 'نيفو', 'ديتو']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']",Algeria
1265,و هل ما فعله ال عسكر معانا في السنوات ال اخيرة كان سغيرة لذا يجيب ان نفكر في مشاكلنا و مالنا و مشاكل ال مغرب,"['و', 'هل', 'ما', 'فعله', 'ال', 'عسكر', 'معانا', 'في', 'السنوات', 'ال', 'اخيرة', 'كان', 'سغيرة', 'لذا', 'يجيب', 'ان', 'نفكر', 'في', 'مشاكلنا', 'و', 'مالنا', 'و', 'مشاكل', 'ال', 'مغرب']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC']",Libya
1266,بصح يا جماعة هادو لي في ليبيا والله ما ثوار هادو,"['بصح', 'يا', 'جماعة', 'هادو', 'لي', 'في', 'ليبيا', 'والله', 'ما', 'ثوار', 'هادو']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']",Libya
1267,بيان سور نربح سور تو مع ماصر,"['بيان', 'سور', 'نربح', 'سور', 'تو', 'مع', 'ماصر']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC']",Tunisia
1268,هاد ال خبيث لازم يطيرولو راسو نشالله يا ربي وين راه ال حكم ال عادل ??????,"['هاد', 'ال', 'خبيث', 'لازم', 'يطيرولو', 'راسو', 'نشالله', 'يا', 'ربي', 'وين', 'راه', 'ال', 'حكم', 'ال', 'عادل', '??????']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Algeria
1269,مارسي لي فار و نشالله يا ربي ال مونديال 2010 رايحين و جيش شعب معاك يا سعدان,"['مارسي', 'لي', 'فار', 'و', 'نشالله', 'يا', 'ربي', 'ال', 'مونديال', '2010', 'رايحين', 'و', 'جيش', 'شعب', 'معاك', 'يا', 'سعدان']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS']",Tunisia
1270,خلاص ال عامية غير ال كحل,"['خلاص', 'ال', 'عامية', 'غير', 'ال', 'كحل']","['O', 'O', 'O', 'O', 'O', 'O']",Tunisia
1271,فيف اتحاد عنابة بور توجور هاد ل عام نديرو حالا نشالله يا ربي صح عيدكم,"['فيف', 'اتحاد', 'عنابة', 'بور', 'توجور', 'هاد', 'ل', 'عام', 'نديرو', 'حالا', 'نشالله', 'يا', 'ربي', 'صح', 'عيدكم']","['O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Morocco
1272,على ديكا نهدر باه نفيق هاد ال بغل,"['على', 'ديكا', 'نهدر', 'باه', 'نفيق', 'هاد', 'ال', 'بغل']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Morocco
1273,لو نيميرو 25 فو ايت اون الجيريان و راك تلعب فيها مصري,"['لو', 'نيميرو', '25', 'فو', 'ايت', 'اون', 'الجيريان', 'و', 'راك', 'تلعب', 'فيها', 'مصري']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Algeria
1274,سي بيان انا كان قادر يسرالي هاكا,"['سي', 'بيان', 'انا', 'كان', 'قادر', 'يسرالي', 'هاكا']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",Morocco
1275,ب الصح مشني كلب,"['ب', 'الصح', 'مشني', 'كلب']","['O', 'O', 'O', 'O']",Yemen
1276,مشني سوفاج,"['مشني', 'سوفاج']","['O', 'O']",Tunisia
1277,برافو لي فار رانا معاكم جوسكا لا مور,"['برافو', 'لي', 'فار', 'رانا', 'معاكم', 'جوسكا', 'لا', 'مور']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Morocco
1278,ب صحت ل ايكيب ناسيونال ربي يحفدهم من عين,"['ب', 'صحت', 'ل', 'ايكيب', 'ناسيونال', 'ربي', 'يحفدهم', 'من', 'عين']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tunisia
1279,انفين هادي هيى الهدرة تع رجالا تحيا الخضرة و ديما معاك يا سعدان فيف لالجيري,"['انفين', 'هادي', 'هيى', 'الهدرة', 'تع', 'رجالا', 'تحيا', 'الخضرة', 'و', 'ديما', 'معاك', 'يا', 'سعدان', 'فيف', 'لالجيري']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'B-LOC']",Algeria
1280,ال كور يتبورا و نتا مازالك عايش فيه,"['ال', 'كور', 'يتبورا', 'و', 'نتا', 'مازالك', 'عايش', 'فيه']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tunisia
1281,ال حمدلله من عندنا اونطرينور كيما سعدان و لازم نكونو معاه رابحين و لا خاسرين,"['ال', 'حمدلله', 'من', 'عندنا', 'اونطرينور', 'كيما', 'سعدان', 'و', 'لازم', 'نكونو', 'معاه', 'رابحين', 'و', 'لا', 'خاسرين']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tunisia
1282,مالا كون ڨالو ليك هدرو ليك بلي كلامي عيب,"['مالا', 'كون', 'ڨالو', 'ليك', 'هدرو', 'ليك', 'بلي', 'كلامي', 'عيب']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tunisia
1283,نشالله كاليفي لمونديال يا ربي رانا معاك يا شيخ سعدان,"['نشالله', 'كاليفي', 'لمونديال', 'يا', 'ربي', 'رانا', 'معاك', 'يا', 'شيخ', 'سعدان']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS']",Tunisia
1284,سالو تو لو موند فيف شباب بلوزداد و نشالله شامبيوني 2009 2019 و رانا ڨع مع ذ بيڨ كرباج,"['سالو', 'تو', 'لو', 'موند', 'فيف', 'شباب', 'بلوزداد', 'و', 'نشالله', 'شامبيوني', '2009', '2019', 'و', 'رانا', 'ڨع', 'مع', 'ذ', 'بيڨ', 'كرباج']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS']",Tunisia
1285,الي يجي ل بلادنا يلعب علينا و يروح,"['الي', 'يجي', 'ل', 'بلادنا', 'يلعب', 'علينا', 'و', 'يروح']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tunisia
1286,الله يرحمهم ويجعلهم في جنته امين يا ربي,"['الله', 'يرحمهم', 'ويجعلهم', 'في', 'جنته', 'امين', 'يا', 'ربي']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Qatar
1287,مصطفى باريس يا سان خوسي جو بانس كو تو كوني بلو الشهادة ربي نشالله يحشرك مع ال كفار,"['مصطفى', 'باريس', 'يا', 'سان', 'خوسي', 'جو', 'بانس', 'كو', 'تو', 'كوني', 'بلو', 'الشهادة', 'ربي', 'نشالله', 'يحشرك', 'مع', 'ال', 'كفار']","['B-PERS', 'I-PERS', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tunisia
1288,حشومة عليكم تعاودولنا لي ارتيكل د هيار ا العربية يا جماعة وين راهم سينديكا الجيريان دي باراميديكو وين راه حقنا كرهنا من ال وعود,"['حشومة', 'عليكم', 'تعاودولنا', 'لي', 'ارتيكل', 'د', 'هيار', 'ا', 'العربية', 'يا', 'جماعة', 'وين', 'راهم', 'سينديكا', 'الجيريان', 'دي', 'باراميديكو', 'وين', 'راه', 'حقنا', 'كرهنا', 'من', 'ال', 'وعود']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Algeria
1289,فو ايمي با لي هوم كوم معمر,"['فو', 'ايمي', 'با', 'لي', 'هوم', 'كوم', 'معمر']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",Tunisia
1290,كنت قادر سينو نفلڨ لي بومو,"['كنت', 'قادر', 'سينو', 'نفلڨ', 'لي', 'بومو']","['O', 'O', 'O', 'O', 'O', 'O']",Sudan
1291,جو فو دير ا ميسيو سعدان روح بزاف عليك عرفنا نيفو تاعك با اي تري با عندنا ايكيب مي ماعندناش اونطرينور بزاف تبهدايل يا سعدان الله يستر في ال مونديال,"['جو', 'فو', 'دير', 'ا', 'ميسيو', 'سعدان', 'روح', 'بزاف', 'عليك', 'عرفنا', 'نيفو', 'تاعك', 'با', 'اي', 'تري', 'با', 'عندنا', 'ايكيب', 'مي', 'ماعندناش', 'اونطرينور', 'بزاف', 'تبهدايل', 'يا', 'سعدان', 'الله', 'يستر', 'في', 'ال', 'مونديال']","['O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O']",Tunisia
1292,سا في بليزير عندها دي جوار الله يبارك الور بون كونتينواسيو ا تو لي جوار,"['سا', 'في', 'بليزير', 'عندها', 'دي', 'جوار', 'الله', 'يبارك', 'الور', 'بون', 'كونتينواسيو', 'ا', 'تو', 'لي', 'جوار']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tunisia
1293,خليونا نعيشو كي الناس,"['خليونا', 'نعيشو', 'كي', 'الناس']","['O', 'O', 'O', 'O']",Algeria
1294,ماعندكش ال دم دمكم رشوة لي سس تيموان,"['ماعندكش', 'ال', 'دم', 'دمكم', 'رشوة', 'لي', 'سس', 'تيموان']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tunisia
1295,سي كوا واش راكم تحكيو عندها 3 ان ملي ولات 1 مليار ماشي 400 ميل ربي يهديك يا جورناليست,"['سي', 'كوا', 'واش', 'راكم', 'تحكيو', 'عندها', '3', 'ان', 'ملي', 'ولات', '1', 'مليار', 'ماشي', '400', 'ميل', 'ربي', 'يهديك', 'يا', 'جورناليست']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Algeria
1296,وان تو ثري فيفا لالجيري اي فيفا سعدان اي معاك ال قدام,"['وان', 'تو', 'ثري', 'فيفا', 'لالجيري', 'اي', 'فيفا', 'سعدان', 'اي', 'معاك', 'ال', 'قدام']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O']",Tunisia
1297,اللهم انصر غزة على اعداء الدين,"['اللهم', 'انصر', 'غزة', 'على', 'اعداء', 'الدين']","['O', 'O', 'B-LOC', 'O', 'O', 'O']",Tunisia
1298,ها ها ها باك 2008 باي نوكل عليك ربي يا بن بوزيد مي توجور كاين ربي,"['ها', 'ها', 'ها', 'باك', '2008', 'باي', 'نوكل', 'عليك', 'ربي', 'يا', 'بن', 'بوزيد', 'مي', 'توجور', 'كاين', 'ربي']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O']",Tunisia
1299,ياخي حلفت على 3000000 دينار الله مامديتش الزايد و مديت موان خاطركش مشحاح يا سرار,"['ياخي', 'حلفت', 'على', '3000000', 'دينار', 'الله', 'مامديتش', 'الزايد', 'و', 'مديت', 'موان', 'خاطركش', 'مشحاح', 'يا', 'سرار']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS']",Tunisia
