sentID.BTEC	split	lang	sent	sentiment
5580	corpus-6-train	MSA	"I can't decide.
"	negative
5581	corpus-6-train	MSA	"She's been helping me since I came here.
"	positive
5582	corpus-6-dev	MSA	"How do I do it?
"	neutral
5583	corpus-6-train	MSA	"I lost my wallet and my room key on the beach.
"	negative
5584	corpus-6-test-corpus-26-dev	MSA	"The number of the flight is HB eighty-nine, heading to Tokyo on March 11th.
"	neutral
5585	corpus-6-test-corpus-26-train	MSA	"Can I have another plate like this?
"	neutral
5587	corpus-6-train	MSA	"Are you here for your honeymoon?
"	neutral
5590	corpus-6-train	MSA	"Let's go. Can you put a food fork in the bag?
"	neutral
5592	corpus-6-train	MSA	"Can we camp above your land?
"	neutral
5593	corpus-6-dev	MSA	"If anything happens, please contact me.
"	neutral
5594	corpus-6-test-corpus-26-dev	MSA	"Do you have another one?
"	neutral
5595	corpus-6-dev	MSA	"Dark paint, please.
"	neutral
5596	corpus-6-test-corpus-26-train	MSA	"Please bring breakfast to my room at seven tomorrow morning.
"	neutral
5598	corpus-6-train	MSA	"How many times does it happen?
"	neutral
5599	corpus-6-train	MSA	"I'd like to send this letter by registered mail.
"	neutral
5600	corpus-6-train	MSA	"I'll be thirty minutes late. Please postpone my check-in.
"	negative
5601	corpus-6-train	MSA	"I want it in a napkin and a heel, please.
"	neutral
5603	corpus-6-train	MSA	"Excuse me. Can you show me the way to the train station, please?
"	neutral
5605	corpus-6-train	MSA	"Don't you think I'll need a lead?
"	neutral
5606	corpus-6-train	MSA	"Can I get to the concert hall at 6: 00?
"	neutral
5608	corpus-6-train	MSA	"Sorry, but we're gonna have to keep it.
"	negative
5612	corpus-6-train	MSA	"I'm looking for a blindfold shade.
"	neutral
5613	corpus-6-dev	MSA	"Do I have to order breakfast right now?
"	neutral
5615	corpus-6-test-corpus-26-train	MSA	"Maintenance worker will be up right now.
"	neutral
5617	corpus-6-test-corpus-26-dev	MSA	"Sorry. I'll be back later.
"	neutral
5618	corpus-6-train	MSA	"I already paid when I bought my ticket.
"	neutral
5619	corpus-6-train	MSA	"Yeah, you can.
"	positive
5620	corpus-6-train	MSA	"When do you start your duty-free sales?
"	neutral
5621	corpus-6-train	MSA	"Sorry to keep you waiting. I'll go up to your room with you.
"	neutral
5622	corpus-6-train	MSA	"It's a dollar. You have to have the right change.
"	neutral
5623	corpus-6-train	MSA	"Your room is on the third floor, number three seven fifty.
"	neutral
5624	corpus-6-train	MSA	"There's no running hot water.
"	neutral
5625	corpus-6-train	MSA	"I want an English-Japanese dictionary.
"	neutral
5626	corpus-6-train	MSA	"Hey, I got a reservation.
"	positive
5627	corpus-6-train	MSA	"Please show me your bags.
"	neutral
5629	corpus-6-train	MSA	"Bring it in quickly. Please. I'm in a hurry.
"	neutral
5633	corpus-6-train	MSA	"But where? Don't you know any barbershops near here?
"	neutral
5635	corpus-6-dev	MSA	"Check this out at the end of the line, please.
"	neutral
5636	corpus-6-train	MSA	"Change this to cash, please.
"	neutral
5637	corpus-6-train	MSA	"I have a cigarette case.
"	neutral
5639	corpus-6-train	MSA	"Do I need to announce this?
"	neutral
5640	corpus-6-test-corpus-26-test	MSA	"How do I get rid of her?
"	negative
5641	corpus-6-train	MSA	"Did he cook on the second floor too?
"	neutral
5642	corpus-6-train	MSA	"There is a regular boat service from Kobe to the ports of Shikoku and Kyushu.
"	neutral
5646	corpus-6-train	MSA	"Please change this.
"	neutral
5648	corpus-6-test-corpus-26-train	MSA	"Are there any seats available for Thursday's flight?
"	neutral
5649	corpus-6-train	MSA	"Would you please explain this in more detail?
"	neutral
5651	corpus-6-train	MSA	"When it dries, take it off your face.
"	neutral
5653	corpus-6-train	MSA	"How long will it take to shave my hair?
"	neutral
5654	corpus-6-train	MSA	"I want an address book, please.
"	neutral
5655	corpus-6-train	MSA	"I want my psyche back.
"	neutral
5657	corpus-6-test-corpus-26-train	MSA	"Excuse me, can I pass?
"	neutral
5658	corpus-6-train	MSA	"I want to sit down now.
"	neutral
5660	corpus-6-train	MSA	"About an hour after takeoff. We're starting serving meals during the flight.
"	neutral
5661	corpus-6-train	MSA	"I have a first-class reservation for flight one one three coming from Los Angeles to New York on October 25th.
"	neutral
5663	corpus-6-train	MSA	"This offer is valid for fourteen days, so you can use it until the twenty-third.
"	positive
5666	corpus-6-train	MSA	"It's not polite to make a noise while chewing food.
"	negative
5667	corpus-6-dev	MSA	"I poured the soup.
"	neutral
5669	corpus-6-train	MSA	"I came to study at a language school.
"	neutral
5671	corpus-6-train	MSA	"No, I'm sorry.
"	negative
5672	corpus-6-train	MSA	"How much is the taxi ride to the Art Museum?
"	neutral
5675	corpus-6-train	MSA	"I'm a little late. Is everything okay?
"	neutral
5680	corpus-6-test-corpus-26-train	MSA	"Do you have any fruit or vegetables?
"	neutral
5681	corpus-6-train	MSA	"Yeah, you can see it clearly, because it's clean today.
"	positive
5684	corpus-6-test-corpus-26-train	MSA	"Please tell me how to fill out the landing card.
"	neutral
5686	corpus-6-train	MSA	"Can I book a tennis court here?
"	neutral
5687	corpus-6-train	MSA	"Is there a beauty salon around here?
"	neutral
5690	corpus-6-train	MSA	"What bus should take me to the Skyway Hotel?
"	neutral
5691	corpus-6-train	MSA	"Can you show me your main credit card and driver's license?
"	neutral
5694	corpus-6-dev	MSA	"No, I don't have that much money.
"	negative
5695	corpus-6-test-corpus-26-train	MSA	"I think my car is worth about five thousand dollars.
"	neutral
5696	corpus-6-dev	MSA	"Yeah, I'll buy champagne with the food stove.
"	neutral
5697	corpus-6-train	MSA	"Isn't there a public phone booth anywhere around here?
"	neutral
5700	corpus-6-train	MSA	"Take this after every meal three times a day.
"	neutral
5701	corpus-6-train	MSA	"There's a new pizza place near here and I'd like to try it.
"	positive
5702	corpus-6-train	MSA	"Can you look for Anne of Green Gables in a booklet?
"	neutral
5703	corpus-6-train	MSA	"Okay, don't bother. We have a nurse who understands Japanese.
"	neutral
5706	corpus-6-test-corpus-26-train	MSA	"Is this low-calorie food?
"	negative
5708	corpus-6-train	MSA	"I don't like that.
"	negative
5709	corpus-6-train	MSA	"Mr. Albert was a great help.
"	positive
5710	corpus-6-train	MSA	"It's synthetic silk, so it can be washed.
"	neutral
5712	corpus-6-train	MSA	"I got cold.
"	negative
5716	corpus-6-train	MSA	"Please explain in simpler terms.
"	neutral
5717	corpus-6-test-corpus-26-train	MSA	"What bus should I take to the station?
"	neutral
5718	corpus-6-train	MSA	"I want to change my order, if I can.
"	neutral
5722	corpus-6-dev	MSA	"Let me ask if one of our other stores has this in the warehouse.
"	neutral
5723	corpus-6-test-corpus-26-train	MSA	"Yeah, it is. But you'll have to turn left at the third traffic signal and continue down that street until you get to Route Six and Sixty.
"	neutral
5724	corpus-6-train	MSA	"Where can I find a limo?
"	neutral
5725	corpus-6-train	MSA	"I'd like to release a police report.
"	neutral
5727	corpus-6-train	MSA	"Six nights starting on July 23rd. Is that okay?
"	neutral
5728	corpus-6-dev	MSA	"When does the tide peak?
"	neutral
5729	corpus-6-train	MSA	"My bags are too heavy. Can you help me?
"	negative
5730	corpus-6-train	MSA	"Can I leave it in Seattle?
"	neutral
5733	corpus-6-test-corpus-26-dev	MSA	"I want a glass of water to take some medicine, please.
"	neutral
5734	corpus-6-train	MSA	"Show me another one, please.
"	neutral
5736	corpus-6-train	MSA	"Can I order a pillow?
"	neutral
5740	corpus-6-train	MSA	"I want to go fishing. Is there a good spot near here?
"	neutral
5745	corpus-6-dev	MSA	"To conduct research on American history at Harvard.
"	neutral
5749	corpus-6-train	MSA	"Better not buy big things?
"	neutral
5750	corpus-6-train	MSA	"Can you get me some pepper, please?
"	neutral
5751	corpus-6-train	MSA	"Nice weather, isn't it?
"	positive
5755	corpus-6-train	MSA	"How do I buy tickets to the Broadway show?
"	neutral
5756	corpus-6-train	MSA	"Where can I find my bags?
"	neutral
5759	corpus-6-dev	MSA	"I'm looking for my mom's scarf. She's sixty.
"	neutral
5761	corpus-6-test-corpus-26-train	MSA	"I'd be so grateful if you could take me to the beach.
"	positive
5763	corpus-6-train	MSA	"I'll take six percent of the price.
"	neutral
5764	corpus-6-dev	MSA	"You work here?
"	neutral
5766	corpus-6-dev	MSA	"I'd like to pay for the call.
"	neutral
5767	corpus-6-train	MSA	"How do I tell the driver if I want to get off the bus?
"	neutral
5772	corpus-6-test-corpus-26-train	MSA	"Sorry. I called the wrong number. This is Tankyocha Press Agency.
"	negative
5774	corpus-6-train	MSA	"Can I reserve two rooms for two instead of one double?
"	neutral
5775	corpus-6-train	MSA	"The total price is five dollars and thirty cents.
"	neutral
5776	corpus-6-train	MSA	"I'm moving to L.A. Are you on time?
"	neutral
5777	corpus-6-train	MSA	"I'm calling the frequency one, two, three.
"	neutral
5779	corpus-6-test-corpus-26-train	MSA	"We'll pay the bill and leave.
"	neutral
5780	corpus-6-train	MSA	"Can I have a glass of water?
"	neutral
5781	corpus-6-train	MSA	"It takes about thirty minutes.
"	neutral
5782	corpus-6-train	MSA	"Which way do I go to Mr. Mason's office?
"	neutral
5783	corpus-6-train	MSA	"A hundred bucks in cash on my credit card.
"	neutral
5785	corpus-6-train	MSA	"How much is each?
"	neutral
5786	corpus-6-train	MSA	"Currency markets are unstable.
"	negative
5787	corpus-6-train	MSA	"I plan to drive around Provence tomorrow.
"	neutral
5788	corpus-6-train	MSA	"I want to rent a boat for a day.
"	neutral
5789	corpus-6-train	MSA	"It's about forty feet to the bottom.
"	neutral
5790	corpus-6-train	MSA	"Looks like he's half-mature.
"	neutral
5791	corpus-6-train	MSA	"I'll pay cash, but let me read it, please. What are these fees for?
"	neutral
5792	corpus-6-train	MSA	"It's a candy.
"	neutral
5795	corpus-6-dev	MSA	"We just finished a meal and now they're making a second one.
"	neutral
5796	corpus-6-train	MSA	"I'll take at least ninety-nine hours.
"	neutral
5798	corpus-6-train	MSA	"Sometimes he makes a short visit to see us.
"	neutral
5801	corpus-6-train	MSA	"Where's the mirror?
"	neutral
5802	corpus-6-train	MSA	"How do I open the car's engine lid?
"	neutral
5803	corpus-6-train	MSA	"I left something in the room.
"	neutral
5804	corpus-6-train	MSA	"I want a liver sausage, please.
"	neutral
5805	corpus-6-train	MSA	"Use the vending machine.
"	neutral
5807	corpus-6-train	MSA	"Hair and shampoo story, please.
"	neutral
5808	corpus-6-train	MSA	"I want to rent some clubs.
"	neutral
5809	corpus-6-train	MSA	"How many hours before we start?
"	neutral
5810	corpus-6-dev	MSA	"You've been confirmed again.
"	neutral
5813	corpus-6-train	MSA	"Please take this to the taxi stand.
"	neutral
5814	corpus-6-train	MSA	"What is the total percentage of all applicable taxes?
"	neutral
5816	corpus-6-train	MSA	"It's been a long time since I've seen you.
"	negative
5818	corpus-6-train	MSA	"Book for the golf course, please.
"	neutral
5822	corpus-6-train	MSA	"I'll take some trouble.
"	negative
5823	corpus-6-train	MSA	"Please put some bright dyes on my hair.
"	neutral
5830	corpus-6-test-corpus-26-dev	MSA	"What kind of music is that?
"	neutral
5832	corpus-6-train	MSA	"Can you give me a ride?
"	neutral
5834	corpus-6-train	MSA	"We have a nurse who understands Japanese.
"	positive
5838	corpus-6-train	MSA	"Do you have a nasal decongestant?
"	neutral
5840	corpus-6-dev	MSA	"Can you take me to the hospital?
"	neutral
5842	corpus-6-train	MSA	"No, I have no authorization.
"	negative
5843	corpus-6-train	MSA	"Here's fifty dollars if you get in trouble.
"	neutral
5844	corpus-6-dev	MSA	"The main dining room will open at eight and close at ten.
"	neutral
5846	corpus-6-train	MSA	"Can we release a check?
"	neutral
5847	corpus-6-test-corpus-26-train	MSA	"Please give your child this medicine to drink, one dose after each meal.
"	neutral
5848	corpus-6-test-corpus-26-train	MSA	"This model is available in sizes eight twenty, one thirty-five thirty centimetres.
"	neutral
5849	corpus-6-train	MSA	"How do you feel? It's made in Switzerland and it's fashionable here.
"	neutral
5853	corpus-6-dev	MSA	"What kind of batteries do you use?
"	neutral
5854	corpus-6-dev	MSA	"I want a children's book, please.
"	positive
5859	corpus-6-dev	MSA	"I'm sorry, but I want to cancel the reservation.
"	negative
5861	corpus-6-train	MSA	"Sorry, I don't like her.
"	negative
5862	corpus-6-train	MSA	"What's there to see in this part of town?
"	neutral
5863	corpus-6-train	MSA	"Books and booklets.
"	neutral
5865	corpus-6-train	MSA	"- I'm on my way.
"	positive
5866	corpus-6-train	MSA	"It's over two buildings. It's right in the corner.
"	neutral
5867	corpus-6-dev	MSA	"Where's the folk disco?
"	neutral
5870	corpus-6-train	MSA	"This hotel on the top of the hill has a nice view of the city, doesn't it?
"	positive
5871	corpus-6-train	MSA	"How much should I spend?
"	neutral
5872	corpus-6-dev	MSA	"I'd like to watch a pro baseball game.
"	neutral
5873	corpus-6-train	MSA	"Please call me an ambulance.
"	neutral
5875	corpus-6-test-corpus-26-train	MSA	"Oh, it looks like a lottery.
"	neutral
5876	corpus-6-train	MSA	"Well, I must have forgotten.
"	negative
5877	corpus-6-train	MSA	"This is my business card. I'm responsible for importing furniture from Japan.
"	neutral
5879	corpus-6-train	MSA	"My colleague, Mr. Takimi, suggested I invite you.
"	neutral
5880	corpus-6-dev	MSA	"I have another connection that day.
"	neutral
5881	corpus-6-train	MSA	"How do I get back?
"	neutral
5884	corpus-6-train	MSA	"See you Monday.
"	positive
5885	corpus-6-dev	MSA	"Do you have this in green?
"	neutral
5886	corpus-6-train	MSA	"I'm new here.
"	neutral
5887	corpus-6-train	MSA	"I miss my wine.
"	neutral
5889	corpus-6-train	MSA	"I'm an insurance agent.
"	neutral
5890	corpus-6-train	MSA	"What kind of appetizers do you eat?
"	neutral
5891	corpus-6-train	MSA	"- Sure. - What?
"	neutral
5892	corpus-6-train	MSA	"Some inevitable work has appeared.
"	positive
5893	corpus-6-train	MSA	"The terms of the contract are clear, but I don't understand the next point.
"	neutral
5895	corpus-6-train	MSA	"Yeah, some of our rooms overlook a park, but they're too expensive.
"	negative
5896	corpus-6-train	MSA	"Why, then, must have fallen out of my pocket.
"	negative
5898	corpus-6-test-corpus-26-train	MSA	"Can I use your phone?
"	neutral
5899	corpus-6-train	MSA	"Do you have a weekly stay discount?
"	neutral
5900	corpus-6-train	MSA	"I paid my whole bill.
"	positive
5902	corpus-6-test-corpus-26-test	MSA	"It smells nice. How much?
"	positive
5904	corpus-6-train	MSA	"I'd like to book a tennis court for an hour tomorrow.
"	neutral
5906	corpus-6-test-corpus-26-train	MSA	"I want to re-confirm my trip to Chicago on the seventeenth.
"	neutral
5907	corpus-6-train	MSA	"Do you have any tennis racks for rent?
"	neutral
5908	corpus-6-train	MSA	"No, we came here last year.
"	neutral
5912	corpus-6-train	MSA	"Can you describe the person?
"	neutral
5913	corpus-6-test-corpus-26-train	MSA	"I kind of ate a lot.
"	neutral
5914	corpus-6-test-corpus-26-train	MSA	"Can I speak to Mrs. Brown?
"	neutral
5915	corpus-6-train	MSA	"Please let me.
"	positive
5916	corpus-6-test-corpus-26-train	MSA	"This house looks comfortable to live in, doesn't it?
"	positive
5923	corpus-6-train	MSA	"I don't want it for that price.
"	negative
5924	corpus-6-train	MSA	"- It's fun.
"	positive
5925	corpus-6-train	MSA	"Okay, I'll send our engineer to your room.
"	neutral
5926	corpus-6-train	MSA	"I'm allergic to the following.
"	negative
5929	corpus-6-dev	MSA	"Yeah, I did the right thing. Can I see your driver's license, please?
"	positive
5931	corpus-6-train	MSA	"You've been a great help to us today.
"	positive
5934	corpus-6-test-corpus-26-dev	MSA	"I want to book for Northwest Airlines on flight zero eight six at five.
"	neutral
5935	corpus-6-train	MSA	"I'm sorry, but I didn't hear you clearly. Can you turn around?
"	negative
5937	corpus-6-train	MSA	"It's normal.
"	neutral
5938	corpus-6-train	MSA	"Can I have your son's name?
"	neutral
5940	corpus-6-test-corpus-26-train	MSA	"My wallet, passport and other personal belongings.
"	neutral
5944	corpus-6-train	MSA	"Do you have any ice cream?
"	neutral
5945	corpus-6-train	MSA	"It's weird, but I can speak English better when I'm drunk.
"	positive
5948	corpus-6-train	MSA	"I told you you had a fax for me.
"	neutral
5949	corpus-6-train	MSA	"By saying they're super-careful in their choices, you mean they always think economically.
"	neutral
5950	corpus-6-train	MSA	"How does that look to you?
"	neutral
5953	corpus-6-train	MSA	"I'm shaking.
"	neutral
5956	corpus-6-test-corpus-26-train	MSA	"When are you closing?
"	neutral
5958	corpus-6-train	MSA	"The wound's inflamed.
"	negative
5959	corpus-6-train	MSA	"I want to re-release it.
"	neutral
5960	corpus-6-train	MSA	"Are you sure you didn't book under Suzuki's name?
"	neutral
5961	corpus-6-train	MSA	"I can't open the door.
"	negative
5962	corpus-6-train	MSA	"Kabuki is a traditional Japanese performing arts.
"	neutral
5964	corpus-6-train	MSA	"What's the best?
"	positive
5965	corpus-6-train	MSA	"I want to make an appointment for a haircut.
"	neutral
5966	corpus-6-train	MSA	"Can you give me a bigger room?
"	neutral
5967	corpus-6-train	MSA	"Give me a little dog bag, please.
"	positive
5968	corpus-6-train	MSA	"I plan to stay for twelve days.
"	neutral
5969	corpus-6-train	MSA	"Can you please hold my bags for another two hours?
"	neutral
5970	corpus-6-train	MSA	"We better find the original United Airlines counter now.
"	neutral
5972	corpus-6-train	MSA	"Can I see the schedule?
"	neutral
5974	corpus-6-test-corpus-26-test	MSA	"Wait a minute. I might have left it in the lounge.
"	neutral
5975	corpus-6-train	MSA	"Mr. Giro Yamada? Confirm your reservation for this flight, which leaves at 7:35 a.m. from Chicago.
"	neutral
5976	corpus-6-train	MSA	"I'm looking for a skirt.
"	neutral
5977	corpus-6-train	MSA	"What other colors?
"	neutral
5978	corpus-6-train	MSA	"What's the best way to enjoy the city?
"	positive
5979	corpus-6-train	MSA	"Four stations.
"	neutral
5981	corpus-6-train	MSA	"Change my room, please.
"	neutral
5984	corpus-6-train	MSA	"Is there a place for missing items at the station?
"	neutral
5987	corpus-6-test-corpus-26-train	MSA	"That's exactly what I was gonna say.
"	neutral
5988	corpus-6-test-corpus-26-train	MSA	"Yeah, I think so.
"	positive
5990	corpus-6-train	MSA	"Can I transfer this ticket?
"	neutral
5994	corpus-6-train	MSA	"Do you mind if we make it a one-year contract instead of a two-year one?
"	neutral
5997	corpus-6-test-corpus-26-train	MSA	"Your house is big. How many rooms?
"	neutral
6001	corpus-6-train	MSA	"Let me think about it, please.
"	neutral
6002	corpus-6-train	MSA	"Can I explain this?
"	neutral
6003	corpus-6-train	MSA	"Will the hotel send a car to pick us up?
"	neutral
6006	corpus-6-test-corpus-26-train	MSA	"We enjoyed dinner.
"	positive
6007	corpus-6-train	MSA	"A sandwich of eggs and salad to go.
"	neutral
6008	corpus-6-dev	MSA	"Can you tell me about some hotels for under fifty pounds a night?
"	neutral
6010	corpus-6-train	MSA	"Can you make me a seat any time Tuesday morning?
"	neutral
6011	corpus-6-train	MSA	"I prefer a front seat.
"	neutral
6012	corpus-6-train	MSA	"Can you put my luggage in the trunk, please?
"	neutral
6013	corpus-6-train	MSA	"Is it an outdoor pool or a lounge?
"	neutral
6014	corpus-6-train	MSA	"Can you tell me the bus number for Santa Monica?
"	neutral
6019	corpus-6-train	MSA	"Okay, and you?
"	neutral
6020	corpus-6-train	MSA	"I want cream sometime.
"	neutral
6023	corpus-6-train	MSA	"But if the light doesn't work, you can't change it.
"	neutral
6024	corpus-6-test-corpus-26-test	MSA	"I understand, but I can't say it.
"	negative
6026	corpus-6-train	MSA	"I can't find your reservation, but we have a room.
"	neutral
6028	corpus-6-train	MSA	"Thirty-six minutes today, but usually at five-thirty.
"	neutral
6032	corpus-6-train	MSA	"I want a pencil, please.
"	positive
6033	corpus-6-dev	MSA	"I'll cut 20 percent off the price.
"	neutral
6034	corpus-6-train	MSA	"I'll look for another taxi.
"	neutral
6035	corpus-6-train	MSA	"Is there a mailbox near here?
"	neutral
6040	corpus-6-train	MSA	"It's hot, isn't it?
"	neutral
6041	corpus-6-train	MSA	"I'd like to go to Broadway.
"	positive
6042	corpus-6-dev	MSA	"Do you have a map of the ski slopes?
"	neutral
6047	corpus-6-test-corpus-26-train	MSA	"Oh, yeah, please. I hope they don't get sea turkey.
"	negative
6048	corpus-6-train	MSA	"Take care of the house, please.
"	neutral
6049	corpus-6-train	MSA	"Well, it's not too bad.
"	positive
6050	corpus-6-train	MSA	"I can't find the way to the station.
"	negative
6051	corpus-6-train	MSA	"It's two and fifty dollars.
"	neutral
6052	corpus-6-train	MSA	"It's at the end of this street.
"	neutral
6053	corpus-6-train	MSA	"Can I have some change?
"	neutral
6054	corpus-6-train	MSA	"Can I use the flash?
"	neutral
6055	corpus-6-train	MSA	"Thank you very much. Leave this view as it is.
"	positive
6056	corpus-6-test-corpus-26-test	MSA	"To Tokyo, please.
"	neutral
6057	corpus-6-train	MSA	"Especially with regard to the design of the Mercury project, I can't decide without you.
"	neutral
6058	corpus-6-train	MSA	"Can I get my gear on now?
"	neutral
6059	corpus-6-train	MSA	"I'm gonna buy this slide.
"	positive
6061	corpus-6-train	MSA	"It's time to show friendship and share it.
"	positive
6063	corpus-6-train	MSA	"I'd like some meat.
"	neutral
6066	corpus-6-dev	MSA	"To your health.
"	neutral
6067	corpus-6-train	MSA	"My jacket is wet, so please dry it.
"	negative
6071	corpus-6-train	MSA	"Are these old ships still sailing?
"	neutral
6072	corpus-6-train	MSA	"Please join us for lunch.
"	positive
6073	corpus-6-test-corpus-26-train	MSA	"What's our estimated arrival time?
"	neutral
6074	corpus-6-train	MSA	"Something went into my left ear.
"	negative
6075	corpus-6-train	MSA	"What time do you think you're gonna check in, sir?
"	neutral
6076	corpus-6-dev	MSA	"By the way, how do you test the software?
"	neutral
6077	corpus-6-dev	MSA	"Do you have anything to announce?
"	neutral
6078	corpus-6-train	MSA	"I got a bruise.
"	negative
6079	corpus-6-train	MSA	"Are the banks open on Saturday?
"	neutral
6080	corpus-6-train	MSA	"How rich are the tours?
"	neutral
6081	corpus-6-train	MSA	"Can you suggest a good store for leather bags?
"	neutral
6082	corpus-6-train	MSA	"Is that lipstick?
"	neutral
6083	corpus-6-train	MSA	"A lot of American baseball players play in Japan.
"	neutral
6086	corpus-6-test-corpus-26-train	MSA	"I'm leaving early tomorrow, so I'd like to pay now.
"	neutral
6089	corpus-6-train	MSA	"Where can I get the textbooks?
"	neutral
6093	corpus-6-train	MSA	"Can I have some honey?
"	neutral
6094	corpus-6-train	MSA	"We only show one ring at a time.
"	neutral
6096	corpus-6-train	MSA	"Can I use the Visa card?
"	neutral
6097	corpus-6-train	MSA	"I want to try a traditional dish for this area?
"	neutral
6098	corpus-6-train	MSA	"Can I have room service?
"	neutral
6099	corpus-6-train	MSA	"Can I make an appointment?
"	neutral
6100	corpus-6-test-corpus-26-test	MSA	"Unsweetened wine, please.
"	neutral
6101	corpus-6-train	MSA	"I had a car accident.
"	negative
6102	corpus-6-train	MSA	"I started working for this company only two months ago.
"	neutral
6104	corpus-6-train	MSA	"When do we meet?
"	neutral
6106	corpus-6-train	MSA	"I made a call to Tokyo and they said they didn't want it.
"	negative
6107	corpus-6-train	MSA	"The TV's not working.
"	negative
6109	corpus-6-test-corpus-26-test	MSA	"Smoking-restricted seat, please.
"	neutral
6110	corpus-6-train	MSA	"Where can I fill this out?
"	neutral
6111	corpus-6-train	MSA	"Can I have a local?
"	neutral
6112	corpus-6-train	MSA	"I would like to change my seat to Shiatsu. Is that possible?
"	neutral
6113	corpus-6-train	MSA	"I'm a vegetarian, I don't eat meat.
"	neutral
6116	corpus-6-train	MSA	"I'll have a cup of tea.
"	neutral
6117	corpus-6-train	MSA	"Can you take the fastest way? I'm late for a date.
"	negative
6122	corpus-6-train	MSA	"I have a rough throat.
"	negative
6123	corpus-6-train	MSA	"We'd like to try fish here.
"	positive
6125	corpus-6-train	MSA	"I wish you a safe journey.
"	positive
6126	corpus-6-train	MSA	"Don't you have anything better?
"	negative
6127	corpus-6-train	MSA	"Diet coke with ice, please.
"	neutral
6129	corpus-6-train	MSA	"Sleeping at any of our stations is free.
"	neutral
6130	corpus-6-train	MSA	"It's delicious.
"	positive
6131	corpus-6-train	MSA	"You should go and see Nara and Kyoto. Nara preserves the atmosphere of ancient Japan with ancient Buddhist temples and Shinto shrines. Deer and their children are having fun in their gardens.
"	positive
6132	corpus-6-dev	MSA	"Please bring my luggage to my room.
"	neutral
6133	corpus-6-train	MSA	"The word "" face "" has many different meanings in English like pretence, makeup powder, dignity, surface and so on.
"	neutral
6136	corpus-6-train	MSA	"Please include some small change.
"	neutral
6137	corpus-6-train	MSA	"Please put your stuff outside the room.
"	neutral
6140	corpus-6-train	MSA	"Leave two intersections and turn right.
"	neutral
6141	corpus-6-train	MSA	"My key is broken.
"	negative
6142	corpus-6-train	MSA	"I'd like a Japanese-English dictionary.
"	neutral
6143	corpus-6-dev	MSA	"I had a good time here.
"	positive
6144	corpus-6-train	MSA	"Is this bus going to the center of town?
"	neutral
6148	corpus-6-train	MSA	"Please avoid the following.
"	neutral
6151	corpus-6-train	MSA	"Sales have been steadily rising since the product entered the market.
"	positive
6153	corpus-6-train	MSA	"Will the tour guide take me from the hotel?
"	neutral
6154	corpus-6-train	MSA	"When should I be at the gate?
"	neutral
6156	corpus-6-test-corpus-26-train	MSA	"He's busy right now.
"	neutral
6157	corpus-6-dev	MSA	"What's the fastest? We don't have much time.
"	neutral
6158	corpus-6-train	MSA	"Please give me a minute to sort this out.
"	neutral
6159	corpus-6-train	MSA	"Is that all included in the bill?
"	neutral
6160	corpus-6-train	MSA	"We'd like a plate of sausage, salad, and a bottle of wine, please. Bring two cups, please.
"	positive
6161	corpus-6-train	MSA	"Hey, I want to drive now.
"	positive
6162	corpus-6-dev	MSA	"What's the bus number to Piccadilly Circus?
"	neutral
6163	corpus-6-train	MSA	"This comes with a lifetime guarantee.
"	positive
6165	corpus-6-dev	MSA	"Can you fix it, please?
"	neutral
6166	corpus-6-train	MSA	"I didn't get my authority.
"	negative
6167	corpus-6-test-corpus-26-train	MSA	"Can foreigners get books in the library?
"	neutral
6168	corpus-6-train	MSA	"Take bus number one and get off at the third stop.
"	neutral
6170	corpus-6-train	MSA	"Can anyone here try out the A.B.?
"	neutral
6172	corpus-6-train	MSA	"I don't think this came from Japan.
"	neutral
6174	corpus-6-train	MSA	"Get me a little bottle of frozen mineral water, please.
"	neutral
6175	corpus-6-train	MSA	"Please show me some so-called educational games.
"	neutral
6176	corpus-6-train	MSA	"I want a belt.
"	neutral
6179	corpus-6-test-corpus-26-train	MSA	"Can I stay in my room till 2:00 p.m.?
"	neutral
6180	corpus-6-train	MSA	"I'll think about it.
"	neutral
6181	corpus-6-train	MSA	"I totally agree. Let's go to the canned food store across the street.
"	positive
6183	corpus-6-train	MSA	"Egg-stained.
"	negative
6184	corpus-6-train	MSA	"I'm sorry, sir. All rooms are reserved.
"	negative
6186	corpus-6-train	MSA	"The call to Japan has been delivered. Come on, please.
"	positive
6188	corpus-6-train	MSA	"Here's the guide. It should be here.
"	neutral
6189	corpus-6-train	MSA	"I have a tumor.
"	negative
6190	corpus-6-test-corpus-26-train	MSA	"Ha-ha. Good morning. It's your turn. It's okay.
"	positive
6192	corpus-6-train	MSA	"Are you sure? Please check again.
"	neutral
6193	corpus-6-test-corpus-26-train	MSA	"I'd like some A.S.A. for this camera, please.
"	positive
6195	corpus-6-train	MSA	"Can I have a Japanese guide?
"	neutral
6196	corpus-6-train	MSA	"How much is the bag?
"	neutral
6197	corpus-6-train	MSA	"I want to take the flight tomorrow.
"	neutral
6199	corpus-6-train	MSA	"Thanks for the great dinner.
"	positive
6200	corpus-6-train	MSA	"Please change the lenses. Can you fix them while I wait?
"	neutral
6201	corpus-6-train	MSA	"Go ahead over there, she's on your right.
"	neutral
6205	corpus-6-test-corpus-26-train	MSA	"Where are Monet's drawings?
"	neutral
6208	corpus-6-train	MSA	"I can't keep any food in my stomach.
"	negative
