,Sentence_id,sentence,Tokens,POS_Tags,Dialect
1468,1499,يا جدي : حطني بعلبة كبريت,"['يا', 'جدي', ':', 'حطني', 'بعلبة', 'كبريت']","['أداة+نداء', 'اسم', 'علامة+ترقيم', 'فعل+أمر', 'اسم', 'اسم']",Jordan
1469,1500,وبجيب الصدر خبيني,"['وبجيب', 'الصدر', 'خبيني']","['اسم', 'اسم', 'فعل+أمر']",Syria
1470,1501,واطلع قبل الشمس,"['واطلع', 'قبل', 'الشمس']","['فعل+مضارع', 'ظرف', 'اسم']",Morocco
1471,1502,ومن فوق الليل وارميني,"['ومن', 'فوق', 'الليل', 'وارميني']","['حرف+جر', 'ظرف', 'اسم', 'فعل+أمر']",Syria
1472,1503,يا جدي : شو بتقول . .,"['يا', 'جدي', ':', 'شو', 'بتقول', '.', '.']","['أداة+نداء', 'اسم', 'علامة+ترقيم', 'أداة+استفهام', 'فعل+مضارع', 'علامة+ترقيم', 'علامة+ترقيم']",Palestine
1473,1504,كلامك مش معقول . . . ! !,"['كلامك', 'مش', 'معقول', '.', '.', '.', '!', '!']","['اسم', 'أداة+نفي', 'صفة', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم']",Palestine
1474,1505,يا جدي : بدى أشوفها,"['يا', 'جدي', ':', 'بدى', 'أشوفها']","['أداة+نداء', 'اسم', 'علامة+ترقيم', 'فعل+مضارع', 'فعل+مضارع']",Palestine
1475,1506,بدى أكحل حنيني بكفوفها,"['بدى', 'أكحل', 'حنيني', 'بكفوفها']","['فعل+مضارع', 'فعل+مضارع', 'اسم', 'اسم']",Jordan
1476,1507,بدي لو مرة أبوس قطوفها,"['بدي', 'لو', 'مرة', 'أبوس', 'قطوفها']","['فعل+مضارع', 'أداة+ربط', 'اسم', 'فعل+مضارع', 'اسم']",Palestine
1477,1508,يا جدي : اخ . . اخ ولو بقدر . . .,"['يا', 'جدي', ':', 'اخ', '.', '.', 'اخ', 'ولو', 'بقدر', '.', '.', '.']","['أداة+نداء', 'اسم', 'علامة+ترقيم', 'اسم+فعل/جامد', 'علامة+ترقيم', 'علامة+ترقيم', 'اسم+فعل/جامد', 'أداة+ربط', 'فعل+مضارع', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم']",Jordan
1478,1509,يا جدي : طيب ليش بتحكيلي,"['يا', 'جدي', ':', 'طيب', 'ليش', 'بتحكيلي']","['أداة+نداء', 'اسم', 'علامة+ترقيم', 'أداة', 'أداة+استفهام', 'فعل+مضارع']",Syria
1479,1510,يا جدي : عشان تكبر وهي فيك,"['يا', 'جدي', ':', 'عشان', 'تكبر', 'وهي', 'فيك']","['أداة+نداء', 'اسم', 'علامة+ترقيم', 'اسم', 'فعل+مضارع', 'ضمير', 'حرف+جر']",Jordan
1480,1511,وتعمر بأشعارك وأغانيك,"['وتعمر', 'بأشعارك', 'وأغانيك']","['فعل+مضارع', 'اسم', 'اسم']",Syria
1481,1512,يا جدي : بس عشان هيك,"['يا', 'جدي', ':', 'بس', 'عشان', 'هيك']","['أداة+نداء', 'اسم', 'علامة+ترقيم', 'ظرف', 'اسم', 'ضمير+اشارة']",Jordan
1482,1513,عشان يقولوا ما انسينا,"['عشان', 'يقولوا', 'ما', 'انسينا']","['اسم', 'فعل+مضارع', 'أداة+نفي', 'فعل+ماضي']",Saudi Arabia
1483,1514,لا يا جدي . . لا يا جدي,"['لا', 'يا', 'جدي', '.', '.', 'لا', 'يا', 'جدي']","['أداة+نفي', 'أداة+نداء', 'اسم', 'علامة+ترقيم', 'علامة+ترقيم', 'أداة+نفي', 'أداة+نداء', 'اسم']",Jordan
1484,1515,بيارتنا اللى بوادي الحمام,"['بيارتنا', 'اللى', 'بوادي', 'الحمام']","['اسم', 'اسم+موصول', 'اسم', 'اسم']",Egypt
1485,1516,ما بترجع بالكلام,"['ما', 'بترجع', 'بالكلام']","['أداة+نفي', 'فعل+مضارع', 'اسم']",Lebanon
1486,1517,ولا بقصة ألف ليلة وليلة,"['ولا', 'بقصة', 'ألف', 'ليلة', 'وليلة']","['أداة+نفي', 'اسم', 'اسم+عدد', 'اسم', 'اسم']",Algeria
1487,1518,ولا بترجع بالسلام,"['ولا', 'بترجع', 'بالسلام']","['أداة+نفي', 'فعل+مضارع', 'اسم']",Lebanon
1488,1519,ولا بترجع بمفتاح مخبى,"['ولا', 'بترجع', 'بمفتاح', 'مخبى']","['أداة+نفي', 'فعل+مضارع', 'اسم', 'صفة']",Sudan
1489,1520,ولا حتى بجيوش الأنام,"['ولا', 'حتى', 'بجيوش', 'الأنام']","['أداة+نفي', 'أداة+ربط', 'اسم', 'اسم']",Tunisia
1490,1521,هدول مثل الأنعام,"['هدول', 'مثل', 'الأنعام']","['ضمير+اشارة', 'اسم', 'اسم']",Jordan
1491,1522,يا جدي : كيف بترجع الأوطان . . ? ! !,"['يا', 'جدي', ':', 'كيف', 'بترجع', 'الأوطان', '.', '.', '?', '!', '!']","['أداة+نداء', 'اسم', 'علامة+ترقيم', 'أداة+استفهام', 'فعل+مضارع', 'اسم', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم']",Lebanon
1492,1523,يا جدي : فلسطين بترجع بس . . .,"['يا', 'جدي', ':', 'فلسطين', 'بترجع', 'بس', '.', '.', '.']","['أداة+نداء', 'اسم', 'علامة+ترقيم', 'اسم+علم', 'فعل+مضارع', 'ظرف', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم']",Jordan
1493,1524,إذا الوحدة والإرادة سبقتنا,"['إذا', 'الوحدة', 'والإرادة', 'سبقتنا']","['أداة+ربط', 'اسم', 'اسم', 'فعل+ماضي']",Syria
1494,1525,إذا كنا اثنين بواحد,"['إذا', 'كنا', 'اثنين', 'بواحد']","['أداة+ربط', 'فعل+ماضي', 'اسم+عدد', 'اسم']",Syria
1495,1526,والصدق والحب عملتنا,"['والصدق', 'والحب', 'عملتنا']","['اسم', 'اسم', 'اسم']",Iraq
1496,1527,ويا جدي : فتوش النكبة شلفطتنا,"['ويا', 'جدي', ':', 'فتوش', 'النكبة', 'شلفطتنا']","['أداة+نداء', 'اسم', 'علامة+ترقيم', 'اسم+علم', 'اسم', 'فعل+ماضي']",Iraq
1497,1528,و اللي ما بقدر . . . ما يأكل بصفرتنا,"['و', 'اللي', 'ما', 'بقدر', '.', '.', '.', 'ما', 'يأكل', 'بصفرتنا']","['عطف', 'اسم+موصول', 'أداة+نفي', 'فعل+مضارع', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم', 'أداة+نفي', 'فعل+مضارع', 'اسم']",Jordan
1498,1529,عضو صالون القلم الفلسطيني,"['عضو', 'صالون', 'القلم', 'الفلسطيني']","['اسم', 'اسم', 'اسم', 'صفة']",Syria
1499,1530,تم النشر قبل بواسطة عبد الحميد عبد العاطي,"['تم', 'النشر', 'قبل', 'بواسطة', 'عبد', 'الحميد', 'عبد', 'العاطي']","['فعل+ماضي', 'اسم', 'ظرف', 'اسم', 'اسم', 'اسم+علم', 'اسم', 'اسم+علم']",Sudan
1500,1531,في رثاء انقطاع الراتب لموظفين غزة,"['في', 'رثاء', 'انقطاع', 'الراتب', 'لموظفين', 'غزة']","['حرف+جر', 'اسم', 'اسم', 'اسم', 'اسم', 'اسم+علم']",Modern Standard Arabic
1501,1532,عيد الأضحى أجي,"['عيد', 'الأضحى', 'أجي']","['اسم', 'اسم+علم', 'فعل+ماضي']",Egypt
1502,1533,حامل سكين يذبحني,"['حامل', 'سكين', 'يذبحني']","['صفة', 'اسم', 'فعل+مضارع']",Saudi Arabia
1503,1534,وبقهر ابني يشرحني,"['وبقهر', 'ابني', 'يشرحني']","['اسم', 'اسم', 'فعل+مضارع']",Syria
1504,1535,وبفلس مثل الجرس,"['وبفلس', 'مثل', 'الجرس']","['فعل+مضارع', 'اسم', 'اسم']",Oman
1505,1536,رناته بعيون مكسوفة,"['رناته', 'بعيون', 'مكسوفة']","['اسم', 'اسم', 'صفة']",Saudi Arabia
1506,1537,بتنادي الستر . . .,"['بتنادي', 'الستر', '.', '.', '.']","['فعل+مضارع', 'صفة', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم']",Syria
1507,1538,والستر مل جيوب,"['والستر', 'مل', 'جيوب']","['اسم', 'فعل+ماضي', 'اسم']",Tunisia
1508,1539,من الوجع مخروسة,"['من', 'الوجع', 'مخروسة']","['حرف+جر', 'اسم', 'صفة']",Morocco
1509,1540,بكره العيد بقولوا,"['بكره', 'العيد', 'بقولوا']","['اسم', 'اسم', 'فعل+مضارع']",Egypt
1510,1541,وينك يا راتب,"['وينك', 'يا', 'راتب']","['أداة+استفهام', 'أداة+نداء', 'اسم']",Saudi Arabia
1511,1542,ياللي الكل إلك حاسب,"['ياللي', 'الكل', 'إلك', 'حاسب']","['اسم+موصول', 'اسم+كم', 'حرف+جر', 'فعل+أمر']",Lebanon
1512,1543,غبت بيوم عزيز علينا,"['غبت', 'بيوم', 'عزيز', 'علينا']","['فعل+ماضي', 'اسم', 'صفة', 'حرف+جر']",Tunisia
1513,1544,وكسرت الفرح بأيدنا,"['وكسرت', 'الفرح', 'بأيدنا']","['فعل+ماضي', 'اسم', 'اسم']",Syria
1514,1545,مش مهم,"['مش', 'مهم']","['أداة+نفي', 'صفة']",Egypt
1515,1546,راح اطلع,"['راح', 'اطلع']","['أداة+استقبال', 'فعل+أمر']",Iraq
1516,1547,راح افرح,"['راح', 'افرح']","['أداة+استقبال', 'فعل+مضارع']",Iraq
1517,1548,راح اضحك,"['راح', 'اضحك']","['أداة+استقبال', 'فعل+مضارع']",Iraq
1518,1549,راح أعطي,"['راح', 'أعطي']","['أداة+استقبال', 'فعل+مضارع']",Jordan
1519,1550,راح أكون,"['راح', 'أكون']","['أداة+استقبال', 'فعل+مضارع']",Jordan
1520,1551,مش عشاني,"['مش', 'عشاني']","['أداة+نفي', 'اسم']",Egypt
1521,1552,عشان أفرجيك . .,"['عشان', 'أفرجيك', '.', '.']","['اسم', 'فعل+مضارع', 'علامة+ترقيم', 'علامة+ترقيم']",Palestine
1522,1553,انك أناني,"['انك', 'أناني']","['أداة+ربط', 'صفة']",Libya
1523,1554,وعمر العيد ما كان سعيد,"['وعمر', 'العيد', 'ما', 'كان', 'سعيد']","['اسم', 'اسم', 'أداة+نفي', 'فعل+ماضي', 'صفة']",Saudi Arabia
1524,1555,وكل عام وانتم بخير,"['وكل', 'عام', 'وانتم', 'بخير']","['اسم+كم', 'اسم', 'ضمير', 'صفة']",Oman
1525,1556,تم النشر قبل بواسطة عبد الحميد عبد العاطي,"['تم', 'النشر', 'قبل', 'بواسطة', 'عبد', 'الحميد', 'عبد', 'العاطي']","['فعل+ماضي', 'اسم', 'ظرف', 'اسم', 'اسم', 'اسم+علم', 'اسم', 'اسم+علم']",Sudan
1526,1557,شعب غزة يا أرقام ما بموت بالاستبداد . .,"['شعب', 'غزة', 'يا', 'أرقام', 'ما', 'بموت', 'بالاستبداد', '.', '.']","['اسم', 'اسم+علم', 'أداة+نداء', 'اسم', 'أداة+نفي', 'فعل+مضارع', 'اسم', 'علامة+ترقيم', 'علامة+ترقيم']",Lebanon
1527,1558,سنواجه مصيرنا بشجاعة . . . ولن نستسلم,"['سنواجه', 'مصيرنا', 'بشجاعة', '.', '.', '.', 'ولن', 'نستسلم']","['فعل+مضارع', 'اسم', 'اسم', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم', 'أداة+فعل', 'فعل+مضارع']",Modern Standard Arabic
1528,1559,صبرنا وضغطنا على الزناد,"['صبرنا', 'وضغطنا', 'على', 'الزناد']","['فعل+ماضي', 'فعل+ماضي', 'حرف+جر', 'اسم']",Saudi Arabia
1529,1560,وقدمنا براعم باسم الجهاد,"['وقدمنا', 'براعم', 'باسم', 'الجهاد']","['فعل+ماضي', 'اسم', 'اسم', 'اسم']",Iraq
1530,1561,قسينا يا عالم ظلم العباد,"['قسينا', 'يا', 'عالم', 'ظلم', 'العباد']","['صفة', 'أداة+نداء', 'اسم', 'اسم', 'اسم']",Tunisia
1531,1562,وصمت أنزال تلحفوا بالحياد,"['وصمت', 'أنزال', 'تلحفوا', 'بالحياد']","['اسم', 'اسم', 'فعل+أمر', 'اسم']",Tunisia
1532,1563,من الشام والحرم وأذناب بغداد,"['من', 'الشام', 'والحرم', 'وأذناب', 'بغداد']","['حرف+جر', 'اسم+علم', 'اسم', 'اسم', 'اسم+علم']",Syria
1533,1564,أعطوا الأمر بضرب الصداد,"['أعطوا', 'الأمر', 'بضرب', 'الصداد']","['فعل+أمر', 'اسم', 'اسم', 'صفة']",Modern Standard Arabic
1534,1565,شعب غزة يا أرقام,"['شعب', 'غزة', 'يا', 'أرقام']","['اسم', 'اسم+علم', 'أداة+نداء', 'اسم']",Palestine
1535,1566,ما بموت بالاستبداد,"['ما', 'بموت', 'بالاستبداد']","['أداة+نفي', 'فعل+مضارع', 'اسم']",Syria
1536,1567,واللي مش عارف يعرف,"['واللي', 'مش', 'عارف', 'يعرف']","['اسم+موصول', 'أداة+نفي', 'صفة', 'فعل+مضارع']",Egypt
1537,1568,إحنا شعب ما بنقاد,"['إحنا', 'شعب', 'ما', 'بنقاد']","['ضمير', 'اسم', 'أداة+نفي', 'فعل+مضارع+مجهول']",Lebanon
1538,1569,كل وقته مقاومة وعزيمة واسترداد,"['كل', 'وقته', 'مقاومة', 'وعزيمة', 'واسترداد']","['اسم+كم', 'اسم', 'اسم', 'اسم', 'اسم']",Jordan
1539,1570,صحيح سلبية فينا,"['صحيح', 'سلبية', 'فينا']","['صفة', 'صفة', 'حرف+جر']",Syria
1540,1571,وانقسام سبب فتنة وعناد,"['وانقسام', 'سبب', 'فتنة', 'وعناد']","['اسم', 'اسم', 'اسم', 'صفة']",Saudi Arabia
1541,1572,لكن عند المواجهة,"['لكن', 'عند', 'المواجهة']","['شبه+فعل', 'ظرف', 'اسم']",Jordan
1542,1573,الكل بقسي عالجرح,"['الكل', 'بقسي', 'عالجرح']","['اسم+كم', 'فعل+مضارع', 'اسم']",Lebanon
1543,1574,وبنثر رماد,"['وبنثر', 'رماد']","['فعل+مضارع', 'اسم']",Syria
1544,1575,بوجه المحتلصلب و شداد,"['بوجه', 'nan', 'و', 'شداد']","['اسم', 'nan', 'عطف', 'اسم+علم']",Lebanon
1545,1576,ضحية أحيانا لكن صياد,"['ضحية', 'أحيانا', 'لكن', 'صياد']","['اسم', 'اسم', 'شبه+فعل', 'اسم']",Syria
1546,1577,مرة قصف ومرة استطراد,"['مرة', 'قصف', 'ومرة', 'استطراد']","['اسم', 'اسم', 'اسم', 'اسم']",Saudi Arabia
1547,1578,هذه حرب مش حب وفؤاد,"['هذه', 'حرب', 'مش', 'حب', 'وفؤاد']","['ضمير+اشارة', 'اسم', 'أداة+نفي', 'اسم', 'اسم']",Yemen
1548,1579,اللي بقدر بكون عواد,"['اللي', 'بقدر', 'بكون', 'nan']","['اسم+موصول', 'فعل+مضارع', 'فعل+مضارع', 'nan']",Lebanon
1549,1580,واللي بجبن وبهرب مثل الأولاد,"['واللي', 'بجبن', 'وبهرب', 'مثل', 'الأولاد']","['اسم+موصول', 'فعل+مضارع', 'فعل+مضارع', 'اسم', 'اسم']",Oman
1550,1581,وبحلف بالوطن وهو قواد,"['وبحلف', 'بالوطن', 'وهو', 'قواد']","['فعل+مضارع', 'اسم', 'ضمير', 'صفة']",Syria
1551,1582,وعارف انه الكل عارف,"['وعارف', 'انه', 'الكل', 'عارف']","['صفة', 'أداة+ربط', 'اسم+كم', 'صفة']",Egypt
1552,1583,أصله وفصله,"['أصله', 'وفصله']","['اسم', 'اسم']",Jordan
1553,1584,وعامل حاله من الجواد,"['وعامل', 'حاله', 'من', 'الجواد']","['صفة', 'اسم', 'حرف+جر', 'صفة']",Yemen
1554,1585,فلسطين يا نايم معمرة بالعتاد,"['فلسطين', 'يا', 'نايم', 'معمرة', 'بالعتاد']","['اسم+علم', 'أداة+نداء', 'صفة', 'صفة', 'اسم']",Tunisia
1555,1586,نخوة ورجال وكثير الحساد,"['نخوة', 'ورجال', 'وكثير', 'الحساد']","['اسم', 'اسم', 'صفة', 'صفة']",Oman
1556,1587,عرب ويهود وكتلة أعداد,"['عرب', 'ويهود', 'وكتلة', 'أعداد']","['اسم', 'اسم', 'اسم', 'اسم']",Iraq
1557,1588,والمسحية على أهبة الاستعداد,"['والمسحية', 'على', 'أهبة', 'الاستعداد']","['اسم', 'حرف+جر', 'اسم', 'اسم']",Modern Standard Arabic
1558,1589,بالقدس يا غايب كانوا الأكراد,"['بالقدس', 'يا', 'غايب', 'كانوا', 'الأكراد']","['اسم+علم', 'أداة+نداء', 'صفة', 'فعل+ماضي', 'اسم']",Lebanon
1559,1590,وأهل كنعان صاروا أمجاد,"['وأهل', 'كنعان', 'صاروا', 'أمجاد']","['اسم', 'اسم+علم', 'فعل+ماضي', 'اسم']",Jordan
1560,1591,واللي فيها اليوم ناس جداد,"['واللي', 'فيها', 'اليوم', 'ناس', 'جداد']","['اسم+موصول', 'حرف+جر', 'اسم', 'اسم', 'صفة']",Egypt
1561,1592,برسموا وبحكموا,"['برسموا', 'وبحكموا']","['فعل+مضارع', 'فعل+مضارع']",Syria
1562,1593,وبقولوا الحق عاد,"['وبقولوا', 'الحق', 'عاد']","['فعل+مضارع', 'اسم', 'أداة+ربط']",Syria
1563,1594,هذه أرضنا ارض الميعاد,"['هذه', 'أرضنا', 'ارض', 'الميعاد']","['ضمير+اشارة', 'اسم', 'اسم', 'اسم']",Tunisia
1564,1595,ونسيوا شعب مغلوب بالوطن,"['ونسيوا', 'شعب', 'مغلوب', 'بالوطن']","['فعل+ماضي', 'اسم', 'صفة', 'اسم']",Iraq
1565,1596,ضرب واسر وجرحي,"['ضرب', 'واسر', 'وجرحي']","['اسم', 'اسم', 'اسم']",Iraq
1566,1597,و المنية بازدياد,"['و', 'المنية', 'بازدياد']","['عطف', 'اسم', 'اسم']",Tunisia
1567,1598,ويا تري هذا كله ارتعاد,"['ويا', 'تري', 'هذا', 'كله', 'ارتعاد']","['أداة+نداء', 'تعجب', 'ضمير+اشارة', 'اسم+كم', 'اسم']",Iraq
1568,1599,لا والله هذه شعلة نصر,"['لا', 'والله', 'هذه', 'شعلة', 'نصر']","['أداة+نفي', 'اسم+علم', 'ضمير+اشارة', 'اسم', 'اسم']",Tunisia
1569,1600,مزفوفة بذكريات الدم والاستشهاد,"['مزفوفة', 'بذكريات', 'الدم', 'والاستشهاد']","['اسم', 'اسم', 'اسم', 'اسم']",Iraq
1570,1601,والله ليجي يوم,"['والله', 'ليجي', 'يوم']","['اسم+علم', 'فعل+مضارع', 'اسم']",Tunisia
1571,1602,ونكون نحنا علم الأسياد,"['ونكون', 'نحنا', 'علم', 'الأسياد']","['فعل+مضارع', 'ضمير', 'اسم', 'صفة']",Libya
1572,1603,تم النشر قبل بواسطة عبد الحميد عبد العاطي,"['تم', 'النشر', 'قبل', 'بواسطة', 'عبد', 'الحميد', 'عبد', 'العاطي']","['فعل+ماضي', 'اسم', 'ظرف', 'اسم', 'اسم', 'اسم+علم', 'اسم', 'اسم+علم']",Sudan
1573,1604,أنا معك وأنت اخويا . . .,"['أنا', 'معك', 'وأنت', 'اخويا', '.', '.', '.']","['ضمير', 'اسم', 'ضمير', 'اسم', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم']",Jordan
1574,1605,اضغط للاستماع هذه بصوتي,"['اضغط', 'للاستماع', 'هذه', 'بصوتي']","['فعل+أمر', 'اسم', 'ضمير+اشارة', 'اسم']",Oman
1575,1606,وين بتكون راح أكون,"['وين', 'بتكون', 'راح', 'أكون']","['أداة+استفهام', 'فعل+مضارع', 'أداة+استقبال', 'فعل+مضارع']",Jordan
1576,1607,كتف بكتف وأيد وبأيد,"['كتف', 'بكتف', 'وأيد', 'وبأيد']","['اسم', 'اسم', 'اسم', 'اسم']",Syria
1577,1608,وعجنبك سلاحي . . .,"['وعجنبك', 'سلاحي', '.', '.', '.']","['اسم', 'اسم', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم']",Syria
1578,1609,روحي ودمي فداك,"['روحي', 'ودمي', 'فداك']","['اسم', 'اسم', 'اسم']",Iraq
1579,1610,أنت بس اطلب . . .,"['أنت', 'بس', 'اطلب', '.', '.', '.']","['ضمير', 'ظرف', 'فعل+أمر', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم']",Yemen
1580,1611,فلسطيني مهيوب,"['فلسطيني', 'مهيوب']","['صفة', 'صفة']",Lebanon
1581,1612,والفخر برفرف من عيونك,"['والفخر', 'برفرف', 'من', 'عيونك']","['اسم', 'فعل+مضارع', 'حرف+جر', 'اسم']",Iraq
1582,1613,قاسم بصدرك عهد . . .,"['قاسم', 'بصدرك', 'عهد', '.', '.', '.']","['اسم', 'اسم', 'اسم', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم']",Iraq
1583,1614,ما تضحك ولا تشوف اللي يحبونك,"['ما', 'تضحك', 'ولا', 'تشوف', 'اللي', 'يحبونك']","['أداة+نفي', 'فعل+مضارع', 'عطف', 'فعل+مضارع', 'اسم+موصول', 'فعل+مضارع']",Tunisia
1584,1615,حتى يعود هالوطن,"['حتى', 'يعود', 'هالوطن']","['أداة+ربط', 'فعل+مضارع', 'اسم']",Oman
1585,1616,وتداوي همومي وهمومك,"['وتداوي', 'همومي', 'وهمومك']","['فعل+مضارع', 'اسم', 'اسم']",Saudi Arabia
1586,1617,اخويا أنت مهما صار . . .,"['اخويا', 'أنت', 'مهما', 'صار', '.', '.', '.']","['اسم', 'ضمير', 'أداة+ربط', 'فعل+ماضي', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم']",Tunisia
1587,1618,حامل على ظهرك فؤادي,"['حامل', 'على', 'ظهرك', 'فؤادي']","['صفة', 'حرف+جر', 'اسم', 'اسم']",Yemen
1588,1619,رافع علم يجذب الأنظار,"['رافع', 'علم', 'يجذب', 'الأنظار']","['صفة', 'اسم', 'فعل+مضارع', 'اسم']",Iraq
1589,1620,يرهب طامع وكل من يعادي,"['يرهب', 'طامع', 'وكل', 'من', 'يعادي']","['فعل+مضارع', 'اسم', 'اسم+كم', 'اسم+موصول', 'فعل+مضارع']",Yemen
1590,1621,بطل والفروسة أنواع . . .,"['بطل', 'والفروسة', 'أنواع', '.', '.', '.']","['اسم', 'اسم', 'اسم', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم']",Egypt
1591,1622,نوع ملقن من أجدادي,"['نوع', 'ملقن', 'من', 'أجدادي']","['اسم', 'صفة', 'حرف+جر', 'اسم']",Palestine
1592,1623,صابر والصبر أعذب,"['صابر', 'والصبر', 'أعذب']","['صفة', 'اسم', 'صفة+مقارنة']",Yemen
1593,1624,والفقر والجوع زادي . . .,"['والفقر', 'والجوع', 'زادي', '.', '.', '.']","['اسم', 'اسم', 'اسم', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم']",Morocco
1594,1625,بحلم يا عالم . . . . أنا بحلم,"['بحلم', 'يا', 'عالم', '.', '.', '.', '.', 'أنا', 'بحلم']","['فعل+مضارع', 'أداة+نداء', 'اسم', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم', 'ضمير', 'فعل+مضارع']",Egypt
1595,1626,والحلم والله لبلادي,"['والحلم', 'والله', 'لبلادي']","['اسم', 'اسم+علم', 'اسم']",Tunisia
1596,1627,بوحدة وطنية . . .,"['بوحدة', 'وطنية', '.', '.', '.']","['اسم', 'صفة', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم']",Tunisia
1597,1628,ودولة فلسطينية,"['ودولة', 'فلسطينية']","['اسم', 'صفة']",Iraq
1598,1629,وسلامات يا شعب الحرية,"['وسلامات', 'يا', 'شعب', 'الحرية']","['اسم', 'أداة+نداء', 'اسم', 'اسم']",Tunisia
1599,1630,تم النشر قبل بواسطة عبد الحميد عبد العاطي,"['تم', 'النشر', 'قبل', 'بواسطة', 'عبد', 'الحميد', 'عبد', 'العاطي']","['فعل+ماضي', 'اسم', 'ظرف', 'اسم', 'اسم', 'اسم+علم', 'اسم', 'اسم+علم']",Sudan
1600,1631,أخ فوق الأخ طخ . . ! !,"['أخ', 'فوق', 'الأخ', 'طخ', '.', '.', '!', '!']","['اسم+فعل/جامد', 'ظرف', 'اسم+فعل/جامد', 'اسم', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم']",Syria
1601,1632,سلم يا اللي بالقدس,"['سلم', 'يا', 'اللي', 'بالقدس']","['فعل+أمر', 'أداة+نداء', 'اسم+موصول', 'اسم+علم']",Yemen
1602,1633,على أهل الهمة,"['على', 'أهل', 'الهمة']","['حرف+جر', 'اسم', 'اسم']",Tunisia
1603,1634,سلم ووصل رسالة للأمة,"['سلم', 'ووصل', 'رسالة', 'للأمة']","['فعل+أمر', 'فعل+أمر', 'اسم', 'اسم']",Syria
1604,1635,مكتوبة بحروف من دمي,"['مكتوبة', 'بحروف', 'من', 'دمي']","['صفة', 'اسم', 'حرف+جر', 'اسم']",Saudi Arabia
1605,1636,أول كلمة . . . اشتقتلك,"['أول', 'كلمة', '.', '.', '.', 'اشتقتلك']","['صفة+عدد', 'اسم', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم', 'فعل+ماضي']",Syria
1606,1637,وثاني كلمة . . . يا أمي,"['وثاني', 'كلمة', '.', '.', '.', 'يا', 'أمي']","['صفة+عدد', 'اسم', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم', 'أداة+نداء', 'اسم']",Jordan
1607,1638,محروم وبالي مشئوم,"['محروم', 'وبالي', 'مشئوم']","['صفة', 'اسم', 'صفة']",Iraq
1608,1639,من طفل بلش يعوم,"['من', 'طفل', 'بلش', 'يعوم']","['حرف+جر', 'اسم', 'فعل+ماضي', 'فعل+مضارع']",Syria
1609,1640,وأسير بشرعية عصافير,"['وأسير', 'بشرعية', 'عصافير']","['اسم', 'اسم', 'اسم']",Egypt
1610,1641,ومن شعب نسي قضيته,"['ومن', 'شعب', 'نسي', 'قضيته']","['حرف+جر', 'اسم', 'فعل+ماضي', 'اسم']",Tunisia
1611,1642,ونسي تقرير المصير,"['ونسي', 'تقرير', 'المصير']","['فعل+ماضي', 'اسم', 'اسم']",Sudan
1612,1643,لمين أروح . . وين أجي,"['لمين', 'أروح', '.', '.', 'وين', 'أجي']","['ضمير+استفهام', 'فعل+مضارع', 'علامة+ترقيم', 'علامة+ترقيم', 'أداة+استفهام', 'فعل+مضارع']",Syria
1613,1644,لمختار عقله طار,"['لمختار', 'عقله', 'طار']","['اسم', 'اسم', 'فعل+ماضي']",Tunisia
1614,1645,وله لعربنا أهل العار,"['وله', 'لعربنا', 'أهل', 'العار']","['عطف', 'اسم', 'اسم', 'اسم']",Tunisia
1615,1646,أخ فوق الأخ طخ,"['أخ', 'فوق', 'الأخ', 'طخ']","['اسم+فعل/جامد', 'ظرف', 'اسم+فعل/جامد', 'اسم']",Syria
1616,1647,وسلم على عدو ما بنخ,"['وسلم', 'على', 'عدو', 'ما', 'بنخ']","['فعل+ماضي', 'حرف+جر', 'اسم', 'أداة+نفي', 'فعل+مضارع']",Tunisia
1617,1648,وقال بتصريح بلاش تجريح,"['وقال', 'بتصريح', 'بلاش', 'تجريح']","['فعل+ماضي', 'اسم', 'أداة+نفي', 'اسم']",Syria
1618,1649,عودتنا بفتحة معبر,"['عودتنا', 'بفتحة', 'معبر']","['اسم', 'اسم', 'اسم']",Sudan
